"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
80041,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80042,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,2,,,,,,2,,,2,2,0,2,,,,
80043,2,1,2,1,2,1,2,1,2,,2,2,2,2,2,,2,2,4,4,3,2,2,,,,,,1,,,,,,,,,,
80044,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80045,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,2,,2,2,0,2,,,,
80046,1,1,3,1,2,1,1,2,1,3,3,3,3,,,,,,3,4,1,2,2,,,,,,1,1,1,1,1,12,1,4,,,
80047,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80048,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80049,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80050,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,36,1,3,,,
80051,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80052,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80053,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80054,1,2,2,1,1,1,2,2,2,,2,2,2,2,2,,1,2,4,4,3,2,1,1,4,1,2,800,2,,,,,,,,,,
80055,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80056,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80057,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80058,1,1,1,1,2,1,1,2,2,,,,,,,,,,4,4,,2,1,1,1,1,9,315,,,,,,,,,,,
80059,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80060,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80061,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80062,2,2,1,1,1,1,1,2,2,,1,2,3,2,2,,2,2,4,4,3,2,2,,,,,,1,,,,,,,,,,
80063,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80064,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80065,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,1,1,24,450,1,1,1,1,1,24,1,2,,,
80066,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80067,1,2,1,1,1,1,1,1,2,,,,,,,,,,4,4,,1,2,,,,,,,,,,,,,,,,
80068,1,1,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,6,1,27,525,1,,,1,1,48,2,,,,
80069,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,1,1,60,1,3,,,
80070,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80071,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80072,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80073,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80074,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,48,9,,,,
80075,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80076,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,24,1,1,,,
80077,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80078,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,
80079,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
80080,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80081,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80082,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80083,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,9,345,2,,,,,,,,,,
80084,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80085,2,3,3,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,1,1,5,1,26,500,2,,,1,2,12,1,3,,,
80086,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,1,1,1,,2,1,3,,,
80087,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80088,1,1,1,1,3,1,2,2,2,,1,1,2,2,2,,2,2,4,3,3,2,1,1,1,1,15,260,1,,,,,,,,,,
80089,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,16,700,2,,,,,,,,,,
80090,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80091,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80092,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80093,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80094,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
80095,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80096,2,2,2,1,3,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
80097,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80098,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80099,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80100,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80101,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80102,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80103,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80104,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,2,2,0,2,,,,
80105,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80106,1,2,2,1,1,1,2,2,2,,2,2,2,2,2,,1,2,4,4,3,2,1,1,4,1,2,800,2,,,,,,,,,,
80107,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80108,2,2,2,1,1,1,2,2,2,,1,1,3,2,2,,2,2,4,4,3,1,2,,,,,,1,1,2,1,1,48,1,7,,,
80109,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,2,,
80110,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80111,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80112,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,11,99999,,,,,,,,,,,
80113,2,2,2,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,4,1,3,547,1,1,2,1,2,12,1,4,,,
80114,2,1,3,1,3,1,2,2,1,3,,,,,,,,,3,3,,2,1,1,1,1,25,130,,,,,,,,,,,
80115,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80116,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,2,,,,,,,,,,,,,,,,
80117,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,0,1,9,,,
80118,3,3,2,2,,2,2,2,,,3,2,3,2,2,,2,2,2,2,2,1,1,2,,,,,2,,,1,2,12,2,,,,
80119,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80120,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,17,360,1,,,,,,,,,,
80121,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80122,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,14,200,2,,,,,,,,,,
80123,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80124,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80125,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,,,,,2,,,,,,,,,,
80126,1,1,2,1,2,2,1,2,2,,2,1,2,1,1,2,2,2,4,4,4,1,1,1,3,1,22,497,,,,,,,,,,,
80127,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80128,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80129,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80130,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80131,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,11,336,2,,,,,,,,,,
80132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80133,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80134,2,2,2,2,,1,2,2,2,,1,1,2,2,2,,2,2,3,3,3,2,1,1,1,1,7,100,2,,,,,,,,,,
80135,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,2,66666,150,2,,,,,,,,,,
80136,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80137,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80138,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80139,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80140,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,5,1,5,750,1,,,,,,,,,,
80141,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80142,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80143,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,,,,,,,,
80144,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80145,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,2,133,200,2,,,,,,,,,,
80146,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,4,360,1,,,,,,,,,,
80147,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80148,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80150,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80151,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,1,12,600,2,,,2,2,0,2,,,,
80152,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80153,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80154,1,1,2,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,4,2,2,2,,,,,,2,,,,,,,,1,,
80155,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80156,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80157,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80158,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,2,4,4,3,2,1,1,5,2,70,650,2,,,,,,,,,,
80159,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,1,1,1,1,9,51,2,,,1,1,60,1,3,,,
80160,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80161,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,5,1,15,209,1,,,1,1,60,1,2,,,
80162,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,14,115,2,,,,,,,,,,
80163,1,1,1,1,2,1,1,9,2,,,,,,,,,,4,4,,1,1,2,,,,,,,,,,,,,,,
80164,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80165,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80166,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80167,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80168,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,11,600,2,,,,,,,,,,
80169,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80170,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80171,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,2,1,10,385,2,,,1,1,48,1,3,,,
80172,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,2,5,1,2,,,
80173,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80174,1,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,,,,,,,,
80175,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80176,2,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,3,2,2,1,1,3,9,99999,99999,2,,,,,,,,,,
80177,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,175,1,1,1,1,1,24,9,,,,
80178,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80179,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,2,,,,,,,,,,,,,,,,
80180,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,6,2,,,,
80181,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
80182,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,4,1,55555,550,2,,,,,,,,,,
80183,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80184,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,37,600,2,,,,,,,,,,
80185,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80186,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80187,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80188,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80189,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80190,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,1,6,1,7,153,2,,,,,,,,,,
80191,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,1,2,6,2,,,,
80192,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,18,200,1,1,1,1,,7,2,,,,
80193,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80194,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80195,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,1,1,20,390,1,1,1,1,1,12,1,2,,,
80196,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80197,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,2,,,,,1,,,,,,,,,,
80198,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80199,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80200,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80201,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80202,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80203,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80204,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80205,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80206,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,1,4,197,,,,,,,,,,,
80207,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
80208,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,13,302,2,1,2,1,1,18,1,3,,,
80209,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,6,1,20,500,2,2,,2,,0,2,,,,
80210,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80211,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,48,1,4,,,
80212,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80213,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80215,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80216,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,24,1,3,,,
80217,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,26,220,2,,,,,,,,,,
80218,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80219,1,2,1,1,1,1,1,2,2,,2,2,3,1,2,,2,2,4,4,3,2,2,,,,,,2,2,,2,2,0,2,,,,
80220,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,3,140,2,,,,,,,,,,
80221,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80222,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,17,16,2,,,,,,,,,,
80223,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,24,2,,,,
80224,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,6,300,1,1,1,1,,7,1,1,,,
80225,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,1,2,1,15,274,2,,,,,,,,,,
80226,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,2,,,,,,,,,,
80227,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80228,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80229,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,16,520,1,1,2,1,2,6,1,4,,,
80230,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,2,,,,,,2,,,,,,,,,,
80231,2,2,2,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,1,1,1,3,1,5,449,2,,,,,,,,,,
80232,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80233,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,1,2,1,4,489,,,,,,,,,,,
80234,1,1,1,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,1,,,,,,,,,,
80235,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80236,2,2,2,1,3,1,2,2,2,,,,,,,,,,3,3,,2,1,1,3,1,25,240,2,,,,,,,,,,
80237,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80238,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80239,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,36,1,1,,,
80240,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80241,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,30,300,1,,,,,,,,,,
80242,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,55555,99999,9,,,,,,,,,,
80243,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80244,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80245,2,3,1,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,1,2,,,,,,2,,,,,,,,,,
80246,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80247,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,23,16,2,,,,,,,,,,
80248,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80249,2,2,2,1,2,2,2,2,2,,,,,,,,,,3,3,,1,1,1,2,2,66666,160,,,,,,,,,,,
80250,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80251,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,1,1,6
80252,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80253,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80254,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80255,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80256,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,34,260,1,1,1,1,1,24,1,1,,,
80257,2,2,2,1,1,1,1,2,2,,2,2,2,1,1,2,2,2,4,4,4,2,2,,,,,,2,,,,,,,,,,
80258,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,2,,,,,,,,,,
80259,2,3,2,1,3,2,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,1,1,5,1,9,135,1,,,,,,,,,,
80260,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80261,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80262,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80263,2,1,1,1,2,1,1,2,2,,,,,,,,,,4,4,,2,1,1,2,1,1,99999,2,,,,,,,,,,
80264,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80265,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80266,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80267,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80268,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
80269,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,4,1,12,450,2,,,,,,,,,,
80270,2,2,2,2,,1,2,2,2,,2,2,2,1,2,,2,2,4,3,3,2,1,1,6,1,19,640,2,,,,,,,,,,
80271,3,3,2,2,,1,2,2,2,,2,2,3,2,2,,2,2,3,2,3,2,1,1,5,1,17,600,2,2,,1,1,12,1,1,,,
80272,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80273,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80274,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80275,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,,,,,,,,,,
80276,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,30,300,1,1,1,1,,7,1,2,,,
80277,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80278,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80279,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80280,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80281,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80282,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,4,360,1,1,1,1,1,5,1,1,,,
80283,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,1,1,1,11,688,2,,,,,,,,,,
