"SEQN","OCD150","OCQ180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCQ295","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCD470G","OCD470","OCD480"
29227,1,35,,2,27,5,300,2,,2,2,,,,2,,,,,,,,,
29230,2,,2,40,20,3,24,2,,2,2,,,,2,,,,,,,,,
29232,4,,,,,,,,,,,,,3,1,31,372,2,,,,,,
29234,4,,,,,,,,,,,,,2,4,,,,,,,,,
29236,4,,,,,,,,,,,,,1,1,19,12,2,,,,,,
29238,4,,,,,,,,,,,,,3,1,30,420,1,1,7,2,,,
29240,1,40,,30,1,1,7,2,,2,2,,,,1,11,12,,,,,,,
29241,1,9,2,41,16,1,11,2,,2,2,,,,2,,,,,,,4,,
29242,4,,,,,,,,,,,,,2,4,,,,,,,,,
29243,4,,,,,,,,,,,,,3,1,17,240,2,,,,,,
29244,4,,,,,,,,,,,,,3,1,35,108,1,2,,,,,
29245,4,,,,,,,,,,,,,4,1,9,48,2,,,,,,
29248,1,42,,31,13,1,1,2,,2,2,,,,1,21,8,,,,,,,
29249,4,,,,,,,,,,,,,3,1,33,372,1,1,9,1,,,
29250,1,65,,4,1,1,60,1,12,1,1,1,8,,2,,,,,,,,,
29251,1,40,,7,34,1,48,2,,2,2,,,,2,,,,,,,,,
29252,4,,,,,,,,,,,,,3,1,20,600,2,,,,,,
29254,4,,,,,,,,,,,,,3,1,11,600,1,2,,,,,
29255,4,,,,,,,,,,,,,2,1,11,8,1,2,,,,,
29256,2,,1,28,16,1,9,2,,2,2,,,,1,16,84,,,,,,,
29258,4,,,,,,,,,,,,,2,1,11,12,2,,,,4,,
29259,4,,,,,,,,,,,,,6,1,36,108,1,1,6,2,,,
29260,1,50,,41,24,5,228,2,,2,2,,,,2,,,,,,,,,
29261,4,,,,,,,,,,,,,3,1,28,420,2,,,,,,
29263,1,20,2,27,19,1,36,1,2,2,2,,,,1,22,72,,,,,,,
29268,4,,,,,,,,,,,,,3,1,14,228,2,,,,,,
29269,4,,,,,,,,,,,,,1,1,21,12,2,,,,,,
29270,3,,,,,,,,,,,,,,1,13,84,2,,,,,,
29271,4,,,,,,,,,,,,,6,1,30,300,2,,,,,,
29272,4,,,,,,,,,,,,,6,1,5,60,2,,,,,,
29275,1,65,,39,1,1,120,2,,2,2,,,,2,,,,,,,,,
29276,1,32,2,39,17,1,17,2,,2,2,,,,2,,,,,,,,,
29277,1,30,1,27,1,1,2,1,8,2,1,2,,,2,,,,,,,,,
29278,1,43,,17,35,1,5,2,,2,2,,,,2,,,,,,,,,
29279,1,45,,32,11,5,540,2,,1,2,,,,2,,,,,,,,,
29280,1,40,,2,27,1,1,2,,2,2,,,,1,36,12,,,,,,,
29281,2,,1,34,22,1,276,1,1,2,2,,,,1,25,264,,,,,,,
29283,1,40,,29,16,1,144,1,1,2,2,,,,2,,,,,,,,,
29285,4,,,,,,,,,,,,,2,4,,,,,,,,,
29286,4,,,,,,,,,,,,,3,4,,,,,,,,,
29287,1,40,,12,31,1,12,2,,1,1,1,10,,2,,,,,,,,,
29288,4,,,,,,,,,,,,,2,1,27,9,1,1,2,2,4,,
29293,4,,,,,,,,,,,,,2,1,34,60,2,,,,4,,
29294,4,,,,,,,,,,,,,1,1,11,10,2,,,,4,,
29295,4,,,,,,,,,,,,,7,4,,,,,,,,,
29297,4,,,,,,,,,,,,,2,4,,,,,,,,,
29299,4,,,,,,,,,,,,,7,1,10,360,2,,,,,,
29302,1,45,,23,16,1,48,2,,2,2,,,,1,16,168,,,,,,,
29303,1,40,,8,16,6,96,2,,2,2,,,,2,,,,,,,,,
29307,1,14,2,31,12,1,168,1,3,2,2,,,,2,,,,,,,,,
29309,4,,,,,,,,,,,,,3,1,29,180,1,2,,,,,
29317,4,,,,,,,,,,,,,1,1,37,24,1,1,8,2,,,
29318,1,50,,4,1,4,24,2,,2,1,2,,,1,34,372,,1,8,1,,,
29319,4,,,,,,,,,,,,,3,1,30,540,1,1,4,1,,,
29320,1,40,,42,8,1,1,2,,2,2,,,,2,,,,,,,,,
29321,4,,,,,,,,,,,,,3,1,1,132,2,,,,,,
29325,4,,,,,,,,,,,,,2,4,,,,,,,,,
29326,4,,,,,,,,,,,,,6,1,29,108,1,1,8,1,,,
29327,3,,,,,,,,,,,,,,1,21,4,2,,,,,,
29329,4,,,,,,,,,,,,,1,1,24,120,1,2,,,,,
29331,4,,,,,,,,,,,,,6,4,,,,,,,,,
29332,1,32,2,36,19,1,30,1,6,2,2,,,,2,,,,,,,,,
29334,2,,1,30,1,5,120,2,,2,2,,,,2,,,,,,,,,
29335,1,6,2,40,16,99,3,2,,2,2,,,,1,8,48,,,,,,,
29338,4,,,,,,,,,,,,,7,1,23,240,2,,,,,,
29341,4,,,,,,,,,,,,,6,1,23,36,1,2,,,,,
29342,4,,,,,,,,,,,,,3,1,14,120,2,,,,,,
29344,1,6,1,23,18,1,24,2,,2,2,,,,1,9,60,,,,,,,
29347,1,40,,39,16,1,36,1,5,2,2,,,,2,,,,,,,,,
29350,1,40,,4,12,1,24,2,,2,2,,,,2,,,,,,,,,
29351,3,,,,,,,,,,,,,,1,38,6,1,1,8,2,4,,
29352,4,,,,,,,,,,,,,3,1,15,312,1,2,,,,,
29354,4,,,,,,,,,,,,,3,1,2,420,2,,,,,,
29355,1,35,,22,35,1,4,2,,2,2,,,,1,27,156,,,,,,,
29359,4,,,,,,,,,,,,,3,1,9,180,2,,,,,,
29363,4,,,,,,,,,,,,,3,1,17,300,2,,,,,,
29364,4,,,,,,,,,,,,,1,4,,,,,,,,,
29365,1,40,,27,1,5,48,2,,2,2,,,,2,,,,,,,,,
29366,1,12,2,28,11,1,0,2,,2,1,2,,,1,27,7,,1,1,2,,,
29367,4,,,,,,,,,,,,,3,1,30,360,2,,,,,,
29368,1,20,2,27,19,1,12,2,,2,2,,,,2,,,,,,,,,
29369,1,45,,38,3,1,3,2,,2,2,,,,1,1,168,,,,,4,,
29370,1,20,2,36,24,1,132,2,,2,2,,,,1,15,240,,,,,,,
29371,1,40,,39,20,1,228,2,,2,2,,,,2,,,,,,,,,
29373,1,40,,39,4,1,36,2,,2,1,2,,,2,,,,,,,,,
29374,1,60,,10,34,1,6,1,8,2,2,,,,1,35,96,,,,,,,
29375,1,8,2,40,23,1,2,1,1,2,1,2,,,1,27,24,,1,4,2,,,
29378,1,40,,38,8,1,156,2,,2,2,,,,2,,,,,,,,,
29379,4,,,,,,,,,,,,,3,1,11,180,2,,,,,,
29382,1,30,2,28,9,5,156,2,,2,2,,,,1,35,180,,,,,,,
29384,4,,,,,,,,,,,,,2,4,,,,,,,,,
29385,1,40,,18,16,2,216,2,,2,2,,,,2,,,,,,,,,
29388,4,,,,,,,,,,,,,3,1,5,468,2,,,,,,
29389,1,38,,28,11,1,6,2,,2,2,,,,2,,,,,,,,,
29390,4,,,,,,,,,,,,,3,1,33,384,1,1,8,2,,,
29392,1,38,,17,15,1,1,1,1,2,2,,,,1,11,18,,,,,,,
29395,1,45,,38,22,1,12,2,,2,2,,,,1,34,96,,,,,,,
29397,4,,,,,,,,,,,,,7,1,11,6,1,2,,,4,,
29401,1,46,,3,31,1,0,2,,1,2,,,,1,30,132,,,,,,,
29403,1,19,1,28,8,1,6,2,,2,2,,,,1,11,9,,,,,,,
29405,4,,,,,,,,,,,,,7,4,,,,,,,,,
29406,3,,,,,,,,,,,,,,4,,,,,,,,,
29407,4,,,,,,,,,,,,,2,4,,,,,,,,,
29409,1,40,,39,35,1,144,2,,2,2,,,,2,,,,,,,4,,
29411,4,,,,,,,,,,,,,3,1,33,396,1,1,8,2,,,
29412,2,,2,42,7,5,36,2,,2,2,,,,1,7,540,,,,,,,
29413,1,25,1,22,1,5,204,2,,2,2,,,,1,2,252,,,,,,,
29415,4,,,,,,,,,,,,,2,1,19,12,1,1,1,2,4,,
29416,3,,,,,,,,,,,,,,1,39,12,1,2,,,,,
29418,3,,,,,,,,,,,,,,4,,,,,,,,,
29420,1,45,,39,8,5,4,2,,2,1,1,1,,2,,,,,,,,,
29422,4,,,,,,,,,,,,,2,4,,,,,,,,,
29424,1,30,2,4,30,1,120,2,,1,1,2,,,2,,,,,,,,,
29426,4,,,,,,,,,,,,,6,1,35,108,2,,,,4,,
29427,4,,,,,,,,,,,,,2,4,,,,,,,,,
29428,1,55,,23,31,1,36,2,,2,2,,,,2,,,,,,,,,
29429,3,,,,,,,,,,,,,,4,,,,,,,,,
29430,4,,,,,,,,,,,,,4,1,22,32,2,,,,,,
29431,1,40,,4,30,3,60,1,2,1,1,1,1,,2,,,,,,,,,
29434,1,55,,40,8,3,48,2,,2,2,,,,2,,,,,,,,,
29436,1,32,2,38,22,1,72,2,,2,2,,,,2,,,,,,,,,
29440,1,25,2,27,21,1,18,1,4,2,2,,,,1,16,60,,,,,,,
29441,4,,,,,,,,,,,,,5,1,23,12,2,,,,,,
29442,4,,,,,,,,,,,,,7,4,,,,,,,,,
29445,4,,,,,,,,,,,,,2,4,,,,,,,,,
29448,3,,,,,,,,,,,,,,1,30,312,1,2,,,,,
29450,1,35,,30,10,1,20,2,,2,2,,,,2,,,,,,,,,
29451,4,,,,,,,,,,,,,1,1,19,180,2,,,,,,
29452,1,48,,4,35,3,12,2,,1,1,1,2,,2,,,,,,,,,
29453,4,,,,,,,,,,,,,2,4,,,,,,,,,
29455,4,,,,,,,,,,,,,4,1,31,384,1,1,8,1,,,
29456,4,,,,,,,,,,,,,3,1,20,168,1,2,,,,,
29461,1,31,1,11,33,1,36,2,,2,1,1,6,,2,,,,,,,,,
29462,1,14,2,40,1,1,8,2,,2,2,,,,2,,,,,,,,,
29463,4,,,,,,,,,,,,,1,1,13,12,2,,,,,,
29464,4,,,,,,,,,,,,,3,1,12,540,2,,,,,,
29466,1,50,,9,8,1,264,2,,1,2,,,,2,,,,,,,,,
29467,4,,,,,,,,,,,,,2,4,,,,,,,,,
29468,4,,,,,,,,,,,,,6,1,30,240,2,,,,,,
29470,1,40,,25,11,1,72,2,,2,1,2,,,1,34,168,,1,8,2,,,
29471,3,,,,,,,,,,,,,,1,30,60,2,,,,,,
29472,1,40,,23,15,1,24,2,,2,2,,,,1,21,60,,,,,,,
29473,4,,,,,,,,,,,,,1,1,40,6,2,,,,,,
29474,4,,,,,,,,,,,,,2,4,,,,,,,,,
29475,2,,2,4,30,5,3,2,,2,2,,,,1,31,432,,,,,,,
29477,4,,,,,,,,,,,,,3,1,30,408,1,1,8,2,,,
29478,1,40,,16,33,1,24,2,,2,2,,,,2,,,,,,,,,
29479,4,,,,,,,,,,,,,3,1,18,384,2,,,,,,
29480,1,72,,5,31,5,12,2,,2,2,,,,1,24,180,,,,,,,
29482,4,,,,,,,,,,,,,6,1,34,180,1,1,8,1,,,
29483,1,45,,42,3,1,48,2,,2,2,,,,2,,,,,,,,,
29484,1,40,,30,10,1,12,2,,2,2,,,,1,7,108,,,,,,,
29485,4,,,,,,,,,,,,,3,1,34,216,1,1,7,1,,,
29486,1,35,,27,21,1,12,1,3,2,2,,,,1,16,120,,,,,,,
29488,1,40,,39,8,1,9,2,,2,2,,,,2,,,,,,,,,
29489,4,,,,,,,,,,,,,1,1,11,1,2,,,,,,
29490,1,30,1,27,20,1,312,2,,2,2,,,,2,,,,,,,,,
29491,1,40,,29,2,1,60,2,,2,2,,,,2,,,,,,,,,
29492,1,35,,43,7,4,48,2,,2,2,,,,1,11,96,,,,,,,
29494,1,44,,10,38,1,11,2,,2,1,1,8,,1,27,144,,1,6,1,,,
29495,2,,2,37,7,5,276,2,,2,2,,,,2,,,,,,,,,
29496,1,50,,40,5,2,48,2,,1,1,2,,,1,8,60,,1,6,1,,,
29497,4,,,,,,,,,,,,,3,1,31,456,1,1,7,2,,,
29502,1,25,1,26,34,1,0,1,1,2,1,1,4,,1,37,24,,1,8,1,,,
29504,1,40,,16,35,1,3,2,,2,2,,,,1,35,96,,,,,,,
29505,4,,,,,,,,,,,,,2,1,11,18,1,1,7,2,,,
29506,4,,,,,,,,,,,,,3,1,30,360,1,1,8,2,,,
29507,4,,,,,,,,,,,,,3,1,15,336,2,,,,,,
29512,1,35,,36,27,1,10,2,,1,2,,,,1,30,120,,,,,,,
29513,1,46,,15,34,1,48,2,,2,1,2,,,1,2,240,,2,,,,,
29514,1,55,,22,9,1,60,2,,2,1,1,2,,1,16,96,,2,,,,,
29517,1,16,1,40,5,3,84,2,,2,2,,,,2,,,,,,,,,
29518,4,,,,,,,,,,,,,6,1,20,24,2,,,,,,
29519,1,60,,27,19,1,84,1,10,2,2,,,,1,5,168,,,,,,,
29520,4,,,,,,,,,,,,,3,1,31,228,1,1,8,2,,,
29521,4,,,,,,,,,,,,,3,1,30,480,1,1,8,2,,,
29522,1,60,,42,7,5,396,1,1,2,2,,,,2,,,,,,,,,
29523,4,,,,,,,,,,,,,3,1,20,240,2,,,,,,
29524,4,,,,,,,,,,,,,3,1,31,180,2,,,,,,
29526,4,,,,,,,,,,,,,7,1,16,8,2,,,,,,
29527,4,,,,,,,,,,,,,2,1,21,1,2,,,,,,
29528,4,,,,,,,,,,,,,6,4,,,,,,,,,
29529,4,,,,,,,,,,,,,1,1,15,60,2,,,,,,
29530,4,,,,,,,,,,,,,7,1,17,60,2,,,,,,
29531,4,,,,,,,,,,,,,5,4,,,,,,,,,
29532,3,,,,,,,,,,,,,,1,29,7,1,2,,,,,
29533,3,,,,,,,,,,,,,,1,31,144,2,,,,,,
29534,4,,,,,,,,,,,,,3,1,5,456,1,1,3,2,,,
29535,1,70,,33,17,1,24,2,,2,2,,,,2,,,,,,,,,
29536,4,,,,,,,,,,,,,3,1,16,120,2,,,,,,
29537,4,,,,,,,,,,,,,6,1,17,36,2,,,,,,
29538,4,,,,,,,,,,,,,1,1,24,240,2,,,,,,
29539,4,,,,,,,,,,,,,5,1,20,6,2,,,,,,
29540,1,60,,27,9,1,240,1,1,2,2,,,,2,,,,,,,,,
29541,1,20,2,31,23,5,24,2,,2,2,,,,2,,,,,,,,,
29542,4,,,,,,,,,,,,,1,1,32,6,1,1,12,1,4,,
29543,1,40,,43,15,4,288,2,,2,2,,,,2,,,,,,,,,
29544,4,,,,,,,,,,,,,3,1,4,96,2,,,,,,
29546,4,,,,,,,,,,,,,4,1,21,240,1,1,14,2,,,
29547,1,60,,27,20,1,60,1,1,2,2,,,,2,,,,,,,,,
29548,1,70,,3,30,1,36,2,,1,1,1,4,,2,,,,,,,,,
29551,4,,,,,,,,,,,,,3,1,20,480,1,1,8,2,,,
29552,4,,,,,,,,,,,,,3,1,5,468,2,,,,,,
29553,1,14,2,42,24,1,4,2,,2,2,,,,2,,,,,,,,,
29554,1,48,,33,17,1,108,2,,2,2,,,,2,,,,,,,,,
29556,4,,,,,,,,,,,,,1,1,21,120,1,1,12,2,,,
29557,1,35,,27,1,1,12,2,,2,2,,,,2,,,,,,,,,
29558,4,,,,,,,,,,,,,2,1,21,3,2,,,,,,
29559,4,,,,,,,,,,,,,2,4,,,,,,,,,
29560,4,,,,,,,,,,,,,2,4,,,,,,,,,
29561,1,40,,35,24,1,24,1,0,2,2,,,,2,,,,,,,,,
29562,4,,,,,,,,,,,,,2,4,,,,,,,,,
29563,1,26,2,24,39,1,0,1,1,2,2,,,,2,,,,,,,,,
29564,4,,,,,,,,,,,,,1,4,,,,,,,,,
29565,4,,,,,,,,,,,,,2,1,16,2,2,,,,4,,
29566,1,29,2,39,22,1,24,1,4,2,2,,,,2,,,,,,,,,
29567,4,,,,,,,,,,,,,1,1,16,60,1,1,3,1,,,
29570,1,64,,20,31,1,372,2,,1,1,2,,,2,,,,,,,,,
29572,1,47,,15,8,1,12,1,1,2,1,2,,,2,,,,,,,,,
29574,4,,,,,,,,,,,,,6,1,34,156,2,,,,,,
29575,1,40,,10,32,1,17,2,,2,2,,,,2,,,,,,,,,
29577,1,35,,42,2,5,276,2,,2,2,,,,2,,,,,,,,,
29578,4,,,,,,,,,,,,,3,1,6,480,2,,,,,,
29580,4,,,,,,,,,,,,,1,1,30,7,2,,,,,,
29581,4,,,,,,,,,,,,,2,4,,,,,,,,,
29584,4,,,,,,,,,,,,,3,1,34,180,2,,,,,,
29586,4,,,,,,,,,,,,,3,1,9,240,2,,,,,,
29587,3,,,,,,,,,,,,,,1,11,12,1,2,,,,,
29589,1,30,2,36,18,1,10,2,,2,2,,,,1,11,12,,,,,4,,
29590,1,40,,31,11,1,8,2,,2,2,,,,1,16,144,,,,,,,
29591,1,40,,13,31,5,36,2,,2,2,,,,2,,,,,,,,,
29592,4,,,,,,,,,,,,,5,1,37,96,2,,,,,,
29593,1,45,,30,10,5,96,2,,2,2,,,,1,3,132,,,,,,,
29595,1,40,,24,15,1,4,2,,2,2,,,,2,,,,,,,,,
29597,4,,,,,,,,,,,,,6,1,20,84,1,2,,,,,
29598,4,,,,,,,,,,,,,7,1,30,36,1,2,,,,,
29600,4,,,,,,,,,,,,,3,1,31,144,1,2,,,,,
29602,4,,,,,,,,,,,,,3,4,,,,,,,,,
29604,1,24,2,7,32,1,2,2,,2,2,,,,1,17,48,,,,,,,
29605,1,30,1,16,3,1,36,1,0,2,2,,,,2,,,,,,,,,
29607,3,,,,,,,,,,,,,,1,39,0,2,,,,4,,
29611,1,84,,5,1,5,252,2,,2,2,,,,2,,,,,,,,,
29612,1,40,,40,5,3,84,2,,2,2,,,,2,,,,,,,,,
29613,3,,,,,,,,,,,,,,1,39,60,1,2,,,,,
29614,4,,,,,,,,,,,,,2,1,11,36,2,,,,,,
29615,1,50,,22,9,5,252,2,,2,2,,,,2,,,,,,,,,
29616,3,,,,,,,,,,,,,,1,20,24,2,,,,,,
29619,4,,,,,,,,,,,,,3,1,20,72,2,,,,,,
29620,1,45,,39,22,99,1,2,,2,2,,,,1,11,60,,,,,,,
29621,4,,,,,,,,,,,,,3,1,10,264,1,2,,,,,
29622,4,,,,,,,,,,,,,1,4,,,,,,,,,
29624,4,,,,,,,,,,,,,4,1,14,288,1,2,,,1,12,38
29626,4,,,,,,,,,,,,,6,1,35,300,1,2,,,,,
29627,4,,,,,,,,,,,,,3,1,34,540,1,1,8,1,,,
29628,4,,,,,,,,,,,,,2,4,,,,,,,,,
29629,4,,,,,,,,,,,,,6,1,10,240,2,,,,,,
29632,1,55,,42,16,5,120,2,,2,1,2,,,1,10,180,,2,,,,,
29633,1,50,,11,33,1,72,2,,1,1,1,10,,2,,,,,,,,,
29634,4,,,,,,,,,,,,,2,3,,60,1,1,4,1,,,
29638,4,,,,,,,,,,,,,3,1,33,48,1,1,8,2,,,
29639,1,40,,39,20,1,7,2,,2,1,1,8,,2,,,,,,,,,
29641,4,,,,,,,,,,,,,4,1,9,14,1,2,,,4,,
29642,1,40,,4,36,1,84,2,,1,1,1,8,,1,25,168,,2,,,,,
29643,1,80,,17,35,5,48,2,,2,2,,,,1,2,120,,,,,,,
29647,1,30,2,31,8,5,120,2,,2,1,1,1,,2,,,,,,,,,
29650,4,,,,,,,,,,,,,1,1,12,120,2,,,,,,
29651,1,40,,25,11,1,8,1,1,2,2,,,,2,,,,,,,,,
29652,1,40,,27,11,1,9,2,,2,2,,,,2,,,,,,,,,
29656,4,,,,,,,,,,,,,2,4,,,,,,,,,
29658,4,,,,,,,,,,,,,2,4,,,,,,,,,
29660,1,40,,43,16,4,120,2,,2,2,,,,2,,,,,,,2,,
29663,1,25,2,27,21,1,4,1,1,2,2,,,,2,,,,,,,4,,
29664,1,10,2,28,16,5,24,2,,2,2,,,,2,,,,,,,,,
29665,1,30,2,24,11,1,5,2,,2,2,,,,2,,,,,,,,,
29667,2,,1,27,19,1,24,2,,2,2,,,,2,,,,,,,,,
29668,4,,,,,,,,,,,,,3,1,12,144,2,,,,,,
29669,4,,,,,,,,,,,,,3,1,4,468,2,,,,,,
29670,4,,,,,,,,,,,,,3,1,24,444,2,,,,,,
29671,1,40,,27,20,1,2,2,,2,2,,,,2,,,,,,,,,
29672,1,40,,28,9,5,144,2,,2,2,,,,2,,,,,,,,,
29673,4,,,,,,,,,,,,,3,1,28,240,1,1,2,1,,,
29676,1,48,,43,18,3,288,2,,2,1,1,5,,2,,,,,,,,,
29677,4,,,,,,,,,,,,,6,1,30,60,2,,,,,,
29678,4,,,,,,,,,,,,,2,4,,,,,,,,,
29680,1,36,,33,17,1,4,2,,2,2,,,,2,,,,,,,,,
29681,1,20,2,27,21,4,24,2,,2,2,,,,2,,,,,,,4,,
29682,2,,1,31,23,1,60,2,,2,1,2,,,1,33,84,,1,8,2,,,
29683,4,,,,,,,,,,,,,2,4,,,,,,,,,
29686,1,35,,27,20,1,36,2,,2,2,,,,2,,,,,,,,,
29688,4,,,,,,,,,,,,,2,1,16,2,2,,,,,,
29690,4,,,,,,,,,,,,,3,1,14,180,2,,,,,,
29694,1,20,1,41,24,1,6,2,,2,2,,,,2,,,,,,,,,
29698,1,70,,30,30,1,1,1,10,2,1,1,1,,1,31,240,,1,3,2,,,
29702,1,28,2,25,11,1,2,2,,2,2,,,,1,19,24,,,,,,,
29703,1,60,,40,29,3,192,2,,1,1,2,,,1,30,204,,1,1,1,,,
29704,1,24,2,24,39,1,12,1,0,2,2,,,,1,21,24,,,,,4,,
29708,2,,2,30,1,1,252,2,,2,2,,,,1,5,72,,,,,,,
29709,4,,,,,,,,,,,,,2,1,40,12,2,,,,,,
29710,1,50,,35,31,1,3,1,0,2,1,2,,,2,,,,,,,,,
29711,1,25,1,18,35,4,36,2,,2,2,,,,1,18,96,,,,,,,
29714,4,,,,,,,,,,,,,6,1,32,384,1,1,8,2,,,
29716,4,,,,,,,,,,,,,3,1,40,84,2,,,,,,
29717,4,,,,,,,,,,,,,3,1,11,264,2,,,,,,
29719,4,,,,,,,,,,,,,3,1,37,300,2,,,,,,
29723,2,,1,31,18,1,96,1,1,2,1,2,,,2,,,,,,,1,8,18
29724,2,,1,27,20,1,108,1,6,2,1,2,,,2,,,,,,,,,
29725,4,,,,,,,,,,,,,3,1,12,96,2,,,,,,
29729,4,,,,,,,,,,,,,2,1,20,24,2,,,,,,
29731,4,,,,,,,,,,,,,3,1,16,240,2,,,,,,
29732,1,23,2,27,21,1,10,2,,2,2,,,,2,,,,,,,,,
29733,4,,,,,,,,,,,,,6,1,33,60,1,1,8,2,,,
29734,4,,,,,,,,,,,,,3,1,11,84,2,,,,,,
29735,1,32,2,28,11,1,3,2,,2,2,,,,1,11,24,,,,,,,
29737,4,,,,,,,,,,,,,1,1,11,18,2,,,,,,
29739,4,,,,,,,,,,,,,3,1,20,360,2,,,,,,
29740,4,,,,,,,,,,,,,3,1,33,192,2,,,,,,
29741,4,,,,,,,,,,,,,1,1,1,384,2,,,,,,
29742,4,,,,,,,,,,,,,4,1,14,84,2,,,,,,
29743,4,,,,,,,,,,,,,1,1,25,240,2,,,,,,
29746,3,,,,,,,,,,,,,,1,39,6,2,,,,,,
29747,4,,,,,,,,,,,,,6,1,36,360,1,1,12,1,,,
29750,4,,,,,,,,,,,,,3,1,31,180,1,1,8,2,,,
29751,1,40,,24,9,1,12,2,,2,2,,,,1,16,96,,,,,,,
29754,4,,,,,,,,,,,,,3,1,1,276,2,,,,,,
29755,1,20,2,29,16,1,24,2,,2,2,,,,2,,,,,,,,,
29758,2,,1,40,7,3,144,2,,2,1,2,,,2,,,,,,,,,
29759,4,,,,,,,,,,,,,7,1,10,84,2,,,,,,
29762,4,,,,,,,,,,,,,3,1,36,432,1,2,,,,,
29764,1,25,2,28,11,1,1,2,,2,2,,,,1,14,6,,,,,,,
29765,1,60,,15,15,1,504,1,1,1,1,1,2,,2,,,,,,,,,
29766,4,,,,,,,,,,,,,3,1,31,468,2,,,,,,
29767,1,35,,4,30,1,5,2,,2,2,,,,1,29,36,,,,,,,
29770,1,30,2,37,14,1,36,2,,2,2,,,,1,31,360,,,,,,,
29771,1,42,,25,11,1,9,2,,2,2,,,,1,39,180,,,,,,,
29772,1,40,,14,11,1,48,2,,2,2,,,,2,,,,,,,,,
29775,4,,,,,,,,,,,,,3,1,2,480,2,,,,,,
29776,4,,,,,,,,,,,,,3,1,9,480,1,1,1,2,,,
29777,4,,,,,,,,,,,,,4,1,34,240,1,1,8,1,,,
29778,1,32,1,31,1,1,228,1,8,2,2,,,,2,,,,,,,,,
29780,4,,,,,,,,,,,,,3,1,29,552,2,,,,,,
29781,4,,,,,,,,,,,,,1,1,8,96,2,,,,,,
29785,4,,,,,,,,,,,,,3,1,22,120,2,,,,,,
29786,1,32,1,29,2,1,4,2,,2,2,,,,1,2,48,,,,,,,
29788,1,60,,17,35,1,36,1,8,1,1,2,,,1,37,72,,2,,,4,,
29792,1,30,1,27,11,1,1,1,2,2,2,,,,2,,,,,,,,,
29793,1,25,2,36,6,5,24,1,1,2,1,2,,,1,6,216,,2,,,3,,36
29794,1,35,,38,7,1,48,2,,2,1,2,,,2,,,,,,,,,
29796,3,,,,,,,,,,,,,,1,21,36,2,,,,,,
29798,1,40,,20,15,4,72,2,,2,1,2,,,1,35,132,,2,,,,,
29800,4,,,,,,,,,,,,,3,1,30,336,1,1,8,1,,,
29801,4,,,,,,,,,,,,,2,4,,,,,,,,,
29802,1,56,,4,30,1,6,2,,1,1,1,5,,2,,,,,,,,,
29803,4,,,,,,,,,,,,,3,1,18,168,2,,,,,,
29805,4,,,,,,,,,,,,,4,1,30,240,1,2,,,,,
29806,4,,,,,,,,,,,,,3,1,6,180,2,,,,,,
29807,4,,,,,,,,,,,,,7,4,,,,,,,,,
29808,4,,,,,,,,,,,,,6,1,28,480,1,1,5,1,,,
29809,4,,,,,,,,,,,,,3,1,31,300,1,1,8,1,,,
29810,1,30,1,27,11,1,6,1,1,2,2,,,,2,,,,,,,4,,
29812,4,,,,,,,,,,,,,3,1,22,240,2,,,,,,
29814,1,50,,9,31,1,240,1,3,1,1,1,10,,2,,,,,,,,,
29817,1,25,2,32,8,5,300,2,,2,2,,,,2,,,,,,,,,
29819,4,,,,,,,,,,,,,7,1,34,8,2,,,,,,
29823,1,40,,40,20,4,72,2,,2,1,1,6,,1,2,240,,1,8,1,,,
29824,1,16,2,2,27,5,12,1,8,1,1,1,8,,2,,,,,,,,,
29826,1,40,,30,16,1,36,2,,2,2,,,,2,,,,,,,,,
29827,1,50,,36,21,1,18,2,,2,2,,,,1,19,24,,,,,,,
29828,1,38,,4,14,3,120,2,,2,2,,,,2,,,,,,,,,
29829,4,,,,,,,,,,,,,7,4,,,,,,,,,
29830,4,,,,,,,,,,,,,7,1,34,12,2,,,,,,
29832,4,,,,,,,,,,,,,1,1,32,72,2,,,,,,
29838,1,40,,28,9,5,36,2,,2,1,2,,,2,,,,,,,,,
29839,4,,,,,,,,,,,,,4,1,11,12,2,,,,,,
29840,1,40,,39,22,1,5,2,,2,2,,,,1,16,72,,,,,,,
29841,1,40,,43,3,3,72,2,,2,1,2,,,1,41,300,,2,,,,,
29842,1,40,,12,33,1,288,2,,2,2,,,,2,,,,,,,,,
29843,1,20,2,35,24,5,12,2,,2,2,,,,1,3,84,,,,,4,,
29844,1,46,,27,21,1,2,2,,2,2,,,,2,,,,,,,4,,
29846,1,55,,24,31,1,60,2,,2,2,,,,2,,,,,,,,,
29847,1,70,,28,4,1,36,2,,2,2,,,,2,,,,,,,,,
29848,4,,,,,,,,,,,,,1,1,12,60,2,,,,,,
29849,1,72,,32,29,1,2,2,,2,2,,,,2,,,,,,,,,
29850,4,,,,,,,,,,,,,2,1,39,36,2,,,,,,
29851,4,,,,,,,,,,,,,2,4,,,,,,,,,
29852,4,,,,,,,,,,,,,3,1,20,96,2,,,,,,
29853,4,,,,,,,,,,,,,7,1,30,144,1,1,4,2,,,
