"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
15500,1,32,1,20,30,1,24,2,,1,2,,,,2,,,,,,,,,
15501,4,,,,,,,,,,,,,2,1,20,0,,,,,,,
15502,,,,,,,,,,,,,,,,,,,,,,,,
15503,4,,,,,,,,,,,,,3,4,,,,,,,,,
15504,1,28,1,42,2,5,204,2,,,2,,,,2,,,,,,,,,
15505,4,,,,,,,,,,,,,3,1,22,12,1,2,,,,,
15508,4,,,,,,,,,,,,,1,4,,,,,,,,,
15514,4,,,,,,,,,,,,,2,4,,,,,,,,,
15515,1,44,,21,33,1,72,1,1,2,1,1,9,,2,,,,,,,,,
15516,4,,,,,,,,,,,,,3,1,30,480,,,,,,,
15519,3,,,,,,,,,,,,,,1,11,2,,,,,4,,
15520,4,,,,,,,,,,,,,4,1,20,99999,2,,,,,,
15521,1,40,,16,33,1,72,2,,2,2,,,,2,,,,,,,,,
15525,4,,,,,,,,,,,,,3,1,7,240,1,2,,,,,
15526,1,37,,23,39,1,14,2,,,2,,,,1,1,180,,,,,,,
15527,4,,,,,,,,,,,,,3,1,2,360,2,,,,,,
15528,4,,,,,,,,,,,,,1,1,31,60,2,,,,,,
15530,4,,,,,,,,,,,,,4,1,30,360,1,2,,,,,
15531,1,30,1,4,30,1,12,2,,2,1,2,,,2,,,,,,,,,
15532,4,,,,,,,,,,,,,3,1,5,300,2,,,,,,
15533,4,,,,,,,,,,,,,1,1,21,3,2,,,,,,
15534,4,,,,,,,,,,,,,7,1,38,18,1,1,8,1,,,
15537,1,40,,38,18,1,13,1,1,2,2,,,,1,32,132,,,,,,,
15539,1,40,,33,17,5,12,2,,2,2,,,,2,,,,,,,,,
15544,1,23,2,42,13,1,14,1,6,,2,,,,2,,,,,,,,,
15545,4,,,,,,,,,,,,,4,1,22,240,2,,,,,,
15546,1,32,1,14,29,1,48,2,,1,1,1,1,,2,,,,,,,,,
15548,1,30,2,30,10,5,3,2,,2,2,,,,1,7,96,,,,,,,
15550,1,40,,18,16,1,144,1,0,2,2,,,,1,13,336,,,,,,,
15552,1,48,,16,34,1,288,1,2,1,1,1,8,,2,,,,,,,,,
15556,1,40,,21,15,1,1,2,,,2,,,,1,7,72,,,,,,,
15557,1,30,1,39,22,1,84,2,,2,2,,,,2,,,,,,,,,
15559,4,,,,,,,,,,,,,3,1,15,456,2,,,,,,
15560,4,,,,,,,,,,,,,1,4,,,,,,,,,
15561,4,,,,,,,,,,,,,2,1,3,24,,,,,4,,
15562,4,,,,,,,,,,,,,1,1,16,156,,,,,,,
15563,4,,,,,,,,,,,,,4,1,23,1,2,,,,,,
15564,3,,,,,,,,,,,,,,1,11,24,2,,,,,,
15565,1,46,,2,27,1,120,2,,2,2,,,,2,,,,,,,,,
15568,4,,,,,,,,,,,,,1,1,13,48,2,,,,,,
15569,1,60,,19,8,1,156,2,,2,2,,,,1,33,360,,,,,4,,
15571,1,30,2,42,14,5,60,2,,,2,,,,2,,,,,,,,,
15576,1,40,,12,33,1,36,2,,1,1,1,8,,2,,,,,,,,,
15577,1,35,,31,23,1,2,2,,,2,,,,1,11,180,,,,,,,
15578,1,50,,14,2,1,60,2,,2,2,,,,2,,,,,,,,,
15579,4,,,,,,,,,,,,,3,1,20,216,2,,,,,,
15581,4,,,,,,,,,,,,,1,1,11,12,2,,,,,,
15582,1,30,2,27,20,1,6,1,1,2,2,,,,1,39,48,,,,,,,
15583,1,40,,33,17,1,348,2,,,2,,,,2,,,,,,,,,
15585,1,48,,30,2,2,132,2,,2,1,2,,,2,,,,,,,,,
15588,4,,,,,,,,,,,,,4,1,23,20,2,,,,,,
15590,4,,,,,,,,,,,,,3,1,1,120,2,,,,,,
15591,4,,,,,,,,,,,,,3,1,7,516,2,,,,,,
15594,4,,,,,,,,,,,,,1,1,1,336,,,,,,,
15596,4,,,,,,,,,,,,,4,1,30,240,,,,,,,
15597,1,38,,30,16,1,36,2,,2,2,,,,2,,,,,,,,,
15598,4,,,,,,,,,,,,,6,1,30,108,,,,,,,
15599,4,,,,,,,,,,,,,4,1,16,3,2,,,,,,
15600,4,,,,,,,,,,,,,2,4,,,,,,,,,
15602,1,70,,4,16,1,24,2,,2,1,2,,,2,,,,,,,,,
15603,1,50,,3,29,1,276,2,,1,1,1,4,,1,28,144,,1,5,1,,,
15604,1,70,,15,34,1,9,1,8,2,1,1,8,,2,,,,,,,,,
15606,4,,,,,,,,,,,,,1,4,,,,,,,,,
15611,4,,,,,,,,,,,,,1,1,19,6,2,,,,,,
15612,1,68,,1,25,5,156,2,,1,1,1,1,,2,,,,,,,,,
15614,4,,,,,,,,,,,,,3,1,30,156,1,1,12,2,,,
15615,1,35,,35,24,1,120,2,,,2,,,,2,,,,,,,4,,
15616,1,40,,4,16,5,132,2,,2,2,,,,2,,,,,,,,,
15617,4,,,,,,,,,,,,,6,1,34,24,2,,,,,,
15618,4,,,,,,,,,,,,,3,1,3,456,,,,,,,
15620,1,35,,37,22,77,77777,2,,,2,,,,2,,,,,,,4,,
15621,1,60,,20,1,1,168,2,,1,1,1,2,,2,,,,,,,,,
15624,1,16,2,30,10,5,540,2,,,2,,,,2,,,,,,,,,
15626,1,38,,39,22,1,1,2,,2,2,,,,1,23,2,,,,,,,
15627,1,60,,19,3,1,24,2,,2,2,,,,2,,,,,,,,,
15629,1,40,,12,33,1,60,2,,1,1,1,8,,1,27,120,,,,,,,
15630,4,,,,,,,,,,,,,2,1,21,3,,,,,4,,
15632,1,40,,4,1,5,96,2,,2,1,1,8,,1,30,180,,2,,,3,,4
15633,1,40,,31,16,1,60,2,,2,2,,,,2,,,,,,,,,
15634,1,47,,4,30,1,24,2,,1,1,1,3,,1,35,36,,2,,,,,
15636,1,47,,25,40,1,24,2,,2,2,,,,1,37,120,,,,,,,
15637,1,30,2,27,21,1,12,1,1,2,2,,,,2,,,,,,,,,
15638,1,50,,40,7,3,420,2,,1,2,,,,2,,,,,,,,,
15639,4,,,,,,,,,,,,,1,1,23,96,1,1,4,2,,,
15640,4,,,,,,,,,,,,,3,4,,,,,,,,,
15641,4,,,,,,,,,,,,,3,1,32,216,1,1,8,2,,,
15642,4,,,,,,,,,,,,,3,1,1,60,2,,,,,,
15643,1,45,,37,16,1,12,1,1,,1,2,,,3,,168,,1,8,1,,,
15645,4,,,,,,,,,,,,,2,1,16,48,,,,,,,
15646,4,,,,,,,,,,,,,4,1,21,204,1,1,10,2,,,
15647,4,,,,,,,,,,,,,3,1,5,360,2,,,,,,
15648,1,70,,28,31,1,2,2,,2,1,1,10,,2,,,,,,,,,
15649,4,,,,,,,,,,,,,3,1,11,432,2,,,,,,
15652,1,30,2,5,16,1,48,2,,2,2,,,,2,,,,,,,,,
15653,1,41,,24,9,1,12,1,1,,2,,,,1,30,24,,,,,4,,
15654,1,45,,25,28,1,36,2,,2,1,1,4,,2,,,,,,,,,
15655,4,,,,,,,,,,,,,3,1,16,360,2,,,,,,
15656,4,,,,,,,,,,,,,6,1,30,96,1,1,16,2,,,
15658,1,40,,42,2,1,84,2,,2,2,,,,2,,,,,,,,,
15659,1,20,2,42,6,1,9,2,,2,2,,,,2,,,,,,,,,
15660,4,,,,,,,,,,,,,3,1,30,144,,,,,,,
15661,1,42,,8,35,5,5,1,3,,2,,,,1,31,48,,,,,,,
15662,1,24,1,41,16,2,0,2,,2,2,,,,1,21,6,,,,,4,,
15664,4,,,,,,,,,,,,,3,1,35,180,2,,,,,,
15666,4,,,,,,,,,,,,,3,1,21,360,1,1,1,2,,,
15668,1,40,,40,16,3,36,2,,,1,2,,,2,,,,,,,4,,
15669,1,60,,28,35,1,9,1,8,2,2,,,,2,,,,,,,,,
15674,1,12,2,39,7,1,0,2,,2,2,,,,1,11,3,,,,,,,
15675,1,40,,4,40,1,2,1,8,2,1,1,4,,2,,,,,,,1,11,26
15677,4,,,,,,,,,,,,,5,1,15,2,,,,,4,,
15678,4,,,,,,,,,,,,,3,1,3,540,2,,,,,,
15679,4,,,,,,,,,,,,,6,1,23,240,1,1,8,1,,,
15687,1,45,,15,38,1,1,2,,2,2,,,,1,33,48,,,,,,,
15688,1,40,,4,1,1,3,1,8,2,1,2,,,2,,,,,,,,,
15691,4,,,,,,,,,,,,,3,1,33,468,1,1,7,2,,,
15692,4,,,,,,,,,,,,,7,4,,,,,,,,,
15694,4,,,,,,,,,,,,,4,1,35,36,1,2,,,4,,
15695,4,,,,,,,,,,,,,1,1,21,12,,,,,,,
15697,1,25,2,31,23,1,0,2,,2,2,,,,1,40,48,,,,,,,
15700,4,,,,,,,,,,,,,2,1,20,4,2,,,,,,
15702,4,,,,,,,,,,,,,3,1,98,240,2,,,,,,
15703,3,,,,,,,,,,,,,,1,8,96,2,,,,,,
15705,1,40,,10,29,1,156,1,1,2,2,,,,2,,,,,,,,,
15706,4,,,,,,,,,,,,,3,1,2,240,2,,,,,,
15709,1,40,,25,11,1,5,1,8,,1,1,3,,1,98,12,,2,,,,,
15711,4,,,,,,,,,,,,,7,1,23,10,2,,,,,,
15712,1,60,,25,9,1,120,2,,,2,,,,2,,,,,,,,,
15713,1,35,,4,30,5,84,1,8,1,1,1,8,,2,,,,,,,,,
15716,1,40,,40,7,4,60,2,,,2,,,,1,39,120,,,,,,,
15720,2,,2,40,5,5,24,2,,,2,,,,1,12,48,,,,,4,,
15721,4,,,,,,,,,,,,,1,1,21,3,2,,,,,,
15723,4,,,,,,,,,,,,,3,1,23,240,1,1,4,2,,,
15725,4,,,,,,,,,,,,,1,1,11,36,2,,,,,,
15726,4,,,,,,,,,,,,,4,1,22,36,2,,,,,,
15727,1,40,,28,1,5,24,2,,2,2,,,,1,6,156,,,,,,,
15731,2,,2,35,23,1,2,2,,2,2,,,,1,24,4,,,,,,,
15732,1,40,,18,28,4,72,2,,,2,,,,2,,,,,,,,,
15733,1,40,,31,22,1,12,1,8,,2,,,,2,,,,,,,,,
15735,4,,,,,,,,,,,,,1,1,19,84,2,,,,,,
15739,1,30,2,37,4,5,120,2,,,2,,,,2,,,,,,,,,
15740,1,40,,38,8,2,192,1,1,2,1,2,,,3,,120,,1,4,1,,,
15741,4,,,,,,,,,,,,,3,1,25,600,2,,,,,,
15742,4,,,,,,,,,,,,,4,1,9,15,1,2,,,,,
15743,1,40,,35,24,5,72,2,,2,2,,,,2,,,,,,,4,,
15744,1,30,2,31,23,1,72,2,,2,2,,,,2,,,,,,,,,
15745,1,35,,39,22,1,0,2,,2,2,,,,2,,,,,,,4,,
15748,4,,,,,,,,,,,,,1,1,25,48,1,2,,,,,
15749,1,40,,13,3,1,24,2,,,1,2,,,2,,,,,,,,,
15750,1,24,1,4,30,1,12,1,1,2,1,1,2,,2,,,,,,,,,
15751,1,40,,4,30,1,10,1,1,1,2,,,,2,,,,,,,,,
15752,1,30,2,40,5,1,10,2,,,2,,,,2,,,,,,,,,
15753,4,,,,,,,,,,,,,2,1,11,2,2,,,,,,
15755,1,48,,4,30,1,48,2,,1,1,1,3,,2,,,,,,,,,
15756,4,,,,,,,,,,,,,1,1,17,24,,,,,,,
15757,4,,,,,,,,,,,,,2,4,,,,,,,,,
15760,4,,,,,,,,,,,,,3,1,19,480,2,,,,,,
15762,4,,,,,,,,,,,,,3,1,38,360,1,1,2,2,,,
15765,4,,,,,,,,,,,,,1,1,22,360,2,,,,,,
15770,4,,,,,,,,,,,,,3,1,11,600,,,,,,,
15771,4,,,,,,,,,,,,,3,1,26,99999,2,,,,,,
15772,1,12,2,36,24,1,10,2,,2,2,,,,2,,,,,,,,,
15774,1,40,,1,26,1,72,2,,1,1,1,8,,2,,,,,,,,,
15776,4,,,,,,,,,,,,,3,1,20,156,2,,,,,,
15777,1,40,,24,11,1,18,2,,,2,,,,2,,,,,,,,,
15778,1,40,,37,22,1,324,2,,2,2,,,,2,,,,,,,,,
15779,4,,,,,,,,,,,,,1,1,3,144,,,,,,,
15780,4,,,,,,,,,,,,,5,1,10,120,,,,,,,
15782,1,45,,16,3,1,108,2,,2,2,,,,2,,,,,,,,,
15784,1,53,,16,34,1,48,2,,1,1,2,,,2,,,,,,,,,
15785,1,50,,34,13,1,24,2,,,2,,,,2,,,,,,,,,
15786,1,50,,12,33,1,3,2,,1,1,1,8,,1,21,7,,2,,,,,
15787,4,,,,,,,,,,,,,6,1,8,216,2,,,,4,,
15788,4,,,,,,,,,,,,,3,1,38,480,1,1,6,2,,,
15789,4,,,,,,,,,,,,,3,1,30,372,2,,,,,,
15790,3,,,,,,,,,,,,,,4,,,,,,,,,
15791,4,,,,,,,,,,,,,4,1,40,1,2,,,,,,
15794,1,25,2,23,39,1,3,2,,,2,,,,1,11,18,,,,,,,
15795,4,,,,,,,,,,,,,3,1,8,360,2,,,,,,
15797,4,,,,,,,,,,,,,4,1,14,144,2,,,,,,
15798,1,48,,42,2,1,36,2,,2,1,2,,,1,41,204,,1,9,2,,,
15799,4,,,,,,,,,,,,,3,1,30,480,,,,,,,
15800,4,,,,,,,,,,,,,1,1,21,36,,,,,,,
15801,1,40,,43,18,4,24,2,,1,2,,,,2,,,,,,,,,
15803,4,,,,,,,,,,,,,2,1,14,12,2,,,,,,
15804,1,31,2,16,11,1,24,2,,,2,,,,2,,,,,,,,,
15805,4,,,,,,,,,,,,,3,1,36,552,1,1,12,2,,,
15807,1,25,1,41,24,5,132,2,,2,2,,,,2,,,,,,,,,
15808,4,,,,,,,,,,,,,3,1,1,360,2,,,,,,
15809,1,45,,23,39,1,24,1,0,,2,,,,2,,,,,,,,,
15810,4,,,,,,,,,,,,,2,1,16,3,,,,,,,
15812,4,,,,,,,,,,,,,2,1,26,132,2,,,,,,
15813,4,,,,,,,,,,,,,3,1,11,180,,,,,,,
15815,1,40,,40,5,3,300,2,,,2,,,,2,,,,,,,4,,
15817,4,,,,,,,,,,,,,7,4,,,,,,,,,
15819,4,,,,,,,,,,,,,3,1,37,240,1,1,8,1,,,
15820,1,34,2,30,18,1,2,2,,2,2,,,,2,,,,,,,,,
15821,1,12,2,27,19,1,60,2,,2,2,,,,2,,,,,,,,,
15825,1,40,,38,23,1,6,2,,2,1,2,,,1,20,192,,,,,,,
15828,1,15,2,40,11,4,204,2,,,2,,,,2,,,,,,,,,
15829,1,48,,14,33,1,1,2,,2,1,2,,,2,,,,,,,,,
15830,4,,,,,,,,,,,,,2,4,,,,,,,,,
15831,3,,,,,,,,,,,,,,1,11,2,2,,,,,,
15832,4,,,,,,,,,,,,,3,1,14,288,,,,,,,
15834,4,,,,,,,,,,,,,6,1,22,96,2,,,,,,
15835,3,,,,,,,,,,,,,,4,,,,,,,,,
15838,3,,,,,,,,,,,,,,1,11,6,2,,,,,,
15839,4,,,,,,,,,,,,,1,1,5,72,2,,,,,,
15840,4,,,,,,,,,,,,,3,1,5,264,2,,,,,,
15841,4,,,,,,,,,,,,,1,4,,,,,,,,,
15843,1,52,,8,33,1,132,2,,1,1,1,8,,2,,,,,,,,,
15844,4,,,,,,,,,,,,,6,1,35,420,2,,,,,,
15846,1,40,,3,31,1,108,2,,1,1,1,10,,1,3,264,,2,,,,,
15853,1,64,,1,26,1,84,2,,1,1,1,10,,2,,,,,,,,,
15854,1,40,,1,26,1,8,1,1,2,2,,,,2,,,,,,,,,
15855,1,70,,44,1,4,18,2,,2,1,2,,,1,28,456,,1,9,1,,,
15856,1,35,,34,23,1,24,2,,2,2,,,,2,,,,,,,2,,
15858,1,45,,2,27,1,3,2,,,2,,,,1,19,72,,,,,,,
15859,1,30,2,27,21,1,24,1,5,,1,1,3,,2,,,,,,,,,
15863,4,,,,,,,,,,,,,7,1,37,240,2,,,,,,
15864,1,40,,27,21,1,96,1,9,,1,1,7,,2,,,,,,,,,
15865,1,36,,38,12,1,12,2,,2,2,,,,2,,,,,,,2,,
15868,1,22,2,23,11,1,2,2,,2,2,,,,2,,,,,,,,,
15869,4,,,,,,,,,,,,,7,2,,,,,,,,,
15870,3,,,,,,,,,,,,,,1,7,36,1,1,7,2,4,,
15871,1,60,,2,2,1,12,1,1,2,1,1,1,,1,19,72,,,,,,,
15873,4,,,,,,,,,,,,,3,1,14,300,2,,,,,,
15874,4,,,,,,,,,,,,,3,1,14,504,,,,,,,
15875,2,,1,8,36,1,108,1,2,1,1,1,7,,1,38,300,,1,8,1,,,
15876,4,,,,,,,,,,,,,1,1,31,120,1,1,8,2,,,
15877,4,,,,,,,,,,,,,3,1,8,420,2,,,,,,
15878,1,65,,20,29,1,144,2,,1,1,2,,,2,,,,,,,,,
15879,1,40,,2,27,1,1,1,1,1,1,1,2,,2,,,,,,,,,
15880,1,45,,41,6,1,132,2,,,2,,,,2,,,,,,,,,
15881,4,,,,,,,,,,,,,3,1,33,180,,,,,,,
15882,4,,,,,,,,,,,,,4,1,26,372,2,,,,,,
15883,1,30,1,29,14,1,3,2,,,2,,,,1,20,12,,,,,4,,
15888,1,45,,34,23,1,24,1,2,2,2,,,,2,,,,,,,,,
15890,4,,,,,,,,,,,,,3,1,21,360,2,,,,,,
15891,1,50,,4,1,1,12,1,1,1,2,,,,2,,,,,,,,,
15892,4,,,,,,,,,,,,,3,1,5,384,2,,,,,,
15893,1,40,,31,1,1,60,2,,2,2,,,,2,,,,,,,,,
15894,1,38,,44,2,3,132,2,,,1,2,,,2,,,,,,,,,
15895,1,12,2,28,7,5,216,2,,2,2,,,,2,,,,,,,,,
15896,1,40,,29,3,1,18,2,,2,2,,,,2,,,,,,,,,
15898,3,,,,,,,,,,,,,,1,98,2,2,,,,,,
15901,4,,,,,,,,,,,,,1,1,24,12,,,,,,,
15902,1,40,,40,5,4,60,2,,2,2,,,,2,,,,,,,,,
15903,1,38,,39,20,1,96,2,,2,2,,,,2,,,,,,,,,
15904,4,,,,,,,,,,,,,3,1,22,360,2,,,,,,
15905,1,36,,38,4,1,48,1,1,2,2,,,,2,,,,,,,4,,
15907,1,35,,3,31,1,60,1,2,2,1,2,,,2,,,,,,,,,
15910,1,45,,34,5,1,2,2,,2,2,,,,2,,,,,,,,,
15913,1,50,,4,30,1,18,1,1,2,2,,,,2,,,,,,,,,
15914,4,,,,,,,,,,,,,1,4,,,,,,,,,
15915,4,,,,,,,,,,,,,3,1,6,48,2,,,,,,
15916,1,58,,4,34,1,6,1,10,1,1,1,10,,2,,,,,,,,,
15918,4,,,,,,,,,,,,,3,4,,,,,,,,,
15919,1,25,2,27,11,1,1,2,,2,2,,,,1,19,4,,,,,,,
15921,1,32,1,4,37,1,60,1,8,1,1,1,8,,1,39,144,,2,,,,,
15922,1,40,,40,14,4,420,1,1,,2,,,,2,,,,,,,,,
15923,1,40,,4,30,5,36,1,8,,2,,,,1,30,468,,,,,,,
15925,3,,,,,,,,,,,,,,4,,,,,,,,,
15926,1,36,,39,4,1,5,2,,2,2,,,,2,,,,,,,,,
15927,4,,,,,,,,,,,,,7,1,22,60,2,,,,,,
15929,4,,,,,,,,,,,,,3,1,35,360,2,,,,,,
15930,1,58,,5,31,1,3,2,,2,1,1,5,,2,,,,,,,,,
15931,4,,,,,,,,,,,,,3,1,7,204,2,,,,,,
15934,1,14,2,31,23,5,24,2,,2,2,,,,2,,,,,,,,,
15935,1,34,1,27,21,1,36,1,2,,2,,,,2,,,,,,,,,
15936,4,,,,,,,,,,,,,1,1,5,48,2,,,,,,
15937,4,,,,,,,,,,,,,3,1,22,300,2,,,,,,
15939,4,,,,,,,,,,,,,4,1,1,240,1,1,2,1,4,,
15940,1,56,,18,30,1,168,1,5,1,1,1,2,,2,,,,,,,,,
15941,1,40,,4,30,1,240,2,,1,1,1,6,,2,,,,,,,,,
15945,1,40,,40,23,3,24,2,,2,2,,,,2,,,,,,,,,
15946,4,,,,,,,,,,,,,7,1,11,7,2,,,,,,
15947,4,,,,,,,,,,,,,4,1,13,18,2,,,,,,
15948,4,,,,,,,,,,,,,1,1,12,96,,,,,,,
15949,4,,,,,,,,,,,,,4,4,,,,,,,,,
15951,1,30,2,35,24,5,36,2,,2,2,,,,1,2,120,,,,,,,
15952,4,,,,,,,,,,,,,3,1,30,360,2,,,,,,
15953,1,42,,38,8,1,360,2,,2,2,,,,2,,,,,,,,,
15954,4,,,,,,,,,,,,,3,1,30,480,1,1,2,2,,,
15955,4,,,,,,,,,,,,,2,4,,,,,,,,,
15956,4,,,,,,,,,,,,,3,1,1,384,2,,,,,,
15958,1,40,,13,34,1,8,2,,,2,,,,2,,,,,,,,,
15960,1,30,1,41,24,1,48,2,,2,2,,,,2,,,,,,,,,
15961,1,17,2,36,21,1,2,2,,,2,,,,1,18,6,,,,,,,
15962,1,40,,40,30,3,48,2,,2,1,1,8,,1,18,180,,2,,,,,
15964,1,66,,18,35,1,108,1,1,,2,,,,1,34,120,,,,,,,
15965,1,24,2,41,21,1,7,2,,2,2,,,,2,,,,,,,,,
15969,1,40,,21,11,1,9,2,,,1,2,,,1,37,24,,1,10,2,,,
15970,4,,,,,,,,,,,,,3,1,98,564,1,2,,,,,
15972,1,48,,3,28,1,336,2,,1,1,1,12,,2,,,,,,,2,,
15973,1,50,,15,28,1,156,2,,1,1,1,10,,2,,,,,,,,,
15974,1,30,2,40,5,4,1,2,,2,2,,,,1,19,36,,,,,,,
15975,4,,,,,,,,,,,,,2,4,,,,,,,,,
15976,4,,,,,,,,,,,,,2,4,,,,,,,,,
15978,1,70,,29,10,5,432,2,,2,1,1,1,,2,,,,,,,,,
15979,4,,,,,,,,,,,,,2,1,23,8,2,,,,,,
15980,1,40,,27,19,1,3,1,6,2,2,,,,2,,,,,,,,,
15982,1,45,,30,1,1,72,2,,2,2,,,,2,,,,,,,,,
15983,1,40,,4,37,5,36,2,,1,2,,,,2,,,,,,,,,
15984,1,6,2,28,11,1,12,2,,2,2,,,,2,,,,,,,,,
15985,1,28,1,4,30,1,60,2,,2,2,,,,2,,,,,,,,,
15987,1,40,,11,30,1,168,2,,2,1,1,8,,2,,,,,,,,,
15989,4,,,,,,,,,,,,,3,1,4,420,2,,,,,,
15991,4,,,,,,,,,,,,,6,1,38,36,2,,,,,,
15992,1,10,2,30,10,5,144,2,,2,1,2,,,1,3,300,,,,,,,
15993,1,2,2,36,5,1,180,2,,,1,2,,,1,6,180,,1,4,1,,,
15994,1,60,,14,1,1,72,2,,2,1,2,,,2,,,,,,,,,
15996,4,,,,,,,,,,,,,6,1,9,192,2,,,,,,
15998,1,55,,31,1,1,180,2,,2,2,,,,2,,,,,,,,,
16000,4,,,,,,,,,,,,,3,1,5,300,2,,,,,,
16001,4,,,,,,,,,,,,,4,1,39,108,2,,,,,,
16004,1,35,,39,7,3,60,1,8,2,2,,,,2,,,,,,,,,
16005,4,,,,,,,,,,,,,3,1,16,216,2,,,,,,
16008,1,42,,41,1,4,36,2,,2,2,,,,1,21,120,,,,,,,
16009,1,40,,27,39,1,48,2,,2,2,,,,2,,,,,,,,,
16010,4,,,,,,,,,,,,,1,1,7,60,2,,,,,,
16011,1,30,2,23,11,1,9,2,,,2,,,,2,,,,,,,,,
16013,1,40,,5,28,1,132,2,,1,1,1,1,,2,,,,,,,,,
16016,1,40,,18,1,1,36,2,,2,2,,,,2,,,,,,,,,
16017,4,,,,,,,,,,,,,3,1,36,420,1,1,13,2,,,
16018,1,60,,42,7,5,72,2,,2,2,,,,2,,,,,,,2,,
16019,1,25,1,28,39,1,2,1,3,2,2,,,,1,40,24,,,,,,,
16021,4,,,,,,,,,,,,,6,4,,,,,,,,,
16025,4,,,,,,,,,,,,,3,1,36,588,1,1,2,2,,,
16026,1,35,,1,26,5,120,2,,,1,2,,,1,25,360,,2,,,,,
16029,1,40,,5,33,1,48,2,,1,1,1,8,,1,31,156,,2,,,1,34,14
16030,1,40,,19,10,1,24,2,,2,2,,,,1,15,48,,,,,,,
16034,1,28,1,36,33,1,4,2,,2,2,,,,2,,,,,,,,,
16035,1,28,1,40,5,4,156,2,,,2,,,,2,,,,,,,,,
16037,4,,,,,,,,,,,,,3,1,37,276,,,,,,,
16038,4,,,,,,,,,,,,,3,1,10,468,2,,,,,,
16039,1,40,,42,1,1,2,2,,,2,,,,2,,,,,,,,,
16041,1,20,2,4,1,5,360,1,8,2,1,1,8,,1,1,384,,,,,,,
16043,1,40,,21,15,1,168,1,2,2,2,,,,2,,,,,,,,,
16044,4,,,,,,,,,,,,,1,1,14,36,2,,,,,,
16045,1,35,,32,40,1,12,2,,,2,,,,1,4,36,,,,,,,
16047,1,21,2,29,2,1,3,2,,2,2,,,,1,8,60,,,,,,,
16049,1,40,,44,8,3,132,2,,2,2,,,,2,,,,,,,,,
16052,4,,,,,,,,,,,,,7,1,21,0,2,,,,,,
16053,1,36,,38,4,1,36,2,,2,2,,,,2,,,,,,,,,
16055,1,12,2,27,21,6,36,1,1,2,2,,,,,,,,,,,,,
16058,1,60,,28,11,1,108,2,,,2,,,,2,,,,,,,,,
16061,1,45,,24,15,1,24,2,,2,2,,,,1,35,204,,,,,,,
16062,4,,,,,,,,,,,,,3,1,23,360,2,,,,,,
16067,1,35,,30,16,1,96,2,,2,2,,,,2,,,,,,,,,
16069,1,32,1,14,3,1,300,2,,1,1,2,,,2,,,,,,,,,
16070,1,30,1,27,19,1,0,1,3,,1,2,,,2,,,,,,,,,
16073,1,48,,2,27,1,96,2,,2,1,1,4,,2,,,,,,,4,,
16075,4,,,,,,,,,,,,,4,1,33,36,2,,,,,,
16076,1,96,,24,11,1,36,2,,2,2,,,,1,9,36,,,,,,,
16077,1,40,,23,29,1,156,2,,,2,,,,2,,,,,,,,,
16078,1,20,2,40,3,3,2,2,,,2,,,,1,1,60,,,,,,,
16079,1,40,,21,38,1,6,2,,2,1,2,,,1,15,72,,1,8,1,,,
16080,1,20,2,2,27,1,12,2,,1,1,1,6,,1,13,228,,2,,,,,
16083,4,,,,,,,,,,,,,4,1,36,372,2,,,,,,
16085,1,40,,13,10,1,18,1,1,2,2,,,,1,11,36,,,,,,,
16088,1,25,1,41,24,1,360,2,,2,2,,,,2,,,,,,,,,
16091,1,43,,17,16,1,144,2,,2,2,,,,2,,,,,,,,,
16092,1,50,,1,26,1,36,2,,2,2,,,,2,,,,,,,,,
16093,4,,,,,,,,,,,,,3,1,16,276,2,,,,,,
16094,1,50,,28,9,1,12,2,,,2,,,,2,,,,,,,,,
16098,1,22,2,28,11,1,360,2,,,1,2,,,1,5,240,,1,4,2,,,
16102,1,55,,28,35,1,84,1,5,2,1,2,,,2,,,,,,,,,
16104,4,,,,,,,,,,,,,2,4,,,,,,,,,
16105,1,8,2,28,11,5,1,2,,2,2,,,,1,1,288,,,,,,,
16106,4,,,,,,,,,,,,,2,1,23,2,,,,,,,
16109,1,35,,31,16,1,1,2,,2,2,,,,1,12,96,,,,,,,
16110,1,30,2,25,9,5,72,2,,2,2,,,,1,27,324,,,,,4,,
16111,3,,,,,,,,,,,,,,1,11,10,2,,,,,,
16113,1,40,,23,9,1,60,2,,,2,,,,1,11,120,,,,,,,
16115,1,40,,21,29,1,108,2,,2,1,2,,,2,,,,,,,,,
16116,1,54,,2,27,5,192,2,,,2,,,,2,,,,,,,,,
16117,1,75,,40,6,1,24,2,,1,1,1,2,,2,,,,,,,,,
16122,4,,,,,,,,,,,,,1,1,2,48,2,,,,,,
16123,1,50,,16,34,1,48,2,,2,1,1,10,,2,,,,,,,,,
16125,4,,,,,,,,,,,,,3,1,2,252,,,,,,,
16126,4,,,,,,,,,,,,,6,1,22,60,2,,,,,,
16130,4,,,,,,,,,,,,,7,1,34,24,1,1,8,1,,,
16131,4,,,,,,,,,,,,,4,1,26,240,2,,,,,,
16132,1,40,,4,30,1,9,2,,2,1,1,3,,1,22,72,,,,,,,
