"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
19349,1,30,1,34,20,1,120,2,,,2,,,,2,,,,,,,1,20,27
19354,1,41,,25,11,1,24,2,,2,2,,,,2,,,,,,,,,
19355,1,40,,42,23,1,36,2,,1,1,1,2,,1,3,120,,2,,,,,
19357,1,40,,17,35,1,7,2,,2,1,1,8,,1,21,300,,2,,,,,
19358,3,,,,,,,,,,,,,,1,16,204,2,,,,,,
19359,4,,,,,,,,,,,,,3,1,26,96,,,,,,,
19360,4,,,,,,,,,,,,,4,1,35,180,2,,,,,,
19361,1,40,,26,9,1,24,2,,,2,,,,2,,,,,,,,,
19362,4,,,,,,,,,,,,,3,1,31,96,,,,,,,
19364,4,,,,,,,,,,,,,3,1,9,240,2,,,,,,
19366,4,,,,,,,,,,,,,3,1,21,84,1,2,,,,,
19367,3,,,,,,,,,,,,,,1,11,6,,,,,,,
19369,1,42,,39,22,1,12,2,,2,2,,,,2,,,,,,,,,
19370,4,,,,,,,,,,,,,3,1,3,516,1,2,,,,,
19371,3,,,,,,,,,,,,,,1,40,2,2,,,,,,
19372,4,,,,,,,,,,,,,4,1,20,60,,,,,,,
19373,4,,,,,,,,,,,,,2,1,11,3,1,2,,,,,
19376,4,,,,,,,,,,,,,1,1,15,60,2,,,,,,
19378,1,50,,25,2,1,96,2,,2,2,,,,2,,,,,,,4,,
19380,4,,,,,,,,,,,,,3,1,5,312,2,,,,,,
19381,1,30,1,21,10,1,132,2,,,2,,,,2,,,,,,,,,
19382,4,,,,,,,,,,,,,4,1,2,180,2,,,,,,
19383,4,,,,,,,,,,,,,5,1,23,60,,,,,,,
19384,4,,,,,,,,,,,,,3,1,33,384,1,1,8,1,,,
19385,4,,,,,,,,,,,,,1,1,19,12,2,,,,,,
19386,4,,,,,,,,,,,,,3,1,17,360,2,,,,,,
19388,4,,,,,,,,,,,,,2,1,20,4,2,,,,,,
19391,4,,,,,,,,,,,,,2,4,,,,,,,,,
19394,4,,,,,,,,,,,,,4,1,6,216,1,2,,,,,
19396,1,70,,42,7,5,120,2,,2,2,,,,2,,,,,,,,,
19398,4,,,,,,,,,,,,,3,1,15,396,1,1,1,1,,,
19399,1,50,,16,34,1,36,2,,2,2,,,,2,,,,,,,,,
19400,1,20,2,36,23,1,18,1,1,2,1,1,1,,2,,,,,,,,,
19401,4,,,,,,,,,,,,,1,1,11,10,2,,,,4,,
19402,4,,,,,,,,,,,,,1,1,16,36,,,,,,,
19403,4,,,,,,,,,,,,,1,1,16,24,2,,,,,,
19404,4,,,,,,,,,,,,,3,1,5,384,,,,,,,
19405,1,45,,22,14,1,84,2,,2,2,,,,2,,,,,,,,,
19406,4,,,,,,,,,,,,,3,1,1,372,1,1,12,1,1,1,18
19410,4,,,,,,,,,,,,,3,1,10,24,2,,,,,,
19412,1,40,,44,3,4,84,2,,2,2,,,,1,41,324,,,,,,,
19413,4,,,,,,,,,,,,,3,1,37,600,1,1,11,1,,,
19417,4,,,,,,,,,,,,,3,1,3,228,1,1,3,2,,,
19418,1,35,,40,5,1,12,2,,2,2,,,,1,7,24,,,,,4,,
19422,4,,,,,,,,,,,,,1,1,34,6,2,,,,4,,
19426,4,,,,,,,,,,,,,1,1,10,168,,,,,,,
19427,4,,,,,,,,,,,,,3,1,3,144,2,,,,,,
19429,4,,,,,,,,,,,,,3,1,39,336,2,,,,,,
19431,1,30,2,40,13,1,8,1,1,2,2,,,,1,11,48,,,,,,,
19432,1,48,,9,33,1,108,2,,1,2,,,,2,,,,,,,,,
19435,4,,,,,,,,,,,,,3,1,27,336,1,1,8,1,,,
19438,1,35,,27,11,1,24,2,,2,2,,,,2,,,,,,,,,
19439,4,,,,,,,,,,,,,1,1,8,60,2,,,,4,,
19440,4,,,,,,,,,,,,,3,4,,,,,,,,,
19441,1,12,2,30,16,1,24,2,,2,2,,,,1,14,108,,,,,,,
19443,1,55,,24,9,1,48,2,,2,1,2,,,1,1,348,,1,3,2,,,
19444,1,40,,30,16,1,24,2,,2,2,,,,2,,,,,,,,,
19445,4,,,,,,,,,,,,,3,1,26,240,2,,,,,,
19446,4,,,,,,,,,,,,,2,1,17,12,2,,,,,,
19447,4,,,,,,,,,,,,,1,4,,,,,,,,,
19448,4,,,,,,,,,,,,,2,4,,,,,,,,,
19449,1,40,,29,10,1,24,2,,,1,2,,,2,,,,,,,,,
19452,4,,,,,,,,,,,,,6,1,24,180,,,,,,,
19453,4,,,,,,,,,,,,,3,1,16,132,2,,,,,,
19454,1,47,,25,11,1,24,2,,2,1,1,9,,1,9,240,,,,,,,
19455,1,16,2,42,14,1,36,2,,2,2,,,,1,1,42,,,,,,,
19456,1,50,,4,30,1,36,2,,,1,2,,,2,,,,,,,,,
19458,1,40,,40,30,3,6,2,,,1,2,,,1,8,120,,1,1,1,,,
19460,1,26,2,27,19,1,0,2,,2,2,,,,1,5,3,,,,,,,
19461,4,,,,,,,,,,,,,3,1,33,312,1,1,8,1,,,
19462,4,,,,,,,,,,,,,1,4,,,,,,,,,
19465,4,,,,,,,,,,,,,3,1,27,216,2,,,,,,
19466,2,,1,20,15,1,144,2,,1,1,2,,,2,,,,,,,,,
19470,1,80,,2,26,1,3,2,,2,1,1,7,,1,27,144,,1,2,2,,,
19471,1,24,2,26,11,1,4,2,,2,2,,,,2,,,,,,,,,
19472,1,30,1,34,21,1,120,1,9,,2,,,,2,,,,,,,,,
19473,3,,,,,,,,,,,,,,1,1,9,2,,,,,,
19474,3,,,,,,,,,,,,,,1,11,96,2,,,,,,
19475,4,,,,,,,,,,,,,1,1,12,48,2,,,,,,
19476,1,6,2,37,6,1,1,2,,2,2,,,,1,11,2,,,,,,,
19477,1,50,,44,2,4,132,2,,,2,,,,2,,,,,,,,,
19478,1,40,,31,2,3,360,2,,,2,,,,2,,,,,,,4,,
19479,4,,,,,,,,,,,,,3,4,,,,,,,,,
19485,1,60,,4,1,5,240,1,1,1,1,1,3,,2,,,,,,,,,
19486,1,50,,31,23,1,24,1,1,2,2,,,,1,34,36,,,,,,,
19488,4,,,,,,,,,,,,,2,4,,,,,,,,,
19489,4,,,,,,,,,,,,,3,1,31,360,2,,,,,,
19491,4,,,,,,,,,,,,,3,1,10,468,1,1,1,2,,,
19493,4,,,,,,,,,,,,,1,1,11,84,2,,,,,,
19495,4,,,,,,,,,,,,,6,1,2,120,,,,,,,
19497,4,,,,,,,,,,,,,4,1,18,84,1,1,4,2,,,
19498,4,,,,,,,,,,,,,3,1,25,600,2,,,,,,
19500,3,,,,,,,,,,,,,,1,20,48,2,,,,,,
19502,4,,,,,,,,,,,,,3,1,27,36,,,,,,,
19503,1,40,,26,11,1,1,2,,,1,2,,,1,8,36,,2,,,,,
19506,1,40,,11,27,1,6,2,,2,1,1,4,,2,,,,,,,,,
19507,1,50,,4,1,1,96,2,,1,2,,,,2,,,,,,,,,
19509,1,40,,2,27,1,4,2,,1,1,1,2,,1,28,240,,1,8,2,,,
19510,1,26,2,34,11,1,2,2,,,2,,,,1,11,18,,,,,4,,
19511,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
19512,1,40,,29,10,1,24,2,,2,2,,,,1,1,360,,,,,,,
19514,4,,,,,,,,,,,,,1,1,1,48,2,,,,,,
19515,1,40,,31,22,1,12,2,,2,2,,,,1,12,120,,,,,,,
19516,1,12,2,40,16,3,132,2,,,2,,,,2,,,,,,,,,
19520,4,,,,,,,,,,,,,2,1,11,12,,,,,,,
19521,4,,,,,,,,,,,,,3,1,10,516,2,,,,,,
19522,1,50,,19,10,1,120,2,,2,2,,,,2,,,,,,,,,
19524,1,45,,16,33,1,8,2,,1,1,1,8,,1,2,96,,1,10,2,,,
19525,4,,,,,,,,,,,,,6,1,16,108,2,,,,1,16,18
19526,1,40,,27,20,1,108,1,8,,1,1,8,,2,,,,,,,,,
19527,1,4,1,25,11,1,12,2,,2,1,2,,,1,19,144,,,,,,,
19530,3,,,,,,,,,,,,,,1,21,36,2,,,,,,
19532,2,,1,33,17,1,6,2,,,2,,,,1,16,36,,,,,,,
19533,4,,,,,,,,,,,,,2,1,7,6,2,,,,,,
19536,1,46,,31,9,5,300,2,,2,2,,,,2,,,,,,,,,
19537,1,25,2,4,12,5,360,1,5,,2,,,,2,,,,,,,,,
19538,1,40,,18,29,2,192,2,,,1,2,,,2,,,,,,,,,
19540,1,48,,21,11,1,4,2,,2,1,2,,,2,,,,,,,,,
19542,1,40,,35,24,5,84,2,,2,2,,,,1,3,180,,,,,,,
19543,4,,,,,,,,,,,,,7,1,12,36,2,,,,,,
19544,1,25,2,26,11,1,3,2,,,2,,,,2,,,,,,,,,
19545,4,,,,,,,,,,,,,6,1,33,372,1,1,5,1,,,
19546,4,,,,,,,,,,,,,7,1,21,48,1,1,2,2,,,
19549,1,48,,5,40,1,168,2,,,1,2,,,2,,,,,,,,,
19551,4,,,,,,,,,,,,,6,1,25,720,1,1,2,2,,,
19552,1,56,,4,34,1,12,2,,2,1,2,,,2,,,,,,,,,
19554,4,,,,,,,,,,,,,3,1,14,72,,,,,,,
19555,4,,,,,,,,,,,,,3,1,11,48,2,,,,,,
19556,1,41,,12,31,1,12,2,,2,1,1,8,,1,27,72,,1,8,2,,,
19559,4,,,,,,,,,,,,,3,1,14,12,2,,,,,,
19560,1,40,,37,12,1,84,2,,2,2,,,,2,,,,,,,,,
19563,4,,,,,,,,,,,,,3,1,20,240,1,1,6,2,,,
19565,4,,,,,,,,,,,,,4,1,98,99999,9,,,,,,
19566,4,,,,,,,,,,,,,1,1,11,18,,,,,,,
19569,1,35,,41,16,1,72,2,,2,2,,,,1,16,120,,,,,,,
19570,1,20,2,24,11,1,9,2,,2,2,,,,1,11,336,,,,,,,
19572,1,36,,28,9,5,84,2,,2,2,,,,1,8,144,,,,,4,,
19574,1,25,2,36,7,4,7,2,,2,2,,,,1,11,24,,,,,,,
19575,4,,,,,,,,,,,,,2,1,11,24,2,,,,4,,
19576,1,30,2,25,11,1,3,1,6,,2,,,,1,32,36,,,,,,,
19577,4,,,,,,,,,,,,,3,1,3,264,1,1,3,1,,,
19578,4,,,,,,,,,,,,,2,1,14,3,2,,,,,,
19579,4,,,,,,,,,,,,,4,1,38,240,2,,,,,,
19580,1,40,,36,20,1,96,2,,2,2,,,,2,,,,,,,,,
19582,1,40,,27,20,1,144,2,,2,2,,,,2,,,,,,,,,
19583,1,40,,40,12,3,132,2,,,2,,,,2,,,,,,,,,
19584,4,,,,,,,,,,,,,4,1,17,480,2,,,,,,
19585,4,,,,,,,,,,,,,4,4,,,,,,,,,
19587,4,,,,,,,,,,,,,3,1,24,120,2,,,,,,
19589,3,,,,,,,,,,,,,,1,11,0,2,,,,,,
19592,1,40,,2,27,1,5,2,,2,2,,,,1,26,8,,,,,,,
19594,1,34,1,8,15,1,48,2,,1,1,1,8,,2,,,,,,,,,
19595,1,25,1,42,7,1,600,2,,2,2,,,,2,,,,,,,,,
19599,1,60,,11,27,5,72,2,,2,1,1,8,,1,36,144,,1,8,2,,,
19601,4,,,,,,,,,,,,,2,1,21,3,,,,,,,
19603,1,45,,4,37,1,36,2,,1,1,1,9999,,2,,,,,,,,,
19604,4,,,,,,,,,,,,,7,1,2,24,,,,,,,
19605,1,40,,26,11,1,48,2,,,2,,,,2,,,,,,,,,
19608,2,,1,41,5,1,18,1,7,,2,,,,2,,,,,,,,,
19609,1,43,,44,1,3,72,2,,,2,,,,2,,,,,,,,,
19611,4,,,,,,,,,,,,,6,1,27,72,2,,,,,,
19613,4,,,,,,,,,,,,,3,1,38,240,2,,,,,,
19617,4,,,,,,,,,,,,,3,1,31,120,,,,,,,
19618,4,,,,,,,,,,,,,3,1,33,36,2,,,,,,
19620,4,,,,,,,,,,,,,2,1,11,4,2,,,,,,
19622,1,84,,3,31,1,144,1,2,1,1,1,12,,2,,,,,,,,,
19623,4,,,,,,,,,,,,,1,1,21,180,2,,,,,,
19624,4,,,,,,,,,,,,,1,1,22,6,2,,,,,,
19630,4,,,,,,,,,,,,,1,4,,,,,,,,,
19631,4,,,,,,,,,,,,,3,1,17,240,2,,,,,,
19632,2,,1,4,30,1,24,1,6,2,1,1,8,,1,1,26,,1,3,2,,,
19635,1,40,,26,11,1,36,2,,,2,,,,2,,,,,,,,,
19639,1,44,,4,30,1,552,1,2,,2,,,,2,,,,,,,,,
19640,4,,,,,,,,,,,,,7,1,23,0,2,,,,,,
19641,1,44,,40,5,1,228,2,,,2,,,,2,,,,,,,,,
19643,1,36,,4,1,5,456,2,,1,1,2,,,2,,,,,,,,,
19645,4,,,,,,,,,,,,,3,1,1,300,2,,,,,,
19646,4,,,,,,,,,,,,,1,1,40,0,2,,,,,,
19649,1,45,,20,35,1,84,2,,2,1,1,9,,2,,,,,,,,,
19650,4,,,,,,,,,,,,,7,1,11,6,2,,,,,,
19652,4,,,,,,,,,,,,,7,1,17,48,2,,,,4,,
19653,4,,,,,,,,,,,,,3,1,5,24,,,,,,,
19654,1,40,,40,6,1,180,2,,,2,,,,2,,,,,,,,,
19658,4,,,,,,,,,,,,,3,1,2,240,2,,,,,,
19660,4,,,,,,,,,,,,,3,1,12,96,2,,,,,,
19663,1,40,,25,11,1,1,1,0,,2,,,,1,12,204,,,,,,,
19664,4,,,,,,,,,,,,,2,4,,,,,,,,,
19665,4,,,,,,,,,,,,,7,1,16,264,2,,,,4,,
19668,1,40,,12,30,1,1,1,8,1,2,,,,1,11,60,,,,,,,
19669,4,,,,,,,,,,,,,3,1,16,432,2,,,,,,
19670,4,,,,,,,,,,,,,6,1,22,240,2,,,,,,
19674,4,,,,,,,,,,,,,6,1,11,180,2,,,,,,
19675,4,,,,,,,,,,,,,1,1,40,12,,,,,,,
19678,4,,,,,,,,,,,,,1,4,,,,,,,,,
19679,4,,,,,,,,,,,,,3,1,12,72,2,,,,,,
19680,4,,,,,,,,,,,,,3,1,26,480,2,,,,,,
19681,1,40,,29,16,1,144,2,,2,2,,,,2,,,,,,,,,
19682,1,30,2,33,17,1,72,2,,2,2,,,,1,20,120,,,,,,,
19684,1,20,2,24,39,1,7,2,,,2,,,,1,13,2,,,,,,,
19686,1,44,,27,21,1,72,2,,2,2,,,,1,30,324,,,,,,,
19687,1,40,,14,3,1,24,2,,2,2,,,,2,,,,,,,,,
19688,4,,,,,,,,,,,,,3,1,2,360,1,2,,,,,
19690,1,40,,41,7,1,84,2,,2,1,2,,,1,2,108,,,,,,,
19691,4,,,,,,,,,,,,,2,1,39,24,2,,,,,,
19698,1,30,2,31,3,5,24,2,,,2,,,,1,3,324,,,,,,,
19699,1,8,1,4,2,1,36,1,0,2,2,,,,2,,,,,,,,,
19700,1,20,2,27,21,1,12,1,7,2,2,,,,2,,,,,,,,,
19701,1,40,,40,7,3,168,1,1,,1,2,,,2,,,,,,,,,
19702,4,,,,,,,,,,,,,3,1,29,540,,,,,,,
19703,4,,,,,,,,,,,,,5,1,11,1,2,,,,,,
19704,1,30,2,27,21,1,1,1,1,2,2,,,,1,21,9,,,,,,,
19705,1,40,,26,11,1,48,2,,,1,2,,,1,31,60,,1,12,2,,,
19707,4,,,,,,,,,,,,,1,4,,,,,,,,,
19709,1,65,,37,4,1,132,2,,2,1,2,,,2,,,,,,,,,
19711,4,,,,,,,,,,,,,7,1,39,36,1,2,,,,,
19713,1,44,,28,36,1,36,1,3,2,2,,,,2,,,,,,,,,
19714,4,,,,,,,,,,,,,3,1,33,456,1,1,8,1,,,
19715,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
19716,4,,,,,,,,,,,,,1,1,34,132,2,,,,,,
19717,4,,,,,,,,,,,,,4,1,26,240,2,,,,,,
19720,4,,,,,,,,,,,,,2,1,19,48,2,,,,,,
19721,4,,,,,,,,,,,,,1,4,,,,,,,,,
19722,1,40,,17,16,1,3,2,,2,2,,,,2,,,,,,,,,
19723,1,65,,19,6,1,108,2,,2,1,1,3,,2,,,,,,,,,
19725,4,,,,,,,,,,,,,3,1,8,36,2,,,,,,
19727,1,4,2,7,35,1,36,2,,2,2,,,,1,32,24,,,,,,,
19729,4,,,,,,,,,,,,,1,1,33,36,2,,,,,,
19730,3,,,,,,,,,,,,,,1,40,60,,,,,,,
19731,1,40,,21,35,1,480,1,5,2,2,,,,2,,,,,,,,,
19732,1,40,,41,1,4,240,2,,,1,1,1,,2,,,,,,,,,
19737,4,,,,,,,,,,,,,7,1,38,60,2,,,,,,
19738,4,,,,,,,,,,,,,2,4,,,,,,,,,
19740,4,,,,,,,,,,,,,2,4,,,,,,,,,
19742,1,40,,40,5,1,204,2,,2,2,,,,2,,,,,,,,,
19743,4,,,,,,,,,,,,,3,1,22,168,2,,,,,,
19744,1,48,,18,24,1,26,2,,2,1,2,,,2,,,,,,,,,
19745,4,,,,,,,,,,,,,2,1,16,24,2,,,,,,
19747,4,,,,,,,,,,,,,1,1,9,24,2,,,,,,
19749,4,,,,,,,,,,,,,3,1,3,420,,,,,,,
19751,1,45,,42,1,1,12,2,,2,2,,,,1,1,84,,,,,,,
19753,4,,,,,,,,,,,,,3,1,1,420,,,,,,,
19755,1,15,2,27,21,1,24,9,,2,1,1,1,,2,,,,,,,,,
19756,4,,,,,,,,,,,,,3,1,16,384,2,,,,,,
19757,1,60,,4,30,1,12,1,9,2,1,1,1,,2,,,,,,,,,
19759,4,,,,,,,,,,,,,1,4,,,,,,,,,
19760,1,40,,8,29,1,8,2,,,2,,,,1,5,360,,,,,,,
19761,1,42,,27,21,3,360,2,,2,2,,,,2,,,,,,,,,
19763,1,50,,43,18,4,72,2,,2,1,2,,,1,29,84,,1,6,2,,,
19764,4,,,,,,,,,,,,,7,1,30,84,,,,,,,
19766,4,,,,,,,,,,,,,1,1,31,84,,,,,,,
19767,4,,,,,,,,,,,,,5,1,26,240,2,,,,,,
19768,1,40,,33,17,1,72,2,,2,1,2,,,2,,,,,,,,,
19770,4,,,,,,,,,,,,,3,1,33,36,2,,,,,,
19771,1,48,,28,11,1,1,2,,,2,,,,1,21,12,,,,,,,
19772,1,50,,8,33,1,60,1,10,1,1,1,10,,1,33,96,,1,9,1,,,
19776,4,,,,,,,,,,,,,3,1,13,288,2,,,,,,
19779,4,,,,,,,,,,,,,7,4,,,,,,,,,
19780,4,,,,,,,,,,,,,3,1,1,480,1,1,8,2,,,
19782,1,17,2,40,18,3,12,2,,,2,,,,2,,,,,,,,,
19784,3,,,,,,,,,,,,,,1,27,10,,,,,,,
19785,4,,,,,,,,,,,,,3,1,16,168,2,,,,,,
19786,4,,,,,,,,,,,,,2,1,11,10,1,1,8,2,,,
19788,1,55,,25,35,1,48,1,3,,2,,,,1,15,60,,,,,4,,
19789,4,,,,,,,,,,,,,1,4,,,,,,,,,
19791,4,,,,,,,,,,,,,5,1,40,48,1,1,1,2,,,
19792,1,40,,16,15,1,204,1,2,2,2,,,,2,,,,,,,,,
19797,4,,,,,,,,,,,,,4,1,33,24,1,1,6,1,,,
19798,1,46,,18,35,1,156,2,,,2,,,,2,,,,,,,,,
19799,1,5,1,24,11,1,0,2,,,2,,,,2,,,,,,,,,
19800,1,55,,32,1,5,216,2,,2,2,,,,2,,,,,,,,,
19801,4,,,,,,,,,,,,,2,4,,,,,,,,,
19802,1,60,,25,11,1,36,2,,,1,2,,,2,,,,,,,,,
19804,4,,,,,,,,,,,,,1,1,4,84,2,,,,,,
19805,1,60,,43,18,4,2,1,12,,1,2,,,1,35,144,,2,,,,,
19806,4,,,,,,,,,,,,,1,1,32,18,2,,,,,,
19808,1,50,,25,11,1,72,2,,2,1,1,1,,2,,,,,,,,,
19810,4,,,,,,,,,,,,,3,1,14,108,2,,,,,,
19811,1,35,,28,11,1,12,2,,,1,2,,,1,28,60,,1,9,1,,,
19812,1,30,1,5,31,1,11,2,,1,1,1,8,,2,,,,,,,,,
19813,1,36,,4,37,5,204,1,3,1,1,1,2,,1,29,468,,1,3,1,,,
19815,4,,,,,,,,,,,,,3,1,5,360,2,,,,,,
19816,1,40,,30,1,1,36,2,,2,2,,,,2,,,,,,,,,
19817,1,40,,40,13,3,24,2,,,2,,,,2,,,,,,,,,
19819,4,,,,,,,,,,,,,3,1,9,240,2,,,,,,
19820,4,,,,,,,,,,,,,3,1,25,240,2,,,,,,
19822,1,48,,12,36,1,84,2,,1,2,,,,2,,,,,,,,,
19823,4,,,,,,,,,,,,,3,1,16,540,2,,,,,,
19824,4,,,,,,,,,,,,,3,1,3,480,1,1,4,1,,,
19825,1,45,,5,16,1,24,2,,,2,,,,1,11,48,,,,,,,
19826,4,,,,,,,,,,,,,7,1,6,456,2,,,,,,
19828,4,,,,,,,,,,,,,2,1,7,2,2,,,,,,
19829,1,40,,16,1,1,24,2,,1,1,1,1,,1,31,360,,1,6,1,4,,
19830,4,,,,,,,,,,,,,3,1,28,600,2,,,,,,
19832,1,44,,29,2,1,5,2,,,2,,,,1,11,36,,,,,,,
19836,4,,,,,,,,,,,,,6,1,35,360,2,,,,,,
19837,4,,,,,,,,,,,,,6,1,24,276,2,,,,,,
19838,1,6,2,28,11,1,144,1,3,2,2,,,,1,10,300,,,,,,,
19839,4,,,,,,,,,,,,,2,4,,,,,,,,,
19840,1,68,,39,16,1,36,2,,,2,,,,2,,,,,,,,,
19841,2,,1,41,23,2,8,1,8,2,2,,,,1,34,5,,,,,,,
19842,1,32,1,27,19,1,18,1,1,2,2,,,,2,,,,,,,,,
19843,1,52,,30,1,1,132,2,,,2,,,,1,18,252,,,,,4,,
19844,4,,,,,,,,,,,,,4,1,1,396,2,,,,4,,
19846,4,,,,,,,,,,,,,7,1,23,96,1,1,8,2,,,
19847,1,40,,4,30,5,372,2,,1,1,1,4,,2,,,,,,,,,
19848,4,,,,,,,,,,,,,3,1,11,240,2,,,,,,
19850,4,,,,,,,,,,,,,1,1,2,36,2,,,,,,
19851,4,,,,,,,,,,,,,7,1,39,2,2,,,,,,
19853,4,,,,,,,,,,,,,7,1,16,3,,,,,,,
19855,4,,,,,,,,,,,,,1,1,31,12,1,1,8,1,,,
19857,4,,,,,,,,,,,,,5,1,8,24,1,2,,,,,
19858,1,40,,4,30,1,240,1,8,2,1,1,6,,2,,,,,,,,,
19859,1,7,2,27,19,1,24,1,7,,2,,,,2,,,,,,,,,
19861,2,,2,27,21,1,3,2,,2,1,2,,,1,24,36,,1,3,2,4,,
19862,1,60,,11,40,1,6,2,,2,2,,,,1,19,24,,,,,,,
19866,4,,,,,,,,,,,,,3,1,11,144,2,,,,,,
19868,1,75,,38,1,1,48,2,,,2,,,,2,,,,,,,,,
19870,1,32,2,24,21,1,6,2,,,2,,,,1,39,12,,,,,,,
19871,1,38,,25,23,1,432,2,,,2,,,,2,,,,,,,,,
19872,1,40,,13,40,1,24,2,,1,1,1,8,,2,,,,,,,,,
19874,1,30,1,28,39,1,12,2,,,2,,,,2,,,,,,,,,
19875,4,,,,,,,,,,,,,7,1,17,48,1,2,,,,,
19876,4,,,,,,,,,,,,,3,1,16,168,1,2,,,,,
19878,4,,,,,,,,,,,,,3,1,1,288,,,,,,,
19879,1,24,2,28,8,1,1,1,0,,2,,,,2,,,,,,,,,
19880,4,,,,,,,,,,,,,3,1,21,156,2,,,,,,
19881,4,,,,,,,,,,,,,2,1,11,5,2,,,,,,
19882,4,,,,,,,,,,,,,2,1,15,6,2,,,,,,
19883,4,,,,,,,,,,,,,3,1,34,36,1,1,8,1,,,
19886,4,,,,,,,,,,,,,3,1,11,120,2,,,,,,
19887,4,,,,,,,,,,,,,3,1,36,120,2,,,,,,
19890,4,,,,,,,,,,,,,3,1,11,240,2,,,,,,
19891,4,,,,,,,,,,,,,3,1,98,576,,,,,,,
19893,1,50,,19,1,1,84,2,,,2,,,,2,,,,,,,4,,
19894,4,,,,,,,,,,,,,3,1,1,372,2,,,,,,
19896,4,,,,,,,,,,,,,3,1,22,180,2,,,,,,
19897,1,60,,4,1,1,24,2,,2,2,,,,2,,,,,,,,,
19900,1,28,1,9,1,1,60,2,,2,1,2,,,2,,,,,,,,,
19902,4,,,,,,,,,,,,,1,1,12,180,2,,,,,,
19903,1,52,,4,1,1,12,1,1,2,1,1,6,,1,29,24,,,,,4,,
19904,1,40,,2,27,1,10,1,1,1,1,1,5,,2,,,,,,,,,
19907,4,,,,,,,,,,,,,4,1,23,240,1,2,,,,,
19908,1,16,1,14,3,1,192,2,,2,2,,,,2,,,,,,,,,
19909,1,20,2,34,13,1,18,2,,,2,,,,2,,,,,,,4,,
19910,1,45,,40,5,3,96,2,,,2,,,,2,,,,,,,,,
19911,1,45,,21,35,1,84,1,1,2,1,2,,,1,33,240,,1,7,1,,,
19913,4,,,,,,,,,,,,,7,1,23,36,,,,,,,
19915,4,,,,,,,,,,,,,3,4,,,,,,,,,
19916,1,40,,2,27,1,396,2,,2,2,,,,2,,,,,,,,,
19917,1,28,2,26,11,1,12,2,,2,2,,,,2,,,,,,,,,
19920,4,,,,,,,,,,,,,3,1,22,72,2,,,,,,
19921,1,30,1,30,8,1,6,2,,,2,,,,1,12,240,,,,,,,
19923,1,38,,4,3,3,204,2,,,2,,,,2,,,,,,,,,
19924,1,50,,30,9,1,7,2,,2,2,,,,2,,,,,,,,,
19925,4,,,,,,,,,,,,,2,4,,,,,,,,,
19926,1,15,2,28,11,1,5,2,,,2,,,,2,,,,,,,4,,
19927,4,,,,,,,,,,,,,3,1,12,336,2,,,,,,
19929,4,,,,,,,,,,,,,1,1,34,48,1,2,,,,,
19930,4,,,,,,,,,,,,,2,1,11,6,2,,,,,,
19931,4,,,,,,,,,,,,,4,1,31,120,2,,,,,,
19932,1,56,,16,34,1,36,2,,2,2,,,,1,26,168,,,,,,,
19933,1,40,,28,39,1,6,2,,,2,,,,2,,,,,,,,,
19934,1,60,,34,21,1,24,2,,2,2,,,,2,,,,,,,,,
19935,1,42,,23,39,1,12,2,,,1,2,,,1,38,132,,1,8,1,,,
19936,4,,,,,,,,,,,,,6,1,1,6,1,1,2,2,,,
19937,1,40,,37,16,1,60,2,,2,2,,,,2,,,,,,,,,
19938,4,,,,,,,,,,,,,7,1,11,15,2,,,,,,
19939,1,40,,36,1,1,36,2,,,2,,,,2,,,,,,,,,
19941,1,10,2,40,22,3,2,2,,2,2,,,,1,16,144,,,,,,,
19942,3,,,,,,,,,,,,,,1,20,7,2,,,,4,,
19943,1,20,2,28,9,1,144,2,,,2,,,,1,36,240,,,,,,,
19944,4,,,,,,,,,,,,,7,4,,,,,,,,,
19945,3,,,,,,,,,,,,,,3,,240,1,1,10,1,,,
19947,4,,,,,,,,,,,,,7,1,23,180,2,,,,,,
19949,1,26,2,27,11,1,12,2,,,2,,,,2,,,,,,,,,
19950,4,,,,,,,,,,,,,2,1,7,15,2,,,,,,
19952,4,,,,,,,,,,,,,2,4,,,,,,,,,
19953,4,,,,,,,,,,,,,2,1,11,4,,,,,4,,
19957,4,,,,,,,,,,,,,2,4,,,,,,,,,
19959,4,,,,,,,,,,,,,3,1,14,312,2,,,,,,
19961,4,,,,,,,,,,,,,4,1,24,36,2,,,,,,
19962,4,,,,,,,,,,,,,2,1,39,4,1,1,8,2,4,,
19963,4,,,,,,,,,,,,,1,1,5,120,2,,,,,,
19964,4,,,,,,,,,,,,,2,1,39,24,2,,,,,,
19965,4,,,,,,,,,,,,,1,1,34,48,1,1,8,1,,,
19966,1,10,2,40,16,4,6,2,,,2,,,,2,,,,,,,,,
19970,4,,,,,,,,,,,,,4,1,28,720,2,,,,,,
19972,4,,,,,,,,,,,,,3,1,4,96,2,,,,,,
19974,4,,,,,,,,,,,,,1,1,9,144,2,,,,,,
