"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
88612,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88614,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,4,152,2,,,2,,,,,,,,,,,,,
88615,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88616,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88617,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
88618,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,23,771,2,,,1,1,5,,,,,,,,,,,
88619,1,1,1,2,,1,2,1,2,,2,2,2,2,2,,2,2,4,3,3,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88620,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88621,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,9,430,2,,,2,,,,,,,,,,,,,
88622,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88623,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88624,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88625,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,1,1,1,1,12,5,15,2,,,2,,,,,,,,,,,,,
88626,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88627,1,2,3,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,1,1,5,1,5,1,5,9,4,456,2,,,1,1,2,,,,,,,,,,,
88628,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88629,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88630,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88631,3,2,3,2,,2,1,2,2,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88632,2,2,3,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88633,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88634,1,1,1,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88635,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88636,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,2,1,1,1,9,197,2,,,2,,,2,,,,,2,,,,,
88637,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
88638,2,2,2,1,1,1,1,2,1,2,,,,,,,,,4,4,,2,1,1,1,1,2,,1,37,90,2,,,2,,,,,,,,,,,,,
88639,1,2,1,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,1,1,5,1,4,1,4,12,16,585,2,,,2,,,,,,,,,,,,,
88640,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,1,2,,12,36,200,2,,,2,,,,,,,,,,,,,
88641,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88642,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88643,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88644,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,4,1,4,1,4,12,8,412,2,,,2,,,,,,,,,,,,,
88645,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88646,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88647,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88648,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,1,3,1,3,12,3,265,2,,,1,1,3,1,1,1,,4,1,7,,,,
88649,2,3,3,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,5,2,,,,,,,2,,,2,,,,,,,,,,,,,
88650,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88651,1,2,1,1,2,2,2,2,2,,,,,,,,,,3,3,,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
88652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88653,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88654,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88655,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88656,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,1,2,,,,,,,2,,,1,1,2,1,1,1,,12,1,3,,,,
88657,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88658,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88659,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88660,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88661,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88662,2,2,2,1,2,1,2,2,2,,2,2,2,2,2,,2,2,4,4,3,2,1,3,2,,,,,,,2,,,1,1,2,,,,,,,,,,,
88663,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,1,15,90,2,,,2,,,,,,,,,,,,,
88664,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,26,500,2,,,2,,,,,,,,,,,,,
88665,2,2,2,2,,2,1,1,2,,,,,,,,,,3,3,,2,1,1,1,1,1,1,10,10,40,2,,,,,,,,,,,,,,,,
88666,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,2,,2,2
88667,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88668,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,1,6,21,360,2,,,1,1,2,,,,,,,,,,,
88669,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,3,1,3,12,20,300,2,,,1,1,3,,,,,,,,,,,
88670,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,5,2,,,,,,,2,,,2,,,,,,,,,,,,,
88671,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88672,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,1,6,1,6,12,10,924,2,,,1,1,1,1,1,1,1,36,1,3,,,,
88673,1,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88674,2,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88675,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88676,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,2,1,1,1,1,12,99999,250,2,,,2,,,,,,,,,,,,,
88677,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
88678,1,2,1,1,3,2,1,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88679,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88680,2,2,2,1,1,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88681,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,6,30,168,2,,,2,,,,,,,,,,,,,
88682,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,3,295,2,,,2,,,,,,,,,,,,,
88683,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88684,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88685,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88686,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,,,,
88687,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88688,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,18,560,2,,,2,,,,,,,,,,,,,
88689,2,2,2,2,,2,2,2,,,1,2,2,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
88690,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,2,1,2,4,4,4,1,1,5,1,5,2,,8,102,730,2,,,2,,,,,,,,,,,,,
88691,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88692,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88693,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,4,4,4,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88694,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,9,,,,,,,9,,,2,,,,,,,,,,,,,
88695,1,1,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,2,1,2,1,2,12,19,300,2,,,2,,,,,,,,,,,,,
88696,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88697,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88698,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88699,2,2,2,1,2,1,2,2,2,,3,2,3,2,2,,2,2,3,4,2,2,1,6,1,5,1,4,12,17,319,2,,,2,,,,,,,,,,,,,
88700,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,21,240,2,,,1,1,1,,,,,,,,,,,
88701,2,2,2,1,2,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,1,1,3,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
88702,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88703,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88704,1,3,2,1,3,2,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,1,3,1,3,1,3,12,24,325,2,,,2,,,,,,,,,,,,,
88705,2,3,2,1,3,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88706,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88707,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,24,99999,2,,,1,1,1,,,,,,,,1,4,1,2
88708,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,5,1,4,1,4,12,99999,99999,2,,,2,,,,,,,,,,,,,
88709,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88710,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,3,1,3,12,25,502,2,,,1,1,1,1,1,1,,5,1,6,,,,
88711,2,2,1,2,,2,2,2,,,2,3,2,2,2,,2,2,3,3,3,1,1,6,1,6,1,6,3,10,600,2,,,2,,,,,,,,,,,,,
88712,1,1,1,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,3,1,3,1,2,12,16,325,2,,,1,1,2,1,1,1,,1,1,3,,,,
88713,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88714,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,3,19,200,2,,,2,,,,,,,,,,,,,
88715,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,1,1,1,1,,7,1,5,,,,
88716,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,1,1,1,1,1,1,,6,1,4,,,,
88717,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88719,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88720,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88721,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88722,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88723,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88724,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,1,1,6,1,189,9,,,,,,,,,,,,,,,,
88725,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88726,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88727,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,2,,,,,,,2,,,2,,,,,,,,,,,,,
88728,2,2,1,1,3,1,2,2,2,,,,,,,,,,3,3,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88729,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,
88730,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88731,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,2,1,2,1,2,1,7,144,2,,,,,,,,,,,,,,,,
88732,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88733,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88734,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,1,6,460,2,,,2,,,,,,,,,,,,,
88735,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88736,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88737,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,12,24,300,2,,,1,2,,,,,,,,,,,,
88738,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88739,2,3,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,5,1,4,1,4,9,27,187,2,,,2,,,1,2,1,2,12,9,,,,,
88740,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88741,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88742,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88743,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88744,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,3,1,3,1,3,12,13,80,2,,,1,1,2,,,,,,,,1,2,1,1
88745,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,1,6,1,6,12,19,445,2,,,1,1,2,,,,,,,,,,,
88746,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88747,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,1,1,12,6,196,2,,,,,,,,,,,,,,,,
88748,2,2,3,1,3,2,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,2,,,,,,,,,2,,,1,2,,,,,,,,,,,,
88749,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,3,1,1,2,1,7,2,,,,,
88750,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,1,1,1,,48,1,2,,,,
88751,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,,,,2,,,1,1,,1,1,1,1,6,1,2,,,,
88752,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
88753,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
88754,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,8,22,79,2,,,2,,,,,,,,,,,,,
88755,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88756,1,2,2,1,2,1,1,1,2,,2,2,3,2,2,,2,2,4,4,3,1,1,4,1,3,1,3,2,26,511,2,,,2,,,,,,,,,,,,,
88757,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88758,2,2,1,2,,1,2,2,2,,,,,,,,,,3,3,,2,1,1,1,1,2,,4,51,59,2,,,2,,,,,,,,,,,,,
88759,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88760,2,2,2,1,3,1,2,2,2,,2,2,2,2,2,,2,2,4,3,3,1,1,4,1,4,1,4,1,16,230,2,,,2,,,,,,,,,,,,,
88761,2,2,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
88762,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88763,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
88764,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
88765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,
88766,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88767,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88768,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,3,1,3,1,3,12,18,106,2,,,2,,,1,2,1,1,48,1,99,,,,
88769,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88770,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88771,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88772,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88773,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88774,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
88775,1,3,2,2,,1,2,2,2,,,,,,,,,,3,3,,2,1,1,1,1,1,1,12,21,194,2,,,,,,,,,,,,,,,,
88776,2,3,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
88777,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,3,1,2,1,2,6,10,186,2,,,2,,,,,,,,,,,,,
88778,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,2,,,,,,,2,,,2,,,,,,,,,,,,,
88779,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,2,,7,45,396,2,,,2,,,1,2,1,2,6,1,3,,,,
88780,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88781,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,3,150,2,,,,,,,,,,,,,,,,
88782,3,3,2,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88783,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,12,4,200,2,,,2,,,1,2,1,1,18,1,8,,,,
88784,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88785,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,12,24,649,2,,,1,1,1,,,,,,,,,,,
88786,1,1,2,1,2,1,1,1,2,,,,,,,,,,4,4,,1,1,1,1,1,1,1,12,28,57,2,,,2,,,,,,,,,,,,,
88787,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88788,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,2,,,,,,,2,,,1,2,,1,2,1,1,12,1,1,,,,
88789,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,1,1,1,12,3,400,2,,,2,,,,,,,,,,,,,
88790,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
88791,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
88792,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88794,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,6,0,20,2,,,2,,,,,,,,,,,,,
88795,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,3,1,3,12,2,500,2,,,1,1,1,,,,,,,,,,,
88796,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88797,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
88798,1,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,5,1,5,1,5,12,21,572,2,,,1,1,2,,,,,,,,,,,
88799,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,2,1,1,12,99999,99999,9,,,2,,,,,,,,,,1,2,2,2
88800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88801,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88802,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
88803,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,12,500,2,,,2,,,,,,,,,,,,,
88804,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
88805,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88806,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
88807,2,2,3,2,,1,2,2,2,,1,3,3,1,2,,2,2,3,3,3,2,1,3,1,3,1,3,12,23,200,2,,,1,1,2,1,1,1,1,12,1,4,,,,
88808,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,1,2,1,1,24,1,8,,,,
88809,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
88810,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,1,3,390,2,,,2,,,2,,,,,2,,,,,
88811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88812,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
