"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
83799,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83800,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
83801,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83803,3,2,1,1,2,1,2,2,2,,,,,,,,,,3,3,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
83804,1,1,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,2,,,,,,,,,2,,,1,1,2,1,1,1,1,12,1,1,,,,
83805,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,2,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
83806,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,22,487,2,,,2,,,1,2,1,2,999,1,2,,,,
83807,1,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,7,1,2,1,2,12,8,357,2,,,1,1,2,,,,,,,,,,,
83808,3,3,2,1,3,2,1,2,2,,3,3,3,,,,,,3,3,1,2,1,5,1,2,1,2,12,23,29,2,,,2,,,1,2,1,1,36,2,,,,,
83809,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,,,,
83810,1,1,2,1,2,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,2,1,5,1,5,1,5,6,26,402,2,,,2,,,,,,,,,,,,,
83811,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
83812,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83813,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83814,3,3,1,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83815,1,1,1,1,3,1,1,1,2,,3,3,3,,,,,,3,4,1,2,1,6,1,6,1,6,12,2,925,2,,,2,,,,,,,,,,,,,
83816,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,1,3,1,2,1,2,3,17,357,2,,,2,,,,,,,,,,,,,
83817,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83818,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,15,194,2,,,,,,,,,,,,,,,,
83819,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,1,29,337,2,,,2,,,,,,,,,,,,,
83820,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83821,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83822,2,2,2,1,2,1,1,9,2,,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83823,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,1,3,390,2,,,2,,,,,,,,,,,,,
83824,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83825,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,6,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
83826,3,3,3,,,,,,,,3,1,3,2,2,,2,2,2,1,2,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
83827,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83828,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,1,1,1,1,1,1,12,13,420,2,,,2,,,,,,,,,,,,,
83829,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,1,1,1,12,25,99999,2,,,2,,,,,,,,,,,,,
83831,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83832,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,1,2,1,2,6,23,198,2,,,1,1,1,,,,,,,,,,,
83833,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83834,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
83835,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,21,300,2,,,1,1,1,,,,,,,,,,,
83836,2,1,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83837,1,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
83838,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,8,767,2,,,1,2,,,,,,,,,,,,
83839,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83840,2,2,2,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,4,2,2,1,2,1,2,2,,7,147,300,2,,,1,2,,1,2,1,,2,1,3,,,,
83841,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83842,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
83843,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83844,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,1,2,1,2,6,23,198,2,,,1,1,1,,,,,,,,,,,
83845,2,2,3,1,2,2,1,1,2,,2,2,3,2,2,,2,2,4,4,3,1,1,6,1,5,1,5,12,6,586,2,,,1,1,3,,,,,,,,,,,
83846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83847,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83848,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83849,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83850,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,2,,6,99999,200,2,,,2,,,,,,,,,,,,,
83851,1,1,1,1,2,1,1,2,2,,1,2,1,2,2,,2,2,4,4,3,1,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
83852,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
83853,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83854,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83855,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83856,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
83857,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83858,9,2,2,2,,2,2,2,,,2,2,1,1,2,,2,2,3,2,3,1,1,3,1,2,1,2,2,99999,300,9,,,1,1,1,1,1,1,,5,1,2,,,,
83859,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,7,1,7,1,7,12,5,200,2,,,2,,,2,,,,,1,4,,,,
83860,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83861,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83862,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83863,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
83864,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,13,157,2,,,2,,,2,,,,,2,,,,,
83865,1,1,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,1,1,2,,6,203,323,2,,,2,,,,,,,,,,,,,
83866,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83867,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83868,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83869,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
83870,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83871,1,1,2,1,2,1,1,2,2,,1,2,2,1,2,,2,2,4,4,3,1,1,6,1,1,2,,6,206,500,2,,,1,1,2,,,,,,,,,,,
83872,1,2,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
83873,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,1,1,1,1,1,1,1,48,1,3,,,,
83874,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83875,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,2,,,,,,,2,,,2,,,,,,,,,,,,,
83876,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,25,30,2,,,,,,,,,,,,,,,,
83877,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83878,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,10,398,2,,,2,,,,,,,,,,,,,
83879,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83880,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,24,500,2,,,2,,,,,,,,,,,,,
83881,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
83882,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,2,1,2,12,14,99999,2,,,1,1,2,1,1,1,,48,1,3,,,,
83883,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,12,3,80,2,,,,,,,,,,,,,,,,
83884,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
83885,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83886,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83887,2,2,3,2,,2,2,2,,,2,3,3,2,1,2,2,2,3,2,3,1,1,1,1,1,1,1,12,99999,99999,2,,,1,1,1,,,,,,,,,,,
83888,3,3,2,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,6,2,,,,,,,2,,,1,1,2,2,,,,,2,,,,,
83889,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83890,2,2,3,2,,2,2,2,,,3,2,3,2,2,,2,2,3,2,2,2,1,5,1,5,1,5,12,19,400,2,,,2,,,,,,,,,,,,,
83891,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83892,2,2,2,1,2,1,1,1,1,2,2,3,3,2,2,,2,2,4,4,2,2,1,4,1,3,1,3,2,17,511,2,,,1,1,3,1,1,1,1,24,1,4,,,,
83893,1,1,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83894,1,1,3,1,3,1,2,2,2,,1,3,3,2,2,,2,2,3,3,2,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83895,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,9,,,,,,,,,2,,,2,,,,,,,,,,,,,
83896,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,9,227,2,,,1,1,1,,,,,,,,,,,
83897,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,2,,1,55555,30,2,,,2,,,,,,,,,,,,,
83898,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83899,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83900,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,1,1,1,1,1,1,1,12,26,15,2,,,2,,,,,,,,,,,,,
83901,1,1,2,1,1,1,1,2,2,,1,2,2,1,2,,1,2,4,4,4,1,1,1,1,1,1,1,12,6,385,2,,,,,,,,,,,,,,,,
83902,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83903,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
83904,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,17,357,2,,,2,,,,,,,,,,,,,
83907,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83908,1,1,3,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83909,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,,,,7,,,7,,,,,,,,,,,,,
83910,2,2,2,1,2,1,1,1,2,,,,,,,,,,4,4,,2,1,2,1,1,1,1,12,24,195,2,,,2,,,,,,,,,,,,,
83911,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,,,,
83912,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,1,1,1,1,19,2,,,,,
83913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,2,,7,176,360,2,,,1,1,1,,,,,,,,,,,
83914,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,2,,2,2
83915,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
83916,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
83917,2,2,2,1,3,1,2,2,2,,2,2,2,2,2,,2,2,4,3,3,1,1,4,1,4,1,4,1,16,230,2,,,2,,,,,,,,,,,,,
83918,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
83919,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83920,2,2,2,1,1,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,2,1,1,1,1,1,1,12,1,200,2,,,2,,,,,,,,,,,,,
83921,2,2,3,2,,2,2,2,,,1,2,3,2,2,,2,2,3,2,3,2,1,6,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
83922,1,1,2,1,2,1,1,2,1,2,3,3,3,,,,,,4,4,1,1,1,4,1,4,1,4,12,9,630,2,,,1,1,2,1,1,1,1,13,1,3,,,,
83923,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
83924,2,1,2,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
83925,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
83926,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
