"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
98719,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98720,1,1,1,1,2,1,1,1,1,2,3,2,3,2,2,,2,2,4,4,2,2,1,5,1,5,1,5,11,29,230,2,,,2,,,,,,,,,,,,,
98721,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,12,21,194,2,,,2,,,,,,,,,,,,,
98722,2,2,2,1,2,1,2,2,2,,9,2,2,2,2,,2,2,4,4,3,2,1,4,1,4,1,4,12,20,649,2,,,2,,,,,,,,,,,,,
98723,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98725,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98726,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98727,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98728,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98729,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98730,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,7,1,7,1,7,4,7,250,2,,,1,1,3,,,,,,,,,,,
98731,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,1,6,1,6,12,22,900,2,,,2,,,1,2,1,1,24,1,4,,,,
98732,1,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98733,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,2,,,,,,,,,,,,
98734,2,2,1,1,2,1,2,1,2,,,,,,,,,,4,4,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98735,2,2,2,1,1,2,2,2,2,,2,2,2,2,1,1,2,2,4,3,4,1,2,,,,,,,,,2,,,2,,,1,2,1,9,999,1,99,,,,
98736,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,8,19,700,2,,,2,,,1,2,1,1,24,1,4,,,,
98737,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,2,1,2,1,1,60,1,4,,,,
98738,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,1,3,1,3,2,,6,280,490,1,17,99999,2,,,,,,,,,,,,,
98739,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98740,3,1,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,4,1,4,1,4,12,25,152,2,,,1,1,1,,,,,,,,,,,
98741,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,4,1,3,1,3,11,6,357,2,,,2,,,,,,,,,,,,,
98742,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98743,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98745,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98746,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98747,2,2,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,3,1,3,1,3,12,3,71,2,,,1,1,1,,,,,,,,,,,
98748,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,99999,99999,1,99999,131,,,,,,,,,,,,,,
98749,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98750,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,2,1,2,2,24,350,2,,,1,1,1,1,1,1,1,11,2,,,,,
98751,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98752,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98753,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,4,1,4,1,4,12,17,380,2,,,2,,,,,,,,,,,,,
98754,1,1,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,1,1,5,1,5,1,5,12,10,747,2,,,1,1,1,1,1,1,,3,1,3,,,,
98755,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,2,,3,258,17,2,,,,,,,,,,,,,,,,
98756,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,1,1,1,1,12,30,15,2,,,,,,,,,,,,,,,,
98757,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,2,,,,,,,2,,,2,,,,,,,,,,,,,
98758,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98759,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98760,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98761,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98762,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98763,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,4,1,4,99,11,99999,2,,,9,,,,,,,,,,,,,
98764,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98765,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,8,19,700,2,,,2,,,1,2,1,1,24,1,4,,,,
98766,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98767,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98768,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98769,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98770,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98771,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98772,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,14,150,2,,,,,,,,,,,,,,,,
98773,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,2,,3,68,300,2,,,2,,,,,,,,,,,,,
98774,3,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,3,1,3,1,3,12,27,300,2,,,2,,,,,,,,,,,,,
98775,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98776,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
98777,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,1,2,,2,99999,99999,1,99999,280,1,1,1,,,,,,,,,,,
98778,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98779,2,1,2,1,2,1,1,1,1,3,2,2,2,1,1,2,1,1,4,4,4,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98780,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,3,550,2,,,1,1,2,,,,,,,,,,,
98781,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,9,45,2,,,2,,,,,,,,,,,,,
98782,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98783,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98784,2,2,1,1,1,1,1,1,2,,3,3,3,,,,,,4,4,1,2,1,3,1,2,1,2,12,9,330,2,,,1,1,1,,,,,,,,1,3,1,2
98785,2,2,2,1,3,1,1,2,2,,3,3,3,,,,,,3,4,1,2,1,1,2,,,,,,,2,,,1,1,1,2,,,,,1,6,,,,
98786,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98787,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,6,13,400,2,,,1,1,3,,,,,,,,,,,
98788,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98790,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,,1,2,4,4,4,1,1,4,1,3,2,,4,275,45,2,,,2,,,,,,,,,,,,,
98791,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98792,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,14,668,2,,,2,,,,,,,,,,,,,
98793,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98794,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98795,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,12,21,195,2,,,2,,,,,,,,,,,,,
98796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2
98797,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98798,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98799,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98800,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
98801,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98802,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,1,2,,2,99999,99999,1,99999,280,1,1,1,,,,,,,,,,,
98803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98804,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98805,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98806,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98807,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
98808,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,1,5,,,,
98809,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,12,500,2,,,1,2,,1,2,1,2,6,2,,,,,
98810,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98811,2,2,2,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,1,1,12,8,196,2,,,1,1,2,1,1,1,1,24,1,3,,,,
98812,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
98813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98814,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98815,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98816,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,12,8,149,2,,,2,,,,,,,,,,,,,
98817,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98818,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98819,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98820,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98821,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98822,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,2,,,,,,,2,,,2,,,,,,,,,,,,,
98823,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98824,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98826,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,3,1,3,1,3,12,0,459,2,,,1,1,3,1,1,1,1,12,1,5,,,,
98827,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98828,2,2,2,2,,1,2,2,2,,2,2,2,1,2,,2,2,4,3,3,1,1,4,1,4,1,4,10,3,425,2,,,2,,,,,,,,,,,,,
98829,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98830,2,1,2,2,,1,1,1,2,,,,,,,,,,4,4,,1,1,2,1,2,1,2,10,99999,15,9,,,2,,,,,,,,,,,,,
98831,2,2,2,2,,2,1,2,2,,1,2,3,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,1,1,2,1,1,1,,4,1,1,,,,
98832,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,1,2,2,,99,99999,99999,2,,,1,1,2,,,,,,,,,,,
98833,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98834,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,2,1,2,1,2,4,12,77,2,,,2,,,,,,,,,,,,,
98835,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,5,198,2,,,2,,,,,,,,,,,,,
98836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,
98837,1,1,1,1,1,1,1,1,2,,3,3,3,,,,,,4,4,1,2,1,3,1,2,1,2,12,16,357,2,,,2,,,,,,,,,,,,,
98838,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98839,3,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
98840,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,4,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
98841,2,2,3,1,3,2,2,2,1,3,3,3,3,,,,,,3,3,1,2,1,1,1,1,1,1,12,26,400,2,,,1,1,2,1,1,1,,3,1,6,,,,
98842,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98843,1,1,1,1,1,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98844,1,2,2,1,2,2,2,2,2,,,,,,,,,,3,3,,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98845,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,4,4,4,9,2,,,,,,,,,1,22,500,2,,,,,,,,,,,,,
98846,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98847,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98848,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98850,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,6,9,600,2,,,2,,,,,,,,,,,,,
98851,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98852,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98853,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98854,7,7,7,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98855,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,1,2,1,1,18,1,3,,,,
98856,3,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,2,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98857,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98858,2,2,2,1,1,1,1,1,1,2,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98859,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,1,2,,5,99999,194,2,,,1,1,1,,,,,,,,,,,
98860,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,4,4,3,1,1,7,1,7,1,7,3,8,13,2,,,2,,,,,,,,,,,,,
98861,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,1,2,1,2,1,2,,,,,
98862,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98863,1,1,1,1,2,2,2,2,2,,2,2,3,2,2,,2,2,3,3,3,1,1,4,1,4,1,4,10,0,808,2,,,2,,,,,,,,,,,,,
98864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98865,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98866,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98867,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98868,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98869,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98870,1,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,3,1,3,1,3,12,24,106,2,,,2,,,,,,,,,,,,,
98871,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98872,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98873,1,2,1,1,1,1,2,2,2,,1,1,3,2,2,,2,2,4,4,3,1,1,4,1,4,2,,6,221,400,2,,,1,2,,1,2,1,1,12,1,2,,,,
98874,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
98875,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98876,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,2,99999,99999,2,,,2,,,,,,,,,,,,,
98877,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98878,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98879,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
98880,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98881,2,2,3,1,1,1,1,1,2,,3,3,3,,,,,,3,4,1,2,1,6,2,,,,,,,2,,,1,1,2,1,1,1,,48,1,3,,,,
98882,2,2,3,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,1,1,3,1,2,1,2,12,26,352,2,,,1,2,,1,2,1,2,7,1,5,,,,
98883,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98884,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98885,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,1,7,1,16,1,30,16,1,1,1,,,,,,,,,,,
98886,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,12,5,194,2,,,2,,,,,,,,,,,,,
98887,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98888,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,2,,3,54,143,2,,,1,1,2,1,1,1,,9,1,4,,,,
98889,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98890,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98891,1,1,1,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98892,1,1,2,1,3,1,2,1,2,,2,3,3,2,2,,2,2,3,4,2,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98893,2,2,2,2,,2,2,2,,,2,2,3,1,1,2,1,2,4,3,4,2,1,2,1,2,1,2,7,23,150,2,,,1,1,1,,,,,,,,,,,
98894,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,12,5,194,2,,,2,,,,,,,,,,,,,
98895,1,1,2,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,2,1,4,1,4,1,4,1,24,640,2,,,2,,,,,,,,,,,,,
98896,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,9,,,,,,,,,2,,,2,,,,,,,,,,,,,
98897,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,77777,77777,2,,,1,1,1,1,1,1,,7,1,2,,,,
98898,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98899,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98900,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98901,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
98902,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98903,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,
98904,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
98905,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
98906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
98907,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98908,2,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98909,2,2,2,1,2,1,2,2,2,,3,2,3,2,2,,2,2,3,4,2,2,1,2,1,2,1,2,12,23,300,2,,,,,,,,,,,,,,,,
98910,2,2,2,1,2,1,1,1,2,,2,2,2,2,1,3,1,2,4,4,4,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98911,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,5,760,7,,,1,1,2,,,,,,,,,,,
98912,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,2,,2,99999,99999,2,,,2,,,,,,,,,,,,,
98913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98914,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
98915,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
98916,3,3,3,,,,,,,,,,,,,,,,1,1,,2,9,,,,,,,,,2,,,,,,,,,,,,,,,,
98917,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
98918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
