"SEQN","HOQ011","HOD030","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOQ230","HOQ240","HOQ250","HOQ260A","HOQ260B","HOQ260C","HOQ270","HOQ280A","HOQ280B","HOQ280C"
34214,3,,6,4,4,2,1,1,2,2,1,1,,,,,,
34215,2,,6,7,2,1,1,2,2,1,2,,,,2,,,
34216,2,,1,11,3,1,1,2,2,2,1,1,,,,,,
34217,2,,2,7,1,1,1,1,2,2,1,1,,,,,,
34218,2,,2,8,1,1,1,1,2,2,2,,,,1,1,,
34219,2,,5,13,5,1,2,2,1,2,2,,,,1,1,,
34220,2,,5,4,5,1,1,1,2,2,1,1,,,,,,
34221,2,,3,7,5,1,1,2,2,2,1,1,,3,,,,
34222,2,,4,4,3,1,1,2,2,2,2,,,,2,,,
34223,4,3,99,3,4,2,1,1,2,2,2,,,,2,,,
34224,2,,99,6,1,2,1,2,2,1,1,1,,,,,,
34225,1,,1,7,3,1,1,2,2,2,2,,,,2,,,
34226,2,,2,9,5,1,1,2,2,2,1,1,,,,,,
34227,2,,5,3,2,2,1,2,2,2,2,,,,2,,,
34228,2,,4,5,5,1,1,2,2,2,2,,,,2,,,
34229,2,,3,6,2,1,2,2,2,2,2,,,,2,,,
34230,4,7,99,3,1,2,1,2,2,2,2,,,,2,,,
34231,2,,2,7,4,1,1,1,1,2,1,,,3,,,,
34232,2,,99,4,2,2,1,2,1,1,2,,,,2,,,
34233,2,,1,7,3,1,1,2,2,2,1,,2,,,,,
34234,2,,4,5,5,1,1,2,2,1,1,1,,,,,,
34235,2,,4,5,3,2,1,2,1,2,1,,2,,,,,
34236,2,,3,6,5,1,1,2,2,1,2,,,,2,,,
34237,2,,4,7,4,1,1,2,1,2,1,,2,,,,,
34238,2,,1,11,5,1,1,2,2,2,2,,,,2,,,
34239,2,,4,5,3,1,1,2,1,2,1,1,,,,,,
34240,4,4,99,2,4,2,9,2,1,1,2,,,,2,,,
34241,2,,2,9,3,2,1,2,2,2,2,,,,2,,,
34242,4,4,99,2,2,2,1,2,2,1,2,,,,2,,,
34243,3,,99,6,1,2,1,2,2,2,1,,2,,,,,
34244,2,,99,6,5,1,1,2,2,2,1,1,,,,,,
34245,2,,4,5,3,1,2,1,2,2,2,,,,1,1,,
34246,4,3,99,4,2,2,1,1,2,2,2,,,,2,,,
34247,2,,5,4,4,2,1,2,2,1,2,,,,2,,,
34248,2,,3,7,5,1,1,1,2,2,2,,,,2,,,
34249,2,,3,6,1,3,2,2,2,2,1,1,2,,,,,
34250,2,,2,5,5,1,2,2,1,2,1,1,,,,,,
34251,2,,4,6,3,2,1,1,1,2,2,,,,2,,,
34252,1,,1,5,1,1,2,2,2,1,1,1,2,,,,,
34253,2,,99,4,3,2,1,2,1,1,1,1,2,,,,,
34254,3,,99,4,1,2,1,2,2,1,2,,,,2,,,
34255,1,,1,5,3,2,1,2,2,2,2,,,,2,,,
34256,2,,3,5,5,1,1,2,2,2,2,,,,2,,,
34257,3,,1,5,3,1,1,2,2,2,2,,,,2,,,
34258,4,3,99,5,2,2,1,2,1,1,2,,,,2,,,
34259,2,,3,6,5,1,1,1,2,2,2,,,,1,1,,
34260,2,,99,7,1,2,1,2,2,2,1,1,2,,,,,
34261,2,,1,5,1,1,1,1,2,2,1,1,,,,,,
34262,2,,99,6,5,1,1,2,2,1,1,1,,,,,,
34263,2,,3,8,5,1,2,1,2,2,2,,,,2,,,
34264,2,,99,6,1,2,1,2,2,2,2,,,,2,,,
34265,2,,99,7,5,1,1,2,2,2,2,,,,2,,,
34266,4,7,6,2,4,2,1,2,2,1,2,,,,2,,,
34267,4,5,2,5,1,2,1,2,2,2,1,,,3,,,,
34268,4,4,99,5,2,2,1,2,1,1,2,,,,1,1,,
34269,3,,1,5,1,2,1,2,2,2,2,,,,2,,,
34270,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
34271,2,,99,4,3,2,1,2,2,2,2,,,,2,,,
34272,2,,3,7,2,1,1,2,1,2,1,1,,,,,,
34273,2,,4,4,1,1,1,2,2,2,1,1,,,,,,
34274,2,,4,8,4,2,2,1,2,2,2,,,,2,,,
34275,4,6,99,5,5,2,1,1,2,1,2,,,,2,,,
34276,4,3,99,5,2,2,1,2,2,2,2,,,,2,,,
34277,2,,99,5,2,1,1,2,2,2,2,,,,2,,,
34278,2,,4,5,4,1,1,2,1,2,1,,2,,,,,
34279,4,5,99,5,1,2,1,2,1,2,2,,,,2,,,
34280,2,,1,7,3,1,1,2,2,2,1,,2,,,,,
34281,2,,1,4,4,1,1,2,2,2,2,,,,2,,,
34282,2,,99,6,2,1,1,2,2,2,2,,,,2,,,
34283,2,,3,9,5,1,2,1,2,2,1,1,,,,,,
34284,2,,6,7,5,1,1,2,2,2,1,1,,,,,,
34285,2,,3,4,4,1,1,2,2,2,2,,,,2,,,
34286,2,,1,6,2,1,9,9,2,2,2,,,,2,,,
34287,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
34288,2,,1,5,5,1,1,1,2,2,2,,,,2,,,
34289,2,,4,6,5,1,1,2,2,2,1,1,,,,,,
34290,6,,1,1,1,2,1,2,2,2,2,,,,2,,,
34291,4,3,99,4,1,2,2,2,2,2,2,,,,2,,,
34292,3,,6,3,2,2,1,2,2,2,2,,,,2,,,
34293,2,,5,8,5,1,2,1,2,2,1,1,2,,,,,
34294,2,,2,8,4,1,1,2,2,2,1,1,2,,,,,
34295,4,6,99,4,2,2,1,2,1,1,2,,,,2,,,
34296,2,,6,7,5,1,1,2,2,2,2,,,,2,,,
34297,4,4,99,5,1,2,1,2,2,1,2,,,,2,,,
34298,4,5,99,4,3,2,1,2,2,2,2,,,,2,,,
34299,2,,99,5,1,2,1,2,2,2,1,1,,,,,,
34300,2,,6,6,4,2,1,2,2,2,1,,2,,,,,
34301,2,,5,8,1,2,1,2,2,2,2,,,,2,,,
34302,2,,6,7,5,1,1,2,2,2,2,,,,1,1,,
34303,4,3,3,4,2,2,2,2,2,2,2,,,,2,,,
34304,2,,2,10,3,1,2,2,2,2,1,1,,,,,,
34305,4,6,6,3,1,2,1,2,2,2,2,,,,2,,,
34306,2,,1,6,5,1,1,2,2,2,2,,,,2,,,
34307,2,,99,6,5,2,2,2,2,2,1,1,,,,,,
34308,4,99,99,3,1,2,9,1,2,1,2,,,,2,,,
34309,3,,99,7,1,2,1,2,2,2,2,,,,2,,,
34310,1,,3,5,1,2,2,2,2,2,1,1,,,,,,
34311,4,3,4,5,1,2,1,2,2,1,1,,,3,,,,
34312,2,,4,9,3,1,1,1,2,2,1,1,,,,,,
34313,2,,3,6,5,1,1,1,2,2,1,,2,,,,,
34314,2,,2,9,4,1,1,2,2,2,2,,,,2,,,
34315,4,3,2,4,1,2,2,2,2,2,1,,2,3,,,,
34316,4,4,4,3,1,2,1,2,2,1,2,,,,2,,,
34317,2,,99,4,3,2,1,2,1,1,1,,,3,,,,
34318,4,7,5,4,2,2,1,2,1,1,2,,,,2,,,
34319,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
34320,4,4,99,4,1,2,1,2,2,2,1,1,,,,,,
34321,2,,5,10,4,1,1,2,1,2,2,,,,2,,,
34322,1,,2,5,2,1,1,2,2,2,2,,,,2,,,
34323,2,,1,9,1,1,1,1,2,2,1,1,,,,,,
34324,2,,2,6,1,2,1,2,2,2,2,,,,2,,,
34325,1,,2,7,4,1,2,2,2,1,1,1,,,,,,
34326,2,,4,6,4,1,1,2,1,2,2,,,,2,,,
34327,4,3,5,4,3,2,1,2,2,1,2,,,,2,,,
34328,3,,2,5,3,1,1,2,2,1,1,1,,3,,,,
34329,3,,3,4,5,3,1,2,2,2,1,1,,,,,,
34330,2,,4,8,3,1,1,2,2,2,2,,,,2,,,
34331,2,,1,8,2,1,2,2,2,2,1,1,2,,,,,
34332,4,5,99,3,2,2,1,2,2,1,2,,,,2,,,
34333,2,,1,8,2,1,1,2,2,2,1,1,2,,,,,
34334,2,,99,8,5,1,1,2,2,2,2,,,,2,,,
34335,2,,5,5,3,2,2,2,2,2,1,1,2,,,,,
34336,2,,2,9,3,1,1,2,2,2,1,,2,,,,,
34337,2,,2,11,4,1,1,2,2,2,1,1,2,,,,,
34338,2,,3,10,1,2,1,2,2,2,2,,,,2,,,
34339,2,,1,9,2,1,1,1,2,2,1,1,2,,,,,
34340,3,,99,6,3,3,2,2,2,2,1,1,,,,,,
34341,2,,1,9,2,1,1,2,2,2,1,1,,,,,,
34342,4,5,3,5,1,2,1,2,2,2,2,,,,2,,,
34343,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
34344,2,,2,7,5,1,1,2,2,2,1,1,2,,,,,
34345,1,,1,999,2,1,2,2,2,2,2,,,,2,,,
34346,2,,3,7,5,1,1,2,2,2,2,,,,2,,,
34347,2,,4,5,4,1,1,2,2,2,1,,2,,,,,
34348,2,,4,6,3,1,1,2,2,2,1,1,,,,,,
34349,2,,1,9,1,1,1,1,2,1,1,,2,,,,,
34350,2,,5,4,3,1,1,2,2,2,1,1,,,,,,
34351,2,,3,9,3,1,1,2,2,2,2,,,,2,,,
34352,2,,4,6,5,1,2,2,1,2,1,1,,,,,,
34353,3,,6,7,3,2,1,2,2,2,2,,,,2,,,
34354,2,,1,5,4,1,1,2,2,2,2,,,,2,,,
34355,,,,,,,,,,,,,,,,,,
34356,2,,1,6,2,1,2,1,2,2,1,1,2,,,,,
34357,4,5,99,3,2,2,1,2,1,2,2,,,,2,,,
34358,2,,6,13,5,1,1,1,2,2,2,,,,2,,,
34359,2,,2,8,5,1,2,1,2,2,1,1,,,,,,
34360,2,,1,9,2,1,1,2,2,2,2,,,,2,,,
34361,2,,6,9,5,1,1,2,2,2,2,,,,2,,,
34362,4,7,3,4,1,2,1,2,2,2,2,,,,2,,,
34363,1,,3,4,2,1,1,2,1,1,1,1,,,,,,
34364,2,,4,4,3,2,1,2,1,1,2,,,,2,,,
34365,3,,2,3,2,2,2,2,2,2,1,1,,,,,,
34366,2,,1,7,2,1,1,1,2,2,2,,,,2,,,
34367,2,,6,5,3,1,1,2,2,2,2,,,,2,,,
34368,2,,1,8,2,1,1,1,2,2,1,1,,,,,,
34369,2,,5,8,5,1,1,2,2,2,2,,,,2,,,
34370,4,3,99,5,2,2,2,1,2,2,1,,2,,,,,
34371,2,,3,9,3,1,1,1,2,2,2,,,,2,,,
34372,2,,99,4,3,2,1,2,1,1,2,,,,2,,,
34373,4,4,3,4,4,1,1,2,2,2,2,,,,2,,,
34374,4,1,99,3,2,2,1,2,2,1,2,,,,2,,,
34375,3,,2,5,1,2,1,2,2,2,2,,,,2,,,
34376,2,,3,6,3,1,1,2,2,1,2,,,,2,,,
34377,4,5,99,3,1,2,1,2,1,2,2,,,,2,,,
34378,2,,1,7,2,1,2,1,2,2,1,1,,,,,,
34379,2,,1,12,3,1,1,2,2,2,1,1,,,,,,
34380,4,5,99,3,2,2,1,2,2,1,2,,,,2,,,
34381,2,,6,5,5,2,1,2,2,2,2,,,,2,,,
34382,2,,3,8,3,1,1,1,1,2,1,1,2,,,,,
34383,2,,5,7,3,1,1,1,2,2,1,1,2,,,,,
34384,2,,2,8,5,1,1,2,2,2,2,,,,1,1,,
34385,4,5,3,5,1,2,1,2,2,2,2,,,,2,,,
34386,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
34387,1,,2,5,4,1,1,2,2,1,2,,,,2,,,
34388,3,,4,7,5,1,1,1,2,2,2,,,,1,1,,
34389,2,,1,10,2,1,2,1,2,2,2,,,,2,,,
34390,3,,1,4,1,2,1,2,2,1,1,,2,,,,,
34391,2,,6,10,5,1,1,1,2,2,2,,,,1,1,,
34392,4,3,99,4,3,2,1,2,2,1,2,,,,2,,,
34393,2,,6,7,5,1,2,2,2,2,1,1,,,,,,
34394,2,,99,5,1,2,1,2,2,2,1,1,2,3,,,,
34395,2,,4,5,4,1,1,2,2,2,1,,2,,,,,
34396,3,,6,6,5,1,1,2,2,2,1,1,,,,,,
34397,4,4,99,3,1,2,1,2,1,1,2,,,,2,,,
34398,2,,1,10,4,1,1,1,2,2,1,1,,,,,,
34399,2,,4,6,5,1,1,2,1,2,2,,,,2,,,
34400,2,,6,9,4,1,1,2,2,1,2,,,,1,,2,
34401,4,3,3,4,3,2,1,1,1,2,2,,,,2,,,
34402,4,3,77,5,1,2,2,2,2,2,2,,,,2,,,
34403,2,,6,6,5,1,1,2,2,2,2,,,,2,,,
34404,1,,99,4,2,1,1,2,2,2,1,,2,,,,,
34405,2,,6,6,5,1,1,1,2,2,1,1,,,,,,
34406,2,,99,5,1,2,1,2,2,2,1,1,2,3,,,,
34407,1,,1,9,2,1,2,2,2,2,2,,,,2,,,
34408,2,,4,6,5,1,1,2,1,1,1,,2,,,,,
34409,2,,1,7,3,1,1,2,2,2,1,1,,,,,,
34410,4,1,1,3,3,2,1,2,2,2,2,,,,2,,,
34411,2,,4,6,3,3,1,2,2,2,2,,,,1,1,,
34412,3,,2,6,1,2,1,2,2,1,2,,,,2,,,
34413,3,,3,4,4,1,1,2,2,2,1,,2,,,,,
34414,2,,2,6,5,1,1,1,2,2,1,,,3,,,,
34415,2,,1,8,1,1,2,2,2,2,2,,,,2,,,
34416,2,,2,6,5,1,1,2,2,1,1,1,,,,,,
34417,2,,1,8,3,1,1,2,2,2,1,1,,,,,,
34418,2,,2,7,5,1,2,1,2,1,2,,,,2,,,
34419,2,,2,5,5,1,2,2,1,2,1,1,,,,,,
34420,2,,2,10,5,1,1,1,2,2,2,,,,2,,,
34421,3,,3,6,4,2,1,2,2,2,1,1,2,,,,,
34422,2,,1,8,5,1,1,1,2,2,1,1,,3,,,,
34423,4,7,1,3,1,2,1,2,1,2,2,,,,2,,,
34424,1,,1,5,3,2,1,2,2,2,2,,,,2,,,
34425,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
34426,3,,4,7,4,1,1,2,2,2,1,,,3,,,,
34427,3,,99,4,5,2,1,2,2,2,2,,,,2,,,
34428,2,,5,6,2,2,1,2,2,1,2,,,,1,,2,
34429,2,,6,8,4,1,1,1,2,2,1,1,,,,,,
34430,2,,6,6,5,1,1,2,1,1,2,,,,2,,,
34431,2,,2,8,3,1,1,1,2,1,1,1,,,,,,
34432,2,,1,10,1,1,1,2,2,2,2,,,,1,1,,
34433,2,,99,6,4,1,2,1,2,2,1,1,,,,,,
34434,4,4,99,5,1,2,1,2,2,1,2,,,,2,,,
34435,2,,3,7,4,1,1,2,2,1,1,1,,,,,,
34436,2,,3,7,2,1,1,2,1,2,1,1,,,,,,
34437,2,,4,6,2,2,1,2,2,2,2,,,,2,,,
34438,1,,2,4,1,1,1,1,2,2,1,,,3,,,,
34439,3,,5,6,2,2,1,2,1,2,1,,2,,,,,
34440,2,,3,10,5,1,1,2,2,2,1,1,,,,,,
34441,2,,99,6,3,2,1,2,2,1,2,,,,2,,,
34442,3,,99,4,4,2,1,2,2,2,2,,,,2,,,
34443,2,,99,3,1,2,2,2,2,2,1,1,,,,,,
34444,4,4,3,5,1,2,1,2,2,2,2,,,,2,,,
34445,2,,2,8,2,1,1,2,2,2,2,,,,2,,,
34446,4,7,3,4,2,2,1,2,1,2,2,,,,2,,,
34447,2,,1,8,1,1,1,2,2,2,2,,,,2,,,
34448,2,,6,5,1,1,1,2,1,2,2,,,,1,1,,
34449,2,,99,6,1,2,1,2,2,1,2,,,,2,,,
34450,2,,3,5,5,1,3,2,2,2,2,,,,2,,,
34451,2,,4,8,3,1,1,1,2,2,2,,,,2,,,
34452,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
34453,2,,6,6,3,1,1,1,2,2,2,,,,1,,2,
34454,4,5,99,4,1,2,1,2,1,1,2,,,,2,,,
34455,4,4,99,2,2,2,2,2,2,2,1,,2,,,,,
34456,3,,1,10,2,1,1,2,2,2,1,1,,,,,,
34457,2,,1,6,2,1,1,2,2,2,1,,2,,,,,
34458,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
34459,2,,1,4,3,1,1,1,2,1,2,,,,2,,,
34460,4,1,99,6,2,2,1,2,1,1,2,,,,2,,,
34461,2,,4,5,5,1,1,2,2,2,1,1,,,,,,
34462,2,,6,7,5,1,1,2,2,2,2,,,,1,,2,
34463,3,,1,5,1,2,1,2,2,2,2,,,,2,,,
34464,,,,,,,,,,,,,,,,,,
34465,4,5,99,1,1,2,1,2,2,2,2,,,,2,,,
34466,2,,99,4,1,2,1,2,2,1,1,1,,,,,,
34467,2,,1,7,5,1,1,1,1,2,1,,,3,,,,
34468,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
34469,2,,6,7,2,1,2,2,1,2,1,1,2,,,,,
34470,3,,1,4,1,2,1,2,2,2,2,,,,2,,,
34471,2,,1,10,1,2,2,1,2,2,1,1,,,,,,
34472,2,,2,6,5,1,1,1,1,2,1,1,,,,,,
34473,2,,6,7,4,1,2,1,2,2,1,1,2,,,,,
34474,3,,99,5,2,2,1,1,2,1,2,,,,2,,,
34475,2,,1,7,3,1,1,1,2,2,1,1,2,,,,,
34476,2,,1,7,1,1,2,2,2,2,1,1,2,,,,,
34477,2,,99,5,3,1,1,2,1,1,2,,,,2,,,
34478,2,,1,7,1,1,2,1,2,2,2,,,,2,,,
34479,4,4,99,5,1,2,1,2,2,2,2,,,,2,,,
34480,,,,,,,,,,,,,,,,,,
34481,2,,4,5,5,1,1,9,1,1,1,,2,,,,,
34482,4,5,99,5,2,2,1,2,2,2,2,,,,2,,,
34483,2,,1,11,3,1,1,2,2,2,2,,,,2,,,
34484,2,,4,5,2,2,1,2,2,2,1,1,,3,,,,
34485,2,,3,6,2,2,1,2,2,1,2,,,,2,,,
34486,2,,1,7,4,1,1,1,2,2,2,,,,2,,,
34487,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
34488,2,,6,6,5,1,1,2,2,2,2,,,,2,,,
34489,2,,1,5,3,1,1,1,2,2,2,,,,1,1,,
34490,2,,2,6,4,1,1,2,2,2,1,1,,,,,,
34491,2,,4,8,2,2,1,2,1,2,2,,,,2,,,
34492,4,7,99,4,4,2,1,2,2,2,2,,,,2,,,
34493,3,,2,3,1,2,2,2,2,2,1,1,,,,,,
34494,2,,2,7,4,1,1,1,2,2,1,1,2,,,,,
34495,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
34496,4,7,1,2,2,1,1,2,2,2,2,,,,2,,,
34497,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
34498,2,,2,6,5,1,1,1,2,2,2,,,,2,,,
34499,2,,6,5,4,1,1,1,2,2,2,,,,2,,,
34500,2,,3,8,5,1,1,2,2,2,1,1,,,,,,
34501,2,,2,6,5,1,1,2,1,1,1,1,,,,,,
34502,2,,1,8,5,1,1,1,2,1,1,,2,,,,,
34503,4,5,99,5,2,2,1,2,1,1,2,,,,2,,,
34504,2,,3,6,5,1,1,2,1,2,2,,,,2,,,
34505,2,,1,8,3,1,2,1,2,2,1,1,2,,,,,
34506,4,3,99,5,2,2,1,2,1,1,2,,,,2,,,
34507,1,,1,4,3,1,2,2,2,2,1,1,,,,,,
34508,4,3,99,4,3,2,1,2,1,1,2,,,,2,,,
34509,2,,2,13,3,1,1,1,2,1,2,,,,2,,,
34510,2,,99,5,1,2,1,2,2,2,1,1,,,,,,
34511,1,,3,4,2,1,1,2,1,1,1,1,,,,,,
34512,3,,99,6,1,2,1,2,1,2,2,,,,2,,,
34513,2,,99,4,2,2,1,2,2,2,2,,,,2,,,
34514,4,4,1,3,4,2,2,2,2,2,1,1,,,,,,
34515,4,5,99,5,2,2,1,2,2,2,2,,,,2,,,
34516,2,,6,4,5,1,1,2,2,1,2,,,,2,,,
34517,2,,99,7,1,2,1,2,2,2,1,1,,,,,,
34518,2,,2,9,3,1,1,1,1,2,1,1,,3,,,,
34519,4,5,99,3,1,2,1,2,2,1,2,,,,2,,,
34520,2,,1,5,3,1,2,1,2,2,2,,,,2,,,
34521,2,,99,6,2,2,1,2,2,2,2,,,,2,,,
34522,4,4,99,3,2,2,1,2,1,1,2,,,,2,,,
34523,2,,6,12,5,1,1,2,1,2,2,,,,2,,,
34524,2,,1,11,2,1,1,1,2,2,1,1,2,3,,,,
34525,2,,3,5,3,2,1,2,2,2,2,,,,2,,,
34526,2,,3,7,5,1,2,1,1,2,1,1,2,,,,,
34527,2,,1,7,2,1,1,2,2,2,1,1,2,,,,,
34528,4,7,3,2,1,2,1,2,2,2,2,,,,2,,,
34529,2,,99,6,3,2,1,2,2,2,1,1,2,,,,,
34530,2,,3,7,5,1,1,2,1,2,2,,,,2,,,
34531,2,,5,7,5,1,3,2,2,2,2,,,,2,,,
34532,2,,99,3,1,2,2,2,2,2,1,1,,,,,,
34533,2,,4,7,4,1,1,1,2,2,1,1,2,,,,,
34534,2,,2,12,5,1,1,1,2,2,1,1,,,,,,
34535,2,,2,5,4,1,1,2,2,2,2,,,,2,,,
34536,4,5,2,6,1,2,1,2,2,2,2,,,,2,,,
34537,2,,6,4,4,2,1,1,2,2,2,,,,2,,,
34538,2,,4,6,5,1,3,1,2,2,2,,,,2,,,
34539,2,,99,4,1,2,1,2,2,2,2,,,,2,,,
34540,2,,1,9,5,1,1,2,2,2,2,,,,2,,,
34541,2,,99,5,1,2,1,2,1,1,2,,,,2,,,
34542,4,1,99,4,4,2,1,1,2,1,2,,,,1,,2,
34543,2,,4,5,3,1,2,2,2,2,2,,,,2,,,
34544,2,,1,8,2,1,1,2,2,2,1,1,,,,,,
34545,2,,99,6,2,2,1,2,2,2,1,1,,,,,,
34546,2,,4,6,3,2,1,2,1,1,2,,,,2,,,
34547,2,,1,8,2,1,2,2,2,2,1,1,2,,,,,
34548,4,3,99,6,4,1,1,2,1,2,2,,,,2,,,
34549,2,,99,6,3,2,1,2,2,2,2,,,,2,,,
34550,2,,99,5,2,2,1,2,2,2,1,1,,,,,,
34551,2,,6,8,5,1,1,2,2,2,2,,,,2,,,
34552,6,,3,4,1,2,2,2,1,1,2,,,,2,,,
34553,2,,1,9,4,1,1,1,2,2,1,1,2,,,,,
34554,2,,4,5,2,1,1,2,2,2,2,,,,2,,,
34555,2,,3,8,4,1,1,1,2,2,2,,,,1,1,,
34556,2,,2,11,5,1,2,1,2,1,1,1,2,,,,,
34557,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
34558,3,,5,3,2,2,1,2,1,2,2,,,,2,,,
34559,2,,3,9,4,1,1,2,9,2,1,1,,,,,,
34560,4,3,6,4,4,2,1,2,2,1,2,,,,2,,,
34561,3,,3,9,5,1,1,1,2,2,2,,,,1,1,,
34562,2,,5,7,4,1,2,1,2,2,2,,,,2,,,
34563,2,,4,8,2,2,1,2,1,2,2,,,,2,,,
34564,2,,3,9,5,1,2,1,2,2,1,1,,,,,,
34565,4,3,99,4,1,2,1,1,2,1,2,,,,2,,,
34566,2,,6,8,4,1,1,2,2,2,2,,,,2,,,
34567,4,7,6,4,1,2,1,2,2,2,2,,,,2,,,
34568,,,,,,,,,,,,,,,,,,
34569,,,,,,,,,,,,,,,,,,
34570,2,,6,6,5,1,1,2,2,2,2,,,,2,,,
34571,2,,3,8,2,1,2,1,1,2,1,,2,,,,,
34572,1,,3,5,5,1,2,2,2,2,2,,,,2,,,
34573,2,,6,7,5,1,1,2,2,2,2,,,,2,,,
34574,3,,5,6,4,2,1,1,2,2,1,,,3,,,,
34575,2,,2,5,3,1,1,1,1,2,2,,,,2,,,
34576,2,,1,5,1,2,1,2,2,2,1,,2,,,,,
34577,4,5,99,4,2,2,1,2,1,1,2,,,,2,,,
34578,2,,3,7,3,1,1,2,1,2,1,1,,,,,,
34579,3,,2,7,1,1,1,2,2,2,2,,,,2,,,
34580,2,,3,7,1,1,1,2,2,2,1,1,,,,,,
34581,3,,3,5,2,2,1,2,2,1,2,,,,2,,,
34582,2,,2,4,2,3,2,2,1,2,1,1,,,,,,
34583,2,,3,6,4,1,1,2,2,2,1,,,3,,,,
34584,2,,3,7,5,1,1,1,2,2,2,,,,2,,,
34585,2,,3,4,1,2,1,2,2,2,2,,,,2,,,
34586,1,,1,7,1,1,2,2,2,2,1,1,,,,,,
34587,2,,1,7,3,1,1,2,2,2,1,1,2,,,,,
34588,2,,1,7,3,1,1,2,2,2,1,1,,,,,,
34589,3,,3,4,2,2,1,2,2,2,2,,,,2,,,
34590,4,4,99,3,2,2,1,2,2,2,2,,,,2,,,
34591,3,,1,8,2,1,1,1,2,2,1,1,,,,,,
34592,4,3,99,4,1,2,1,2,1,1,2,,,,2,,,
34593,3,,99,4,1,2,1,2,2,2,2,,,,2,,,
34594,3,,4,6,5,1,1,2,2,2,1,1,,,,,,
34595,2,,1,7,3,1,1,1,2,2,2,,,,2,,,
34596,3,,99,5,3,2,1,2,1,1,2,,,,2,,,
34597,2,,1,9,3,1,1,1,2,2,2,,,,2,,,
34598,4,5,99,6,2,2,1,2,2,1,2,,,,2,,,
34599,6,,6,2,1,3,1,2,2,2,1,,2,,,,,
34600,,,,,,,,,,,,,,,,,,
34601,2,,2,8,3,1,1,2,2,2,2,,,,2,,,
34602,2,,3,5,1,2,1,2,2,2,2,,,,2,,,
34603,2,,1,9,5,1,1,1,2,2,1,1,,,,,,
34604,4,3,99,5,1,2,1,2,2,2,2,,,,2,,,
34605,2,,1,11,5,1,1,1,2,2,1,1,,3,,,,
34606,3,,99,6,2,1,1,1,2,2,2,,,,2,,,
34607,2,,99,5,2,2,1,2,2,2,2,,,,2,,,
34608,2,,2,7,4,1,1,1,2,2,1,1,2,,,,,
34609,1,,1,7,2,1,2,1,2,1,1,1,2,,,,,
34610,2,,6,7,2,1,1,2,2,2,1,,2,,,,,
34611,3,,2,4,3,1,1,1,2,2,1,1,,,,,,
34612,2,,3,5,2,1,1,2,2,2,1,1,,,,,,
34613,3,,99,3,5,2,1,2,2,2,2,,,,2,,,
34614,2,,1,8,3,1,1,2,2,2,1,1,,,,,,
34615,2,,3,13,5,1,1,1,1,2,1,1,,,,,,
34616,2,,99,4,3,2,1,2,1,1,2,,,,2,,,
34617,3,,99,4,3,2,1,2,1,1,1,1,2,,,,,
34618,1,,2,5,1,3,9,1,2,2,1,,,3,,,,
34619,2,,6,11,3,1,1,2,2,1,1,1,2,,,,,
34620,2,,6,8,5,1,1,2,2,2,2,,,,2,,,
34621,2,,2,7,3,1,1,1,2,1,1,1,,,,,,
34622,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
34623,2,,3,6,4,1,1,2,2,1,2,,,,2,,,
34624,2,,99,7,2,1,1,9,2,2,2,,,,2,,,
34625,2,,4,9,5,1,1,2,2,2,2,,,,2,,,
34626,3,,99,3,1,2,1,2,2,1,2,,,,2,,,
34627,2,,1,4,1,3,2,1,2,2,1,1,2,,,,,
34628,1,,99,4,2,2,1,1,2,1,2,,,,2,,,
34629,2,,99,5,1,2,1,2,2,2,2,,,,1,1,,
34630,4,7,99,3,1,2,1,2,2,1,2,,,,2,,,
34631,2,,1,9,2,1,1,2,2,2,2,,,,2,,,
34632,2,,99,7,3,2,1,2,2,2,2,,,,2,,,
34633,4,3,99,4,1,2,1,2,2,1,2,,,,2,,,
34634,2,,99,3,2,2,1,2,2,1,1,1,,,,,,
34635,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
34636,3,,6,7,5,1,1,1,1,1,1,,2,,,,,
34637,1,,2,5,3,1,2,1,2,2,1,1,2,,,,,
34638,2,,99,6,3,2,1,2,2,1,2,,,,2,,,
34639,4,5,99,5,1,2,1,2,2,2,2,,,,2,,,
34640,2,,99,8,3,2,1,1,2,2,1,1,2,,,,,
34641,4,5,99,5,2,2,1,2,2,1,2,,,,2,,,
34642,4,5,1,3,2,2,1,1,2,2,2,,,,2,,,
34643,3,,99,6,2,1,1,1,2,2,2,,,,2,,,
34644,1,,2,4,4,1,1,2,2,1,2,,,,2,,,
