"SEQN","HOQ011","HOD030","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOQ230","HOQ240","HOQ250","HOQ260A","HOQ260B","HOQ260C","HOQ270","HOQ280A","HOQ280B","HOQ280C"
37033,2,,3,7,5,1,1,2,2,2,2,,,,2,,,
37034,2,,1,9,3,1,1,2,2,2,1,1,,,,,,
37035,2,,6,6,4,1,1,2,2,2,2,,,,2,,,
37036,4,6,3,3,5,2,1,2,2,2,2,,,,2,,,
37037,2,,4,5,3,1,1,1,2,2,1,,2,,,,,
37038,2,,4,6,4,1,1,2,2,2,2,,,,2,,,
37039,2,,2,10,3,1,2,2,2,2,1,1,,,,,,
37040,1,,1,4,3,1,2,2,2,1,2,,,,2,,,
37041,2,,1,6,2,1,1,2,2,2,1,1,2,,,,,
37042,2,,2,8,3,1,1,1,2,2,1,1,,,,,,
37043,2,,99,8,2,2,1,1,2,2,1,1,,,,,,
37044,4,7,99,5,4,2,1,2,2,2,2,,,,2,,,
37045,2,,99,4,1,2,1,2,1,2,2,,,,2,,,
37046,4,99,2,3,2,2,1,2,2,2,2,,,,2,,,
37047,2,,2,7,4,1,1,1,2,2,1,1,,,,,,
37048,3,,99,5,5,1,1,2,2,2,1,1,,,,,,
37049,2,,1,4,3,1,1,2,2,2,2,,,,2,,,
37050,2,,6,6,5,3,1,2,2,2,2,,,,2,,,
37051,4,4,2,5,1,2,1,2,2,1,1,,,3,,,,
37052,2,,99,7,2,1,1,1,2,2,2,,,,2,,,
37053,1,,1,7,5,1,2,2,2,2,1,1,,,,,,
37054,2,,2,6,5,1,1,2,2,1,1,1,,,,,,
37055,2,,4,5,5,1,1,1,2,2,1,1,2,3,,,,
37056,1,,1,7,5,1,2,2,2,2,1,1,,,,,,
37057,2,,2,7,5,1,1,1,2,2,1,1,,,,,,
37058,,,,,,,,,,,,,,,,,,
37059,1,,1,7,3,1,2,2,1,2,1,1,2,,,,,
37060,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
37061,3,,99,5,4,2,1,2,2,2,2,,,,2,,,
37062,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
37063,3,,99,5,1,1,1,2,2,1,2,,,,2,,,
37064,1,,3,4,3,1,2,2,1,2,2,,,,2,,,
37065,3,,1,5,2,2,1,2,2,2,1,1,,,,,,
37066,2,,1,6,2,1,1,2,2,2,1,,2,,,,,
37067,2,,3,9,3,1,1,2,2,1,2,,,,2,,,
37068,3,,99,5,3,2,1,2,1,2,2,,,,2,,,
37069,2,,3,5,5,1,3,1,2,2,2,,,,2,,,
37070,4,7,99,5,3,2,1,2,2,2,2,,,,2,,,
37071,3,,5,7,3,1,1,2,1,2,2,,,,2,,,
37072,4,3,99,6,2,2,1,2,1,2,1,,2,,,,,
37073,4,4,99,5,1,2,9,9,2,2,2,,,,2,,,
37074,4,4,99,3,2,2,1,2,2,1,2,,,,2,,,
37075,2,,5,5,5,1,1,2,1,2,2,,,,2,,,
37076,2,,1,5,3,1,1,1,2,2,1,1,,,,,,
37077,4,4,99,4,2,2,1,2,2,1,2,,,,2,,,
37078,2,,6,6,5,1,1,2,2,2,1,1,2,3,,,,
37079,2,,3,7,5,1,2,1,1,2,1,1,2,,,,,
37080,1,,1,8,4,1,2,2,2,2,1,1,,,,,,
37081,3,,2,4,1,2,1,2,1,2,2,,,,2,,,
37082,2,,3,5,4,1,1,1,2,2,1,1,,,,,,
37083,6,,99,1,1,2,1,2,2,2,2,,,,2,,,
37084,2,,6,6,2,1,1,1,2,2,1,1,,,,,,
37085,2,,1,7,3,1,1,2,2,2,1,1,,,,,,
37086,2,,1,6,2,1,2,1,2,2,1,1,2,,,,,
37087,2,,99,7,2,1,1,9,2,2,2,,,,2,,,
37088,2,,5,5,5,1,1,2,2,2,2,,,,2,,,
37089,3,,2,3,3,1,1,2,2,2,1,1,,,,,,
37090,2,,1,7,4,1,1,2,2,1,1,1,,,,,,
37091,1,,1,8,2,1,2,1,2,2,1,1,2,,,,,
37092,2,,2,4,2,1,1,2,2,2,2,,,,2,,,
37093,2,,3,5,5,1,1,2,2,2,1,,,3,,,,
37094,2,,6,8,3,1,1,2,2,2,1,1,2,,,,,
37095,2,,3,5,3,1,1,2,2,2,2,,,,1,1,,
37096,2,,5,5,1,2,1,2,2,2,2,,,,2,,,
37097,4,4,1,5,1,2,1,1,2,2,2,,,,2,,,
37098,4,5,99,4,3,2,1,2,2,1,2,,,,2,,,
37099,4,7,99,3,1,2,1,2,2,1,2,,,,2,,,
37100,2,,1,10,2,1,2,1,2,2,2,,,,2,,,
37101,4,3,6,4,4,2,1,2,2,2,2,,,,2,,,
37102,2,,4,6,2,2,1,2,2,2,1,,2,,,,,
37103,2,,99,5,2,3,1,2,1,2,2,,,,2,,,
37104,2,,3,8,4,1,1,2,2,2,2,,,,2,,,
37105,2,,2,9,2,1,1,2,1,2,2,,,,2,,,
37106,4,4,3,6,2,2,1,2,1,2,1,1,,3,,,,
37107,4,5,99,3,2,2,1,2,1,2,2,,,,2,,,
37108,1,,1,7,3,1,2,2,1,2,1,1,2,,,,,
37109,2,,99,4,4,1,1,2,2,1,2,,,,2,,,
37110,2,,3,5,5,1,1,2,2,2,1,,2,,,,,
37111,4,3,99,2,2,2,1,2,2,2,2,,,,2,,,
37112,2,,4,6,3,1,1,2,2,2,1,1,,,,,,
37113,2,,99,5,1,2,1,2,1,1,2,,,,2,,,
37114,1,,2,6,3,2,1,2,2,1,2,,,,1,1,,
37115,2,,99,5,1,2,1,2,2,1,1,1,,,,,,
37116,2,,2,7,5,1,1,1,2,2,1,1,,,,,,
37117,4,5,99,4,1,2,1,2,1,1,2,,,,1,1,,
37118,4,4,2,5,2,2,1,2,2,2,2,,,,2,,,
37119,2,,99,8,5,1,1,1,2,2,2,,,,1,1,,
37120,2,,99,4,4,2,1,2,2,2,1,1,,,,,,
37121,2,,3,6,5,1,2,2,2,2,2,,,,2,,,
37122,2,,4,4,4,1,2,1,1,2,2,,,,2,,,
37123,2,,5,6,4,1,1,2,2,2,1,1,,,,,,
37124,2,,6,5,4,1,1,2,2,2,2,,,,1,,2,
37125,2,,99,5,5,1,1,2,2,1,1,1,,,,,,
37126,2,,99,5,2,2,1,2,2,1,2,,,,2,,,
37127,4,6,99,2,3,2,1,2,2,1,2,,,,2,,,
37128,3,,1,6,3,1,1,2,2,2,2,,,,2,,,
37129,3,,6,3,5,1,1,2,2,2,1,1,,,,,,
37130,1,,1,5,3,1,1,1,2,2,2,,,,2,,,
37131,1,,1,6,4,1,2,1,2,1,1,,2,,,,,
37132,1,,2,4,2,1,1,2,1,2,1,1,2,,,,,
37133,2,,1,7,5,1,1,2,2,2,2,,,,2,,,
37134,2,,4,6,5,1,3,1,2,2,2,,,,2,,,
37135,2,,6,8,4,1,1,2,2,2,1,1,,,,,,
37136,2,,1,9,1,1,1,2,2,2,1,1,2,,,,,
37137,2,,99,4,5,1,1,2,1,2,2,,,,2,,,
37138,4,6,3,2,3,2,1,2,2,2,2,,,,2,,,
37139,3,,2,7,3,1,1,2,2,1,2,,,,2,,,
37140,2,,99,8,2,3,1,2,2,2,2,,,,2,,,
37141,2,,1,6,1,1,1,1,2,2,1,1,2,,,,,
37142,1,,2,5,3,2,1,2,2,2,2,,,,2,,,
37143,2,,1,8,3,1,1,1,2,1,2,,,,2,,,
37144,3,,1,8,2,1,1,1,2,2,1,1,,,,,,
37145,3,,3,5,1,1,1,2,2,1,1,,,3,,,,
37146,1,,99,8,3,1,1,2,1,1,1,1,,,,,,
37147,2,,99,5,5,1,1,2,2,2,2,,,,2,,,
37148,4,7,99,2,1,2,9,9,2,2,2,,,,2,,,
37149,2,,4,6,5,1,1,2,2,2,1,,2,,,,,
37150,2,,4,5,3,1,1,2,2,2,2,,,,2,,,
37151,2,,3,6,5,1,2,1,2,2,1,1,,,,,,
37152,2,,2,6,1,2,1,2,2,2,1,1,2,,,,,
37153,4,99,1,5,1,2,1,2,2,1,2,,,,2,,,
37154,2,,1,7,2,1,1,2,2,2,1,1,,,,,,
37155,2,,2,9,5,1,1,1,2,2,1,1,2,,,,,
37156,1,,1,6,2,1,1,2,2,2,2,,,,2,,,
37157,3,,99,7,2,2,1,2,1,2,2,,,,2,,,
37158,4,4,1,5,3,2,1,2,1,2,1,1,2,3,,,,
37159,2,,99,4,4,1,1,2,2,1,2,,,,2,,,
37160,4,99,99,1,1,2,1,2,2,2,2,,,,2,,,
37161,4,5,99,3,4,2,1,2,2,1,2,,,,2,,,
37162,4,1,6,5,3,2,1,2,2,2,1,1,2,3,,,,
37163,2,,2,5,5,1,3,9,2,2,1,,2,,,,,
37164,4,3,2,4,1,2,2,1,2,2,2,,,,2,,,
37165,2,,5,9,5,1,1,2,2,2,2,,,,1,,,3
37166,3,,99,3,1,2,1,2,2,2,2,,,,2,,,
37167,2,,2,8,2,1,1,2,2,2,2,,,,2,,,
37168,2,,1,6,4,1,2,1,2,2,1,1,,,,,,
37169,2,,2,7,5,1,1,1,2,2,1,1,2,,,,,
37170,3,,1,12,5,1,1,2,2,2,1,,2,,,,,
37171,,,,,,,,,,,,,,,,,,
37172,2,,4,8,5,1,1,2,2,2,1,,2,,,,,
37173,2,,6,6,1,1,1,1,2,2,1,1,,,,,,
37174,2,,5,8,5,1,1,1,2,2,2,,,,2,,,
37175,1,,1,4,1,1,2,2,2,2,1,1,,,,,,
37176,3,,1,11,3,1,1,2,2,2,2,,,,2,,,
37177,2,,1,6,2,1,1,2,2,2,2,,,,2,,,
37178,2,,6,8,5,1,1,2,2,2,2,,,,2,,,
37179,2,,4,6,5,1,2,2,1,2,1,,2,,,,,
37180,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
37181,4,5,99,5,3,2,1,2,2,2,2,,,,2,,,
37182,3,,5,3,2,2,1,2,1,2,2,,,,2,,,
37183,2,,4,5,1,2,1,2,2,2,2,,,,2,,,
37184,2,,5,5,5,1,1,2,1,2,1,1,2,,,,,
37185,2,,2,8,3,1,1,1,1,2,1,1,,,,,,
37186,2,,1,8,2,1,1,1,2,2,1,,,3,,,,
37187,3,,1,5,3,1,1,1,2,2,1,,2,,,,,
37188,2,,5,5,5,1,1,2,2,2,2,,,,2,,,
37189,4,4,99,4,2,2,1,2,2,2,2,,,,1,1,,
37190,4,5,99,4,1,2,1,2,2,1,2,,,,2,,,
37191,1,,2,6,4,1,1,2,2,1,2,,,,2,,,
37192,1,,1,4,3,1,1,1,2,2,2,,,,2,,,
37193,2,,99,9,4,1,1,2,1,2,2,,,,2,,,
37194,2,,1,7,4,1,2,1,2,2,1,1,,,,,,
37195,2,,5,5,1,1,1,1,2,2,2,,,,2,,,
37196,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
37197,2,,1,5,4,1,9,2,2,2,1,1,,,,,,
37198,2,,1,4,3,1,1,1,2,2,2,,,,2,,,
37199,2,,3,6,3,1,2,1,2,2,2,,,,2,,,
37200,2,,5,10,2,1,1,2,1,2,2,,,,2,,,
37201,3,,1,3,1,2,1,2,2,2,2,,,,2,,,
37202,4,1,99,5,1,2,1,1,2,1,2,,,,2,,,
37203,2,,1,6,3,2,1,2,2,2,2,,,,1,1,,
37204,2,,4,5,4,1,1,2,2,1,1,1,,,,,,
37205,2,,3,6,5,1,1,2,2,2,1,1,,,,,,
37206,1,,1,5,3,1,1,2,1,1,2,,,,2,,,
37207,4,1,6,5,3,2,1,2,2,2,2,,,,2,,,
37208,2,,1,7,4,1,1,1,2,2,1,1,,,,,,
37209,4,7,99,4,2,2,1,2,1,2,2,,,,2,,,
37210,4,7,2,3,4,2,1,2,2,2,2,,,,2,,,
37211,,,,,,,,,,,,,,,,,,
37212,2,,2,11,5,1,1,2,1,2,1,,2,3,,,,
37213,4,3,2,5,1,2,1,2,2,2,2,,,,2,,,
37214,2,,3,5,4,1,1,2,2,2,2,,,,2,,,
37215,3,,6,6,4,1,1,2,2,2,1,1,2,,,,,
37216,2,,1,7,3,1,2,1,2,2,1,1,2,,,,,
37217,2,,4,7,4,1,1,2,2,2,1,1,,,,,,
37218,3,,99,4,5,2,1,2,2,2,2,,,,2,,,
37219,4,1,6,5,5,2,1,2,2,2,2,,,,2,,,
37220,2,,99,6,4,2,1,2,2,1,2,,,,2,,,
37221,2,,99,7,1,1,1,2,2,1,1,1,,,,,,
37222,4,3,99,4,1,2,1,2,1,1,2,,,,2,,,
37223,3,,99,4,1,2,1,1,2,2,2,,,,2,,,
37224,4,7,99,3,1,2,1,2,2,1,2,,,,2,,,
37225,4,1,99,3,2,2,1,9,2,2,2,,,,2,,,
37226,3,,3,5,2,2,1,2,2,1,2,,,,2,,,
37227,2,,4,5,4,1,1,2,2,1,1,1,,,,,,
37228,2,,1,9,3,1,1,2,2,1,2,,,,2,,,
37229,2,,4,6,5,1,1,2,2,2,2,,,,1,1,2,
37230,2,,4,5,5,1,1,1,2,2,1,1,2,3,,,,
37231,2,,1,12,4,1,1,2,2,2,1,1,,,,,,
37232,2,,99,6,1,2,1,2,2,2,2,,,,2,,,
37233,4,6,99,3,1,2,1,1,1,2,2,,,,2,,,
37234,4,5,99,4,1,2,1,2,2,1,2,,,,2,,,
37235,2,,2,7,4,1,1,2,1,2,1,,,3,,,,
37236,2,,4,6,2,1,1,2,2,2,2,,,,1,,2,
37237,2,,1,9,3,1,1,2,2,1,1,1,,,,,,
37238,2,,5,7,2,1,1,2,1,1,1,1,,,,,,
37239,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
37240,1,,2,5,3,1,1,2,2,2,2,,,,2,,,
37241,2,,1,8,3,1,1,2,2,2,1,,2,,,,,
37242,2,,3,8,5,1,1,2,1,2,1,1,,,,,,
37243,2,,1,6,4,1,1,1,2,2,1,,2,,,,,
37244,4,99,6,5,1,2,1,2,1,2,2,,,,1,,2,
37245,2,,3,8,3,1,1,2,2,2,2,,,,2,,,
37246,1,,3,4,3,1,1,2,2,2,2,,,,2,,,
37247,2,,2,5,4,1,1,2,1,1,2,,,,2,,,
37248,1,,2,5,5,1,1,1,1,2,1,1,,,,,,
37249,2,,1,7,4,1,2,2,2,2,2,,,,2,,,
37250,2,,2,6,1,1,2,2,2,2,1,1,,,,,,
37251,2,,3,9,4,1,1,2,2,2,1,1,,,,,,
37252,1,,3,6,5,1,2,1,2,2,2,,,,2,,,
37253,4,5,6,6,5,2,1,2,2,2,2,,,,2,,,
37254,2,,99,7,2,2,1,2,2,2,2,,,,2,,,
37255,3,,99,3,1,2,1,2,2,1,2,,,,2,,,
37256,4,4,3,3,3,2,1,2,1,2,2,,,,2,,,
37257,4,3,6,5,2,2,1,2,2,2,1,,2,,,,,
37258,2,,99,6,5,2,2,2,2,2,1,1,,,,,,
37259,2,,3,13,4,1,1,1,2,2,2,,,,2,,,
37260,2,,6,6,3,2,1,2,1,2,2,,,,2,,,
37261,2,,2,5,2,2,1,2,2,2,2,,,,2,,,
37262,4,4,99,5,3,2,1,2,2,1,2,,,,2,,,
37263,2,,6,3,3,1,2,2,9,2,1,1,,3,,,,
37264,2,,1,6,5,1,1,2,2,2,1,1,2,,,,,
37265,2,,99,6,1,2,1,2,1,2,2,,,,1,1,,
37266,4,4,99,4,3,2,1,2,2,1,1,1,,,,,,
37267,3,,2,6,4,1,1,2,1,2,2,,,,2,,,
37268,2,,6,5,3,2,1,2,2,2,1,,2,,,,,
37269,2,,5,8,1,1,1,1,1,2,2,,,,1,1,,
37270,2,,6,5,4,1,1,2,2,1,1,1,,,,,,
37271,2,,3,6,2,2,1,2,1,2,2,,,,1,1,,
37272,4,4,99,7,1,2,1,2,1,2,2,,,,2,,,
37273,1,,1,5,2,1,1,2,2,1,2,,,,2,,,
37274,4,1,99,3,2,3,1,9,2,2,1,1,,,,,,
37275,2,,5,5,2,1,1,2,2,2,1,1,,,,,,
37276,1,,2,5,3,2,1,2,2,2,2,,,,2,,,
37277,3,,3,6,3,1,1,2,2,1,2,,,,2,,,
37278,2,,3,8,5,1,2,1,2,2,2,,,,2,,,
37279,1,,5,5,4,1,1,1,1,1,2,,,,2,,,
37280,2,,1,7,5,1,1,1,1,2,1,,,3,,,,
37281,2,,4,5,1,1,1,2,2,2,1,1,,,,,,
37282,2,,2,6,4,1,1,1,2,2,2,,,,2,,,
37283,4,5,99,4,2,2,1,2,1,1,2,,,,2,,,
37284,2,,6,5,1,2,1,2,2,1,2,,,,2,,,
37285,4,3,99,4,2,2,1,2,2,2,2,,,,2,,,
37286,2,,99,12,2,1,1,2,2,1,1,,2,,,,,
37287,2,,1,7,5,1,1,2,2,2,2,,,,2,,,
37288,3,,1,4,1,2,1,2,2,2,2,,,,2,,,
37289,2,,6,5,1,1,1,1,2,2,1,1,2,,,,,
37290,2,,3,5,2,2,1,2,2,2,2,,,,2,,,
37291,2,,99,4,1,2,1,1,1,2,2,,,,2,,,
37292,2,,3,9,5,1,2,1,2,2,1,1,,,,,,
37293,3,,1,7,5,1,1,1,2,2,2,,,,2,,,
37294,2,,1,8,2,1,2,2,1,2,2,,,,2,,,
37295,2,,3,5,1,2,2,1,2,2,2,,,,2,,,
37296,3,,99,5,1,2,1,2,2,1,2,,,,2,,,
37297,2,,4,5,3,1,1,2,1,2,1,,2,,,,,
37298,2,,3,7,5,1,2,9,2,2,2,,,,2,,,
37299,2,,1,8,1,1,1,1,2,2,2,,,,2,,,
37300,1,,1,7,5,1,2,2,2,2,1,1,,,,,,
37301,2,,5,8,5,1,1,1,1,2,2,,,,2,,,
37302,4,5,6,3,2,2,1,2,1,1,2,,,,2,,,
37303,2,,5,6,5,1,1,2,1,2,2,,,,2,,,
37304,2,,3,6,5,1,1,1,2,1,2,,,,2,,,
37305,2,,4,5,4,1,1,2,2,2,1,,2,,,,,
37306,1,,1,4,1,3,1,2,2,1,2,,,,2,,,
37307,2,,6,6,2,1,1,2,2,1,1,1,,,,,,
37308,1,,2,4,1,1,1,2,2,2,2,,,,2,,,
37309,2,,99,8,2,2,1,2,2,1,1,1,2,,,,,
37310,2,,1,4,3,1,2,1,2,2,1,1,,,,,,
37311,3,,3,3,3,2,1,2,2,2,2,,,,2,,,
37312,2,,2,6,5,1,2,1,2,2,2,,,,2,,,
37313,2,,1,6,2,1,2,1,2,2,1,1,,,,,,
37314,1,,99,5,2,2,1,2,2,1,2,,,,2,,,
37315,2,,3,5,5,1,1,2,2,1,2,,,,2,,,
37316,4,3,99,2,1,2,1,1,2,1,2,,,,2,,,
37317,2,,99,7,3,2,1,2,2,2,2,,,,2,,,
37318,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
37319,3,,4,7,2,2,1,2,2,2,2,,,,2,,,
37320,3,,6,4,1,2,1,2,2,2,2,,,,2,,,
37321,4,4,1,5,3,2,1,2,2,2,2,,,,2,,,
37322,4,6,99,4,3,2,1,2,2,2,2,,,,2,,,
37323,1,,2,5,1,2,1,2,1,2,1,,2,,,,,
37324,3,,2,5,2,2,1,2,2,2,2,,,,2,,,
37325,2,,99,4,3,2,1,2,1,2,2,,,,2,,,
37326,2,,1,9,2,1,1,1,2,2,1,1,2,,,,,
37327,2,,2,8,5,1,1,2,2,2,2,,,,2,,,
37328,2,,99,6,2,1,1,2,2,2,2,,,,2,,,
37329,1,,1,7,4,1,1,2,2,1,2,,,,2,,,
37330,2,,1,6,2,1,1,2,2,2,1,,2,,,,,
37331,4,4,2,4,3,2,1,2,2,1,2,,,,2,,,
37332,2,,4,7,5,1,1,2,2,1,1,,2,,,,,
37333,4,5,1,2,2,2,1,2,2,2,2,,,,2,,,
37334,2,,1,8,3,1,1,2,2,2,2,,,,2,,,
37335,2,,3,9,5,1,1,2,2,2,2,,,,2,,,
37336,1,,1,5,1,2,1,1,2,2,2,,,,1,,2,
37337,2,,2,6,3,1,1,2,2,2,1,1,,,,,,
37338,4,4,3,5,5,2,1,2,2,2,2,,,,2,,,
37339,2,,3,7,4,1,1,1,2,2,2,,,,2,,,
37340,3,,99,5,1,2,1,1,2,2,2,,,,2,,,
37341,2,,99,7,1,1,1,2,2,2,2,,,,2,,,
37342,4,4,99,1,2,2,1,1,1,2,1,,2,,,,,
37343,2,,99,5,1,2,1,2,2,2,2,,,,2,,,
37344,3,,4,7,4,1,1,1,1,2,2,,,,2,,,
37345,3,,99,5,3,2,1,1,1,1,2,,,,2,,,
37346,2,,1,11,4,1,9,2,2,2,2,,,,2,,,
37347,2,,99,6,4,2,1,2,2,2,2,,,,2,,,
37348,2,,4,9,1,1,1,2,2,2,2,,,,2,,,
37349,2,,99,3,3,2,1,2,2,1,1,1,,,,,,
37350,1,,2,5,5,1,1,2,2,2,2,,,,2,,,
37351,4,6,99,4,1,2,1,2,2,2,1,1,,,,,,
37352,2,,4,8,5,1,1,2,2,2,1,1,,,,,,
37353,3,,99,6,3,3,2,2,2,2,1,1,,,,,,
37354,2,,1,8,3,1,1,2,1,2,2,,,,2,,,
37355,2,,6,4,2,2,1,2,2,1,1,1,,,,,,
37356,4,7,2,3,5,1,1,2,2,1,2,,,,2,,,
37357,2,,3,7,2,1,1,1,1,2,1,1,,,,,,
37358,2,,1,7,1,1,1,1,2,2,2,,,,2,,,
37359,3,,2,6,2,2,1,2,1,2,2,,,,2,,,
37360,2,,99,5,2,2,1,2,2,2,1,,2,,,,,
37361,2,,3,9,5,1,1,1,1,2,2,,,,2,,,
37362,4,6,6,3,4,2,1,2,2,2,2,,,,2,,,
37363,4,5,2,5,1,2,1,2,1,2,2,,,,2,,,
37364,2,,1,7,2,1,1,2,2,2,1,1,,,,,,
37365,4,7,99,4,3,2,1,2,1,1,2,,,,2,,,
37366,2,,2,6,3,1,1,1,2,2,1,1,,,,,,
37367,2,,1,7,4,1,1,2,2,2,1,1,,,,,,
37368,2,,1,11,4,1,1,1,2,2,2,,,,2,,,
37369,2,,3,7,5,1,1,2,2,2,2,,,,2,,,
37370,4,4,99,4,3,2,1,1,2,2,2,,,,2,,,
37371,4,3,99,4,1,2,1,2,2,1,1,,2,,,,,
37372,3,,99,5,2,2,1,2,2,1,1,1,,,,,,
37373,2,,3,6,5,1,1,1,2,2,1,1,,,,,,
37374,2,,1,9,4,1,1,1,1,2,2,,,,2,,,
37375,2,,1,6,1,2,1,2,2,2,2,,,,2,,,
37376,2,,4,7,3,1,1,2,1,1,2,,,,2,,,
37377,3,,3,7,5,1,1,1,2,2,2,,,,2,,,
37378,2,,3,9,5,1,1,1,2,2,1,1,2,,,,,
37379,2,,1,11,5,1,2,1,2,2,1,1,2,,,,,
37380,3,,2,5,1,2,1,2,2,2,2,,,,1,,2,
37381,3,,99,6,2,2,1,2,2,1,2,,,,2,,,
37382,2,,4,7,5,1,1,2,2,2,2,,,,2,,,
37383,2,,3,5,1,2,1,2,2,2,2,,,,1,1,,
37384,2,,2,6,5,1,2,2,2,2,1,1,,,,,,
37385,4,4,99,2,2,2,2,2,2,2,1,,2,,,,,
37386,2,,1,6,1,1,1,2,2,2,2,,,,1,9,,
37387,2,,6,6,4,1,1,2,1,2,1,1,,,,,,
37388,1,,1,7,2,1,1,1,2,2,2,,,,2,,,
37389,2,,6,6,5,1,1,2,2,2,2,,,,1,1,,
37390,2,,1,5,2,1,2,1,2,2,2,,,,2,,,
37391,4,5,1,6,1,2,1,2,2,2,2,,,,2,,,
37392,2,,1,6,2,1,1,2,2,2,2,,,,2,,,
37393,2,,6,6,2,1,3,1,1,2,2,,,,1,1,,
37394,2,,6,6,5,1,2,1,2,1,2,,,,1,1,,
37395,2,,99,8,2,3,1,2,2,2,2,,,,2,,,
37396,2,,2,9,3,2,1,2,2,2,2,,,,2,,,
37397,2,,1,8,3,1,2,1,2,2,1,1,2,,,,,
37398,2,,4,8,5,1,1,2,2,2,2,,,,2,,,
37399,2,,3,9,3,3,1,1,2,2,2,,,,2,,,
37400,2,,1,9,3,1,1,1,2,2,2,,,,2,,,
37401,,,,,,,,,,,,,,,,,,
37402,2,,99,5,2,2,1,2,2,1,2,,,,2,,,
37403,2,,4,8,4,1,1,2,2,1,1,1,,,,,,
37404,4,4,99,4,1,2,1,2,1,2,2,,,,2,,,
37405,1,,2,5,1,2,1,2,2,1,2,,,,2,,,
37406,4,1,99,6,1,2,1,2,2,2,2,,,,2,,,
37407,4,7,3,5,2,2,1,2,2,2,1,,2,,,,,
37408,2,,5,10,2,1,1,2,1,2,2,,,,2,,,
37409,4,3,99,4,3,2,1,2,2,2,2,,,,2,,,
37410,2,,2,6,2,1,1,2,2,1,1,1,,,,,,
37411,2,,2,8,2,1,1,2,2,2,1,1,,,,,,
37412,2,,4,8,5,1,1,2,2,1,2,,,,2,,,
37413,2,,1,10,3,1,1,1,2,2,2,,,,2,,,
37414,3,,3,6,1,2,1,2,2,2,1,1,,,,,,
37415,2,,3,8,3,1,1,1,2,2,1,1,,,,,,
37416,2,,2,7,2,2,1,2,2,2,2,,,,2,,,
37417,2,,99,6,3,1,1,1,2,2,2,,,,2,,,
37418,3,,6,9,4,1,2,1,2,2,1,1,2,,,,,
37419,2,,2,7,5,1,2,1,2,2,2,,,,2,,,
37420,3,,1,6,2,2,1,2,1,2,2,,,,2,,,
37421,2,,4,7,5,1,1,1,2,1,2,,,,2,,,
37422,4,4,99,5,2,2,9,2,1,1,2,,,,2,,,
37423,2,,3,7,2,1,1,1,1,2,1,1,,,,,,
37424,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
37425,2,,2,6,1,2,1,2,2,2,1,1,,,,,,
37426,2,,1,3,1,1,2,2,2,2,1,1,2,,,,,
37427,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
37428,3,,99,5,1,2,1,2,2,1,2,,,,2,,,
37429,2,,2,7,5,1,2,2,1,2,1,1,2,,,,,
37430,2,,2,8,4,1,2,1,2,2,1,1,,,,,,
37431,2,,4,5,4,1,1,2,2,2,1,1,2,,,,,
37432,2,,1,9,3,1,1,1,2,2,1,1,2,,,,,
37433,1,,2,6,4,1,1,2,2,1,2,,,,2,,,
37434,2,,1,6,5,1,2,2,2,2,1,1,2,,,,,
37435,2,,1,7,4,1,1,1,2,2,2,,,,2,,,
37436,2,,4,5,5,1,1,2,2,2,2,,,,1,1,,
37437,4,4,99,7,3,2,1,2,2,2,2,,,,2,,,
37438,4,3,3,3,1,2,1,2,2,1,2,,,,1,1,,
37439,2,,1,9,1,1,1,2,2,2,1,1,,3,,,,
37440,3,,6,4,3,2,1,2,2,2,2,,,,2,,,
37441,2,,1,9,3,1,1,1,1,2,2,,,,2,,,
37442,3,,1,5,4,1,1,2,2,2,2,,,,2,,,
37443,4,6,99,4,2,2,1,1,2,1,2,,,,2,,,
37444,2,,6,7,5,1,1,1,2,2,1,,2,,,,,
37445,4,4,99,3,3,2,1,2,2,1,2,,,,2,,,
37446,2,,5,7,4,1,1,2,2,2,1,1,,3,,,,
37447,4,3,99,4,1,2,1,1,2,2,1,1,,,,,,
37448,2,,1,9,3,1,1,2,2,2,1,1,,,,,,
37449,2,,4,6,5,1,1,2,2,2,1,1,2,,,,,
37450,2,,1,5,3,1,1,2,1,2,2,,,,2,,,
37451,2,,6,6,4,2,2,2,2,2,1,,2,,,,,
37452,4,6,99,4,3,2,1,2,2,2,2,,,,2,,,
37453,3,,99,4,1,2,9,1,2,2,2,,,,2,,,
37454,4,5,99,4,3,2,1,2,2,2,2,,,,2,,,
37455,4,4,99,4,1,2,1,2,2,2,1,1,,,,,,
37456,2,,1,5,1,2,1,2,2,2,2,,,,2,,,
37457,2,,3,8,5,1,3,1,2,2,1,1,,,,,,
37458,2,,3,10,5,1,2,1,2,2,1,,,3,,,,
37459,2,,4,4,3,2,1,2,1,1,2,,,,2,,,
37460,2,,5,5,5,1,1,2,2,2,2,,,,2,,,
37461,2,,2,10,5,1,1,1,2,2,1,1,,,,,,
37462,2,,1,7,3,1,1,1,2,2,2,,,,2,,,
