"SEQN","HOD011","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220"
21268,4,3,99,2,3,2,1,2,2,,2,,,2,,2
21269,3,,99,5,4,2,1,2,,,,,,,,
21270,4,7,2,2,3,2,1,2,,,,,,,,
21271,2,,4,7,5,1,1,2,,,,,,,,
21272,4,4,3,6,5,2,1,2,,,,,,,,
21273,1,,1,6,4,1,2,2,,,,,,,,
21274,4,6,1,5,3,2,1,2,,,,,,,,
21275,2,,3,5,5,1,1,2,,,,,,,,
21276,4,4,1,5,1,2,1,2,,,,,,,,
21277,4,3,6,4,4,2,1,2,,,,,,,,
21278,4,6,99,3,1,2,1,2,,,,,,,,
21279,2,,99,5,3,1,1,2,,,,,,,,
21280,2,,3,5,1,2,1,2,1,2,2,,,2,,2
21281,2,,3,5,2,1,1,1,,,,,,,,
21282,2,,3,7,5,1,1,2,,,,,,,,
21283,2,,3,8,5,1,1,2,,,,,,,,
21284,2,,3,10,5,1,1,2,,,,,,,,
21285,4,5,99,3,2,2,1,2,,,,,,,,
21286,4,5,99,1,2,2,1,2,,,,,,,,
21287,2,,4,5,5,1,1,1,,,,,,,,
21288,2,,3,5,5,1,1,2,,,,,,,,
21289,2,,99,4,1,2,1,2,,,,,,,,
21290,2,,2,5,5,1,2,2,,,,,,,,
21291,4,7,5,3,2,2,1,2,,,,,,,,
21292,2,,1,8,2,1,1,1,,,,,,,,
21293,2,,99,7,5,1,1,2,,,,,,,,
21294,2,,1,7,3,1,1,2,,,,,,,,
21295,2,,2,7,5,1,1,1,,,,,,,,
21296,2,,2,8,5,1,2,2,2,,2,,,2,,2
21297,2,,1,7,4,1,1,2,,,,,,,,
21298,2,,3,7,5,1,1,2,,,,,,,,
21299,2,,99,3,2,2,1,2,,,,,,,,
21300,4,7,2,4,4,2,1,2,,,,,,,,
21301,2,,2,10,2,1,1,2,,,,,,,,
21302,2,,3,6,4,3,2,2,,,,,,,,
21303,2,,6,9,3,1,1,1,,,,,,,,
21304,2,,3,4,3,1,2,2,,,,,,,,
21305,2,,6,7,5,1,1,2,,,,,,,,
21306,2,,5,5,5,1,1,1,,,,,,,,
21307,2,,4,9,5,1,1,2,,,,,,,,
21308,4,1,99,5,4,2,1,2,1,2,2,,,2,,1
21309,2,,3,5,5,2,1,2,,,,,,,,
21310,2,,5,6,2,2,1,2,,,,,,,,
21311,2,,2,5,4,1,1,1,,,,,,,,
21312,2,,6,9,3,1,1,1,,,,,,,,
21313,3,,2,4,2,2,1,2,,,,,,,,
21314,2,,1,8,4,1,2,1,,,,,,,,
21315,2,,4,5,1,1,1,2,9,,2,,,2,,9
21316,2,,3,9,5,1,1,2,,,,,,,,
21317,2,,2,7,3,1,1,2,,,,,,,,
21318,2,,99,4,2,2,1,2,,,,,,,,
21319,1,,1,6,4,1,2,2,,,,,,,,
21320,4,4,99,4,1,2,1,2,1,9,2,,,2,,2
21321,4,7,99,777,2,2,1,2,,,,,,,,
21322,4,1,2,1,2,2,2,2,,,,,,,,
21323,4,7,99,1,3,2,1,2,,,,,,,,
21324,4,4,2,6,2,2,1,2,,,,,,,,
21325,2,,6,9,3,1,1,2,,,,,,,,
21326,2,,2,5,5,1,1,1,,,,,,,,
21327,2,,2,6,5,1,3,2,,,,,,,,
21328,2,,3,5,4,1,1,2,1,2,2,,,2,,2
21329,3,,2,4,3,2,1,2,,,,,,,,
21330,3,,3,4,2,2,1,1,,,,,,,,
21331,1,,1,5,4,1,1,1,,,,,,,,
21332,2,,1,9,4,1,1,1,,,,,,,,
21333,1,,3,4,1,1,1,2,,,,,,,,
21334,2,,1,7,1,1,2,1,1,2,2,,,2,,2
21335,4,1,99,4,4,2,1,2,,,,,,,,
21336,2,,99,9,1,1,1,2,,,,,,,,
21337,2,,1,5,1,1,1,2,,,,,,,,
21338,2,,99,5,1,1,1,2,,,,,,,,
21339,4,4,99,5,3,2,1,1,,,,,,,,
21340,4,7,4,4,2,2,1,2,,,,,,,,
21341,2,,3,6,2,1,1,2,,,,,,,,
21342,2,,99,3,1,2,1,2,,,,,,,,
21343,2,,4,6,4,1,1,1,,,,,,,,
21344,2,,3,5,5,1,1,2,,,,,,,,
21345,2,,3,8,5,1,1,1,,,,,,,,
21346,1,,2,5,1,1,1,1,,,,,,,,
21347,2,,6,7,4,1,1,2,,,,,,,,
21348,2,,99,9,3,2,1,2,,,,,,,,
21349,2,,6,11,5,1,1,2,,,,,,,,
21350,2,,2,8,4,1,1,1,,,,,,,,
21351,2,,4,6,5,1,1,2,,,,,,,,
21352,1,,99,6,2,2,1,2,,,,,,,,
21353,1,,99,3,4,1,1,2,,,,,,,,
21354,4,3,99,7,2,2,1,2,1,2,1,1,1,1,2,2
21355,4,5,3,3,3,2,1,2,,,,,,,,
21356,2,,99,6,1,2,1,2,,,,,,,,
21357,2,,2,7,5,1,2,1,,,,,,,,
21358,2,,1,6,4,1,2,2,,,,,,,,
21359,2,,6,3,1,3,1,2,,,,,,,,
21360,1,,2,5,5,1,1,2,,,,,,,,
21361,2,,99,5,4,1,1,2,,,,,,,,
21362,2,,4,8,5,1,1,1,,,,,,,,
21363,4,1,99,4,2,2,1,2,,,,,,,,
21364,4,1,99,5,1,2,1,2,2,,1,2,,2,,2
21365,4,1,99,3,5,2,1,2,,,,,,,,
21366,4,7,99,5,3,2,1,2,,,,,,,,
21367,2,,5,5,2,2,1,2,,,,,,,,
21368,4,3,4,4,3,2,1,2,,,,,,,,
21369,2,,1,12,3,1,1,2,2,,2,,,2,,2
21370,2,,1,8,4,1,1,1,,,,,,,,
21371,2,,4,3,5,1,2,1,,,,,,,,
21372,2,,99,6,1,2,1,2,,,,,,,,
21373,2,,4,9,2,1,1,1,,,,,,,,
21374,2,,99,6,5,1,1,2,,,,,,,,
21375,3,,99,3,3,2,1,2,,,,,,,,
21376,2,,3,7,4,1,1,1,,,,,,,,
21377,1,,99,3,4,1,1,2,,,,,,,,
21378,2,,2,6,1,2,9,1,,,,,,,,
21379,2,,3,9,5,1,1,1,,,,,,,,
21380,2,,4,7,5,1,1,2,,,,,,,,
21381,2,,2,7,5,1,1,2,,,,,,,,
21382,2,,1,9,4,1,1,1,,,,,,,,
21383,2,,6,9,4,1,1,2,1,1,2,,,2,,2
21384,2,,4,5,5,1,1,2,,,,,,,,
21385,4,7,2,4,1,2,1,2,,,,,,,,
21386,2,,2,4,5,1,2,1,,,,,,,,
21387,2,,99,7,3,2,1,2,1,1,1,2,,1,2,2
21388,2,,99,6,3,1,1,2,,,,,,,,
21389,1,,99,4,2,1,1,2,,,,,,,,
21390,2,,3,6,4,1,1,2,,,,,,,,
21391,4,3,2,3,5,2,1,2,,,,,,,,
21392,4,3,99,4,3,2,1,2,,,,,,,,
21393,2,,1,7,5,1,2,2,,,,,,,,
21394,2,,6,7,2,2,1,2,,,,,,,,
21395,1,,3,5,4,1,9,1,,,,,,,,
21396,2,,5,5,5,2,1,2,,,,,,,,
21397,2,,4,8,3,1,1,2,,,,,,,,
21398,2,,3,7,2,1,1,2,1,1,2,,,1,2,2
21399,2,,1,6,4,1,1,2,,,,,,,,
21400,4,5,3,4,2,2,1,1,2,,2,,,2,,2
21401,4,7,2,5,5,2,1,2,,,,,,,,
21402,2,,2,9,2,1,1,2,,,,,,,,
21403,2,,6,9,2,2,1,2,2,,2,,,2,,2
21404,1,,2,5,4,1,1,2,,,,,,,,
21405,1,,99,5,2,1,1,2,2,,2,,,2,,2
21406,4,4,99,5,1,2,1,2,,,,,,,,
21407,2,,2,7,5,1,1,1,,,,,,,,
21408,2,,3,6,1,2,1,2,,,,,,,,
21409,4,3,99,4,2,2,1,2,,,,,,,,
21410,4,4,99,4,2,2,1,2,,,,,,,,
21411,2,,6,6,3,1,1,2,,,,,,,,
21412,2,,1,6,3,1,1,1,,,,,,,,
21413,4,5,99,5,2,2,1,1,,,,,,,,
21414,2,,5,5,5,1,2,2,,,,,,,,
21415,2,,99,5,2,2,1,2,,,,,,,,
21416,1,,1,7,3,1,2,2,,,,,,,,
21417,2,,99,6,3,2,1,1,,,,,,,,
21418,4,99,99,4,2,2,1,2,,,,,,,,
21419,2,,3,6,5,1,1,2,,,,,,,,
21420,2,,6,8,3,1,2,1,,,,,,,,
21421,2,,5,6,5,1,1,2,,,,,,,,
21422,2,,3,8,3,1,1,2,2,,2,,,2,,2
21423,2,,1,12,3,1,1,2,,,,,,,,
21424,2,,4,7,3,1,1,2,,,,,,,,
21425,2,,99,6,1,1,1,2,,,,,,,,
21426,2,,4,6,3,1,1,2,,,,,,,,
21427,2,,5,6,3,2,1,2,,,,,,,,
21428,2,,3,6,3,2,3,2,1,2,1,2,,2,,2
21429,2,,4,5,4,1,1,2,,,,,,,,
21430,2,,4,6,3,1,1,2,,,,,,,,
21431,2,,4,6,5,1,1,2,,,,,,,,
21432,4,99,99,3,2,2,1,2,,,,,,,,
21433,3,,3,5,4,1,1,2,,,,,,,,
21434,4,7,99,6,4,2,1,2,,,,,,,,
21435,4,1,99,5,3,2,1,1,,,,,,,,
21436,1,,1,5,1,2,1,2,,,,,,,,
21437,2,,4,5,2,2,2,2,,,,,,,,
21438,2,,6,7,1,2,1,2,,,,,,,,
21439,2,,3,8,3,2,1,1,,,,,,,,
21440,2,,99,4,1,1,1,2,,,,,,,,
21441,4,1,99,4,2,2,1,2,,,,,,,,
21442,2,,6,5,5,1,2,1,,,,,,,,
21443,2,,3,7,2,1,1,2,1,2,2,,,1,2,2
21444,4,3,6,2,1,2,1,2,,,,,,,,
21445,,,,,,,,,,,,,,,,
21446,4,6,99,5,1,2,1,2,,,,,,,,
21447,2,,99,5,4,1,1,2,,,,,,,,
21448,2,,6,7,3,1,1,2,,,,,,,,
21449,4,5,99,3,2,2,1,2,,,,,,,,
21450,4,6,4,5,3,3,1,1,1,2,2,,,2,,2
21451,2,,2,7,2,2,1,2,,,,,,,,
21452,2,,3,4,1,2,1,2,,,,,,,,
21453,4,99,99,4,1,2,1,2,,,,,,,,
21454,4,5,99,4,2,2,1,2,,,,,,,,
21455,2,,6,8,5,1,2,1,,,,,,,,
21456,3,,5,8,5,1,1,1,,,,,,,,
21457,2,,4,6,5,1,1,2,,,,,,,,
21458,4,5,4,5,1,2,1,2,2,,2,,,2,,2
21459,2,,2,5,5,1,1,2,,,,,,,,
21460,2,,1,7,4,1,1,1,,,,,,,,
21461,2,,3,5,1,1,1,1,,,,,,,,
21462,2,,6,9,4,1,1,2,,,,,,,,
21463,3,,99,5,3,2,1,2,,,,,,,,
21464,4,7,99,1,2,2,1,2,,,,,,,,
21465,2,,4,6,4,1,1,2,,,,,,,,
21466,2,,4,4,3,1,1,2,,,,,,,,
21467,4,4,99,5,1,2,1,2,,,,,,,,
21468,3,,99,5,4,1,1,2,,,,,,,,
21469,2,,99,5,5,1,1,2,,,,,,,,
21470,3,,6,10,5,1,1,2,,,,,,,,
21471,2,,2,9,3,1,1,1,2,,2,,,2,,2
21472,3,,1,4,3,2,1,1,,,,,,,,
21473,2,,6,4,5,1,1,2,,,,,,,,
21474,4,6,3,4,1,2,1,2,,,,,,,,
21475,4,3,5,4,3,2,1,1,,,,,,,,
21476,2,,2,9,5,1,1,1,,,,,,,,
21477,2,,4,9,3,1,1,2,,,,,,,,
21478,2,,99,5,4,1,1,2,,,,,,,,
21479,,,,,,,,,,,,,,,,
21480,4,1,2,3,1,2,2,2,,,,,,,,
21481,4,1,99,5,1,2,1,2,,,,,,,,
21482,2,,99,6,4,1,1,2,2,,2,,,2,,2
21483,2,,6,7,3,1,1,2,,,,,,,,
21484,2,,1,11,5,1,1,2,,,,,,,,
21485,2,,4,8,3,1,1,2,,,,,,,,
21486,2,,99,5,2,2,1,2,,,,,,,,
21487,3,,99,7,2,2,1,2,,,,,,,,
21488,3,,4,5,5,2,1,2,,,,,,,,
21489,2,,3,7,2,1,1,2,,,,,,,,
21490,2,,3,8,5,1,1,1,,,,,,,,
21491,4,7,3,5,5,2,1,1,,,,,,,,
21492,2,,3,9,3,1,1,2,2,,2,,,2,,2
21493,2,,3,5,3,1,1,2,,,,,,,,
21494,4,6,99,3,2,2,1,2,,,,,,,,
21495,2,,99,6,1,1,1,2,,,,,,,,
21496,2,,3,7,5,1,1,2,,,,,,,,
21497,2,,1,5,2,1,1,2,,,,,,,,
21498,2,,3,9,1,1,1,1,,,,,,,,
21499,4,5,99,4,2,2,9,2,,,,,,,,
21500,2,,1,5,4,1,1,2,,,,,,,,
21501,2,,1,5,4,1,2,1,,,,,,,,
21502,2,,4,5,5,1,1,1,,,,,,,,
21503,1,,2,5,2,2,1,2,,,,,,,,
21504,2,,3,8,5,1,1,1,,,,,,,,
21505,2,,6,6,3,1,1,2,,,,,,,,
21506,2,,1,8,4,1,2,1,,,,,,,,
21507,4,3,2,4,4,2,1,2,1,9,1,2,,2,,2
21508,2,,3,7,4,1,1,2,,,,,,,,
21509,2,,3,8,4,2,1,1,,,,,,,,
21510,2,,5,10,5,1,1,1,,,,,,,,
21511,2,,1,12,4,1,1,2,,,,,,,,
21512,2,,1,5,3,1,1,1,,,,,,,,
21513,3,,3,5,4,1,1,1,,,,,,,,
21514,2,,1,7,4,1,1,2,,,,,,,,
21515,4,3,99,7,77,2,1,2,,,,,,,,
21516,2,,99,5,3,1,1,2,,,,,,,,
21517,4,5,4,4,4,2,1,2,,,,,,,,
21518,,,,,,,,,,,,,,,,
21519,2,,4,7,5,1,1,2,,,,,,,,
21520,4,1,99,4,5,2,1,2,,,,,,,,
21521,2,,1,8,1,1,1,1,,,,,,,,
21522,2,,3,6,4,1,1,2,,,,,,,,
21523,4,5,99,4,3,2,1,2,,,,,,,,
