"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
100936,1,64,,1,108,5,,2,
100937,1,60,,1,26,3,,1,144
100938,1,40,,1,48,5,,1,120
100940,4,,,,,,2,4,
100941,4,,,,,,3,1,156
100942,4,,,,,,5,1,5
100943,4,,,,,,7,1,84
100946,3,,,,,,,4,
100947,1,14,2,1,252,3,,2,
100948,4,,,,,,3,1,420
100949,1,11,2,1,60,3,,1,120
100950,1,22,2,3,24,1,,1,84
100951,4,,,,,,4,1,120
100952,1,40,,1,7,5,,2,
100954,1,80,,1,96,5,,2,
100955,4,,,,,,6,1,96
100961,1,33,2,1,18,5,,2,
100963,4,,,,,,3,1,240
100964,4,,,,,,7,4,
100965,1,38,,1,2,5,,2,
100966,4,,,,,,1,1,18
100967,1,20,2,5,8,5,,2,
100968,4,,,,,,3,1,168
100969,4,,,,,,6,1,120
100970,4,,,,,,2,4,
100971,1,40,,1,5,5,,1,9
100972,4,,,,,,6,1,180
100973,1,40,,1,36,2,,2,
100975,1,40,,1,24,5,,2,
100978,1,10,2,1,10,2,,2,
100980,4,,,,,,1,1,45
100981,3,,,,,,,1,36
100983,1,16,2,1,72,1,,1,48
100985,1,45,,1,24,2,,2,
100986,3,,,,,,,1,192
100987,1,40,,1,120,2,,2,
100988,4,,,,,,3,1,240
100989,1,17,2,1,12,5,,1,192
100992,1,45,,1,12,3,,2,
100994,1,36,,1,12,3,,1,24
100996,1,50,,1,276,5,,2,
100997,4,,,,,,6,1,120
100998,1,68,,1,120,5,,2,
100999,1,42,,1,24,1,,1,36
101001,1,32,2,5,60,1,,1,396
101002,1,40,,1,60,3,,2,
101003,1,40,,1,3,3,,1,84
101004,1,31,2,1,36,2,,2,
101005,3,,,,,,,1,36
101006,4,,,,,,3,1,240
101007,4,,,,,,1,1,108
101009,4,,,,,,1,1,24
101010,4,,,,,,3,1,240
101011,1,19,1,1,6,2,,1,48
101013,1,38,,1,4,5,,1,84
101014,4,,,,,,1,1,60
101015,4,,,,,,3,1,432
101017,4,,,,,,3,1,168
101018,4,,,,,,5,1,336
101019,1,55,,1,4,5,,2,
101021,1,39,,5,480,5,,2,
101022,4,,,,,,3,1,204
101023,1,60,,1,2,5,,1,240
101024,4,,,,,,4,1,60
101025,1,30,2,1,2,1,,1,24
101026,4,,,,,,3,1,480
101027,4,,,,,,6,1,132
101028,1,40,,1,408,3,,2,
101030,2,,1,1,48,1,,2,
101031,1,38,,1,28,5,,2,
101033,1,40,,1,120,3,,2,
101034,4,,,,,,5,1,132
101036,4,,,,,,3,1,384
101037,1,20,1,1,228,3,,2,
101038,1,40,,4,60,1,,2,
101040,4,,,,,,6,1,156
101043,3,,,,,,,1,156
101045,1,12,2,1,12,5,,2,
101046,4,,,,,,3,1,516
101047,4,,,,,,2,1,5
101049,1,20,2,1,48,3,,2,
101051,1,40,,2,108,2,,2,
101052,4,,,,,,6,4,
101054,1,22,2,1,12,2,,2,
101056,3,,,,,,,1,300
101060,4,,,,,,3,1,264
101061,1,15,1,4,12,3,,1,96
101063,4,,,,,,3,1,240
101064,1,30,2,1,12,5,,3,36
101065,1,20,2,1,36,2,,1,120
101067,1,8,2,1,3,5,,2,
101068,1,20,2,1,36,1,,1,300
101069,1,48,,1,24,1,,1,84
101070,1,40,,4,6,1,,1,120
101073,1,40,,1,48,5,,1,24
101075,4,,,,,,3,1,372
101076,4,,,,,,1,1,23
101077,1,28,2,1,6,2,,1,60
101078,4,,,,,,6,1,168
101079,1,40,,1,48,2,,2,
101083,4,,,,,,5,1,8
101084,2,,1,1,204,1,,2,
101085,1,64,,1,36,5,,1,84
101086,1,40,,1,18,1,,1,48
101087,1,50,,1,36,2,,1,120
101088,4,,,,,,3,1,48
101089,3,,,,,,,1,5
101090,1,16,2,1,6,5,,1,12
101091,4,,,,,,3,1,324
101093,1,40,,3,120,5,,2,
101095,1,20,2,1,120,5,,1,180
101096,4,,,,,,4,1,72
101097,1,35,,1,12,2,,1,24
101099,4,,,,,,7,1,6
101101,1,68,,1,0,3,,2,
101102,4,,,,,,3,1,480
101103,1,48,,4,60,5,,2,
101106,4,,,,,,7,1,276
101107,1,32,1,1,3,3,,1,48
101108,4,,,,,,5,1,144
101109,4,,,,,,3,1,444
101111,1,46,,1,12,2,,1,48
101112,1,43,,1,26,3,,1,60
101113,4,,,,,,7,1,8
101115,4,,,,,,2,1,96
101118,1,27,1,1,7,5,,2,
101119,4,,,,,,1,1,96
101120,4,,,,,,3,1,120
101122,4,,,,,,4,1,48
101123,4,,,,,,4,1,132
101124,4,,,,,,3,1,180
101125,4,,,,,,1,4,
101126,4,,,,,,7,1,48
101127,1,57,,1,24,5,,2,
101130,1,15,2,1,8,2,,1,12
101132,1,40,,1,60,1,,2,
101134,1,45,,1,36,1,,1,60
101136,1,8,1,4,132,3,,1,504
101138,1,50,,1,36,3,,2,
101139,1,35,,1,132,1,,2,
101141,1,40,,5,300,2,,2,
101143,4,,,,,,3,1,108
101147,1,54,,1,84,5,,2,
101148,4,,,,,,3,1,180
101149,4,,,,,,6,1,120
101151,4,,,,,,4,1,6
101152,4,,,,,,2,4,
101153,1,42,,1,132,3,,2,
101155,4,,,,,,6,1,60
101159,4,,,,,,2,4,
101160,4,,,,,,1,1,36
101161,3,,,,,,,4,
101162,4,,,,,,6,1,348
101163,4,,,,,,6,1,120
101164,1,40,,1,18,1,,2,
101166,1,50,,1,36,1,,1,36
101168,4,,,,,,2,1,12
101169,3,,,,,,,1,42
101171,1,40,,1,84,3,,2,
101172,3,,,,,,,1,12
101173,4,,,,,,3,1,144
101174,1,35,,1,12,2,,2,
101175,1,32,2,1,4,2,,2,
101176,4,,,,,,3,1,180
101177,1,30,1,1,12,5,,2,
101179,4,,,,,,1,1,60
101180,4,,,,,,3,1,120
101181,1,50,,3,360,5,,2,
101182,4,,,,,,4,1,360
101183,4,,,,,,3,1,48
101185,4,,,,,,7,1,264
101186,1,60,,3,120,1,,2,
101187,1,50,,1,12,1,,2,
101188,1,40,,1,18,2,,2,
101190,1,50,,1,18,5,,2,
101191,3,,,,,,,1,24
101193,1,48,,3,120,5,,1,348
101194,1,5,1,4,12,1,,1,204
101195,4,,,,,,3,1,120
101196,4,,,,,,3,1,84
101199,4,,,,,,3,1,336
101200,4,,,,,,3,1,300
101201,1,48,,1,18,5,,1,420
101204,4,,,,,,3,1,396
101206,1,30,1,5,3,5,,2,
101207,4,,,,,,6,1,180
101209,4,,,,,,1,4,
101211,1,40,,3,420,5,,2,
101212,1,72,,5,72,5,,1,360
101213,4,,,,,,3,1,24
101214,1,80,,5,2,3,,2,
101216,4,,,,,,5,1,144
101217,4,,,,,,3,1,600
101218,4,,,,,,3,1,99999
101220,1,45,,1,12,1,,2,
101221,4,,,,,,6,1,204
101222,1,40,,1,156,5,,2,
101226,1,26,2,1,36,3,,2,
101227,4,,,,,,3,1,300
101228,4,,,,,,1,4,
101229,2,,2,5,24,5,,1,72
101230,1,40,,1,32,2,,1,192
101232,4,,,,,,6,1,240
101233,4,,,,,,2,4,
101236,1,40,,3,12,1,,1,36
101238,1,35,,1,24,5,,2,
101239,1,12,2,1,144,5,,1,120
101240,4,,,,,,2,4,
101241,3,,,,,,,1,24
101242,4,,,,,,6,1,228
101243,1,50,,5,120,1,,1,360
101246,3,,,,,,,1,360
101247,1,45,,1,144,5,,2,
101248,1,55,,5,204,5,,2,
101249,4,,,,,,3,1,312
101250,4,,,,,,1,1,84
101251,4,,,,,,2,1,6
101252,2,,2,1,12,5,,1,60
101253,4,,,,,,4,1,408
101254,1,80,,5,8,5,,2,
101255,4,,,,,,4,1,156
101256,4,,,,,,1,1,72
101258,4,,,,,,6,1,24
101260,4,,,,,,3,1,324
101262,1,45,,1,48,1,,2,
101263,1,5,1,5,120,5,,2,
101264,1,45,,1,60,1,,2,
101265,1,40,,1,84,5,,2,
101266,1,40,,1,36,2,,1,528
101273,4,,,,,,3,1,540
101274,1,12,2,1,4,5,,1,132
101275,1,5,2,5,18,2,,1,480
101277,4,,,,,,3,1,240
101278,1,50,,1,48,1,,1,144
101280,1,50,,5,48,5,,2,
101281,1,40,,1,60,1,,2,
101282,4,,,,,,3,1,432
101283,1,50,,1,168,1,,2,
101284,4,,,,,,3,1,264
101285,1,63,,1,12,5,,2,
101286,4,,,,,,4,1,60
101288,1,40,,99,96,5,,1,120
101289,4,,,,,,1,4,
101291,4,,,,,,6,1,240
101293,1,24,2,1,5,2,,2,
101294,1,36,,3,0,3,,1,132
101295,4,,,,,,7,4,
101298,1,17,2,1,120,5,,1,192
101300,1,40,,5,120,1,,2,
101302,3,,,,,,,1,5
101307,4,,,,,,7,1,240
101308,1,40,,3,24,1,,2,
101310,1,9,2,1,1,5,,2,
101311,1,36,,1,4,1,,1,72
101312,4,,,,,,7,1,60
101313,1,30,2,1,48,1,,2,
101316,1,20,2,1,12,5,,1,24
101318,1,24,2,1,3,1,,2,
101319,1,34,2,1,9,2,,1,24
101320,4,,,,,,3,1,360
101322,1,40,,1,36,1,,1,156
101323,4,,,,,,3,1,324
101324,1,40,,1,12,1,,2,
101326,1,8,2,1,8,5,,2,
101327,4,,,,,,6,1,132
101328,4,,,,,,3,1,384
101329,1,10,2,5,48,3,,2,
101330,1,15,2,1,36,5,,2,
101331,4,,,,,,4,1,324
101333,1,30,1,1,480,2,,2,
101335,4,,,,,,3,1,240
101336,4,,,,,,3,1,360
101339,4,,,,,,3,1,336
101340,4,,,,,,3,1,324
101342,1,40,,1,48,1,,1,108
101343,4,,,,,,3,1,480
101344,4,,,,,,2,4,
101345,4,,,,,,1,1,36
101348,4,,,,,,7,4,
101349,4,,,,,,3,1,324
101350,1,40,,1,360,1,,2,
101351,4,,,,,,3,1,456
101352,4,,,,,,6,4,
101355,1,40,,1,144,3,,2,
101356,1,40,,1,96,1,,2,
101357,4,,,,,,4,1,120
101358,1,40,,1,3,1,,2,
101359,1,60,,5,108,5,,2,
101360,4,,,,,,1,1,240
101362,4,,,,,,3,1,204
101363,1,40,,1,300,3,,2,
101365,1,30,1,5,19,5,,1,84
101366,1,10,1,5,72,5,,2,
101369,1,40,,3,240,1,,2,
101370,1,50,,1,24,1,,1,60
101372,1,60,,1,2,3,,2,
101375,1,50,,1,300,5,,2,
101378,1,30,1,3,36,5,,2,
101379,4,,,,,,4,1,120
101382,1,36,,1,120,1,,1,420
101384,1,40,,1,24,5,,2,
101385,1,40,,1,24,1,,1,48
101386,4,,,,,,7,1,48
101387,2,,2,1,36,5,,2,
101389,1,80,,1,36,5,,2,
101390,1,40,,1,60,1,,1,96
101391,4,,,,,,6,1,120
101393,4,,,,,,3,1,324
101394,1,30,2,1,48,2,,2,
101396,4,,,,,,3,1,240
101397,3,,,,,,,1,84
101398,1,20,2,1,132,5,,2,
101399,1,45,,1,132,1,,2,
101400,1,55,,1,48,2,,2,
101401,1,40,,1,36,1,,2,
101402,4,,,,,,3,1,480
101404,1,75,,1,24,2,,2,
101405,1,40,,3,84,1,,1,204
101407,1,10,1,1,276,5,,2,
101411,4,,,,,,7,1,60
101412,1,40,,1,60,1,,2,
101414,4,,,,,,6,1,120
101415,1,40,,1,120,5,,2,
101416,1,56,,4,132,3,,2,
101420,4,,,,,,2,1,6
101421,1,40,,1,120,5,,1,264
101423,4,,,,,,3,1,360
101426,1,58,,1,168,2,,2,
101427,4,,,,,,2,1,84
101429,1,20,2,1,14,2,,2,
101430,4,,,,,,1,1,72
101431,1,40,,1,36,1,,2,
101432,4,,,,,,3,1,180
101434,4,,,,,,3,1,420
101436,4,,,,,,3,1,168
101437,3,,,,,,,1,8
101438,1,40,,1,24,3,,1,96
101439,3,,,,,,,1,10
101442,1,28,1,1,48,5,,1,192
101443,1,37,,3,144,1,,2,
101444,1,40,,1,7,1,,2,
101446,1,43,,1,3,1,,2,
101448,4,,,,,,6,1,300
101449,1,40,,1,336,1,,2,
101450,1,50,,1,72,1,,2,
101454,1,40,,1,24,3,,2,
101455,1,29,2,1,12,5,,1,192
101458,4,,,,,,3,1,180
101459,3,,,,,,,4,
101461,1,10,2,1,0,5,,1,5
101462,1,20,2,6,1,5,,1,36
101463,4,,,,,,6,4,
101464,1,44,,1,2,5,,2,
101466,4,,,,,,3,1,432
101467,4,,,,,,3,3,180
101468,1,40,,1,336,1,,2,
101469,1,40,,1,6,1,,2,
101470,1,48,,1,60,3,,1,168
101472,1,40,,1,168,1,,2,
101475,1,40,,1,60,3,,2,
101478,4,,,,,,4,1,60
101479,1,17,2,1,48,2,,1,480
101480,4,,,,,,7,1,180
101481,1,36,,1,48,5,,2,
101482,4,,,,,,2,4,
101483,4,,,,,,4,1,48
101484,1,60,,1,72,5,,3,240
101485,4,,,,,,2,4,
101486,4,,,,,,6,1,18
101487,1,40,,1,180,2,,2,
101488,1,16,2,3,300,1,,2,
101489,4,,,,,,1,4,
101490,4,,,,,,3,1,36
101493,1,20,1,1,180,3,,2,
101498,4,,,,,,3,1,360
101500,1,40,,1,180,5,,1,300
101501,1,52,,1,9,1,,2,
101502,4,,,,,,3,1,168
101504,1,16,2,1,1,5,,2,
101505,1,45,,1,48,3,,2,
101506,3,,,,,,,1,5
101508,4,,,,,,1,4,
101510,1,40,,1,36,3,,1,240
101513,4,,,,,,6,1,60
101515,1,20,2,5,72,5,,2,
101516,1,40,,1,84,1,,2,
101517,1,40,,1,36,1,,2,
101518,4,,,,,,3,1,264
101520,1,40,,1,192,5,,2,
101521,1,50,,5,72,1,,2,
101522,4,,,,,,3,1,420
101523,4,,,,,,3,1,384
101525,1,40,,1,12,1,,2,
101527,1,45,,1,360,1,,2,
101528,1,40,,1,17,1,,2,
101530,1,56,,1,4,5,,2,
101531,4,,,,,,3,1,420
101535,4,,,,,,3,1,552
101537,1,47,,1,24,1,,1,60
101540,1,50,,1,2,3,,1,24
101541,4,,,,,,3,1,396
101542,1,65,,1,72,5,,1,180
101544,1,55,,1,204,5,,2,
101545,1,48,,1,9,3,,1,24
101546,1,40,,3,180,1,,1,192
101547,1,40,,1,60,2,,2,
101548,4,,,,,,3,1,180
101549,4,,,,,,1,1,120
101550,1,40,,1,24,5,,2,
101551,4,,,,,,1,1,96
101552,1,60,,1,12,2,,2,
101555,3,,,,,,,1,5
101556,1,40,,1,24,2,,2,
101558,4,,,,,,7,1,24
101559,1,60,,1,72,3,,2,
101560,1,40,,4,72,3,,2,
101562,1,48,,4,312,5,,2,
101563,1,16,2,4,2,5,,2,
101564,1,30,2,1,24,1,,2,
101565,1,50,,1,228,5,,2,
101566,3,,,,,,,1,24
101570,1,70,,3,4,5,,1,18
101571,4,,,,,,3,1,492
101572,1,45,,5,480,5,,2,
101574,1,40,,2,15,1,,2,
101575,1,50,,1,9,5,,1,108
101577,4,,,,,,1,1,360
101578,1,45,,3,120,1,,1,120
101579,4,,,,,,3,3,360
101580,1,60,,5,240,5,,2,
101581,4,,,,,,4,1,144
101583,4,,,,,,2,4,
101584,1,35,,5,180,5,,2,
101585,1,30,2,1,3,5,,1,6
101587,4,,,,,,7,1,276
101588,3,,,,,,,1,6
101589,2,,1,1,15,5,,2,
101590,1,30,2,1,5,2,,2,
101593,4,,,,,,1,4,
101594,1,41,,1,5,1,,1,204
101595,1,39,,1,12,2,,1,36
101596,1,32,1,3,192,1,,1,264
101597,4,,,,,,3,1,120
101599,1,28,1,1,36,5,,2,
101601,4,,,,,,3,1,240
101604,4,,,,,,7,4,
101605,4,,,,,,3,1,420
101606,1,24,2,5,60,5,,1,240
101608,4,,,,,,3,1,264
101609,4,,,,,,2,1,5
101612,4,,,,,,3,1,360
101613,1,36,,1,132,5,,1,168
101615,4,,,,,,2,4,
101616,1,50,,1,180,1,,2,
101620,4,,,,,,2,1,24
101621,4,,,,,,3,1,300
101623,1,50,,1,96,1,,2,
101625,3,,,,,,,1,5
101626,1,40,,1,360,1,,2,
101627,1,40,,2,480,1,,2,
101628,3,,,,,,,1,12
101631,4,,,,,,3,4,
101634,4,,,,,,3,1,240
101635,4,,,,,,6,1,84
101636,4,,,,,,3,1,60
101638,1,45,,1,432,3,,2,
101640,4,,,,,,4,1,240
101642,1,42,,1,192,1,,2,
101645,1,40,,1,6,5,,1,144
101647,4,,,,,,1,1,156
101648,4,,,,,,2,1,5
101649,1,40,,1,168,1,,2,
101650,4,,,,,,3,1,240
101652,1,32,1,1,0,3,,1,60
101653,4,,,,,,6,4,
101654,4,,,,,,3,1,300
101655,1,30,2,1,36,5,,1,36
101656,1,40,,4,35,1,,2,
101657,1,46,,1,19,5,,2,
101658,1,45,,1,3,1,,1,60
101659,2,,1,1,132,1,,2,
101660,1,38,,2,240,1,,2,
101661,3,,,,,,,1,276
101662,1,38,,3,300,1,,2,
101664,3,,,,,,,1,120
101666,2,,2,5,396,5,,2,
101667,4,,,,,,4,1,84
101668,1,40,,1,48,1,,1,192
101669,3,,,,,,,1,24
101670,1,20,2,1,144,5,,2,
101671,1,40,,3,204,1,,2,
101674,1,10,2,1,4,5,,2,
101675,1,40,,1,24,5,,2,
101676,1,40,,5,12,5,,2,
101677,1,40,,1,3,3,,1,60
101679,4,,,,,,6,1,12
101681,1,40,,1,24,1,,2,
101682,4,,,,,,6,1,240
101683,4,,,,,,3,1,72
101685,4,,,,,,3,1,360
101687,4,,,,,,3,1,360
101688,1,70,,1,24,3,,2,
101689,4,,,,,,3,1,600
101690,4,,,,,,3,1,480
101692,4,,,,,,3,1,372
101693,1,40,,1,36,1,,2,
101694,1,58,,1,240,3,,2,
101695,4,,,,,,6,1,48
101696,4,,,,,,6,1,72
101697,1,8,2,4,4,5,,1,276
101698,4,,,,,,7,1,240
101700,4,,,,,,3,1,84
101701,1,50,,1,108,5,,2,
101702,4,,,,,,3,1,336
101704,4,,,,,,3,3,276
101705,1,48,,1,72,2,,2,
101707,4,,,,,,3,1,360
101708,1,50,,6,480,5,,2,
101709,4,,,,,,1,1,36
101710,4,,,,,,3,1,216
101711,1,40,,1,228,3,,2,
101714,1,48,,1,18,5,,3,96
101716,1,40,,1,12,1,,2,
101717,4,,,,,,2,4,
101718,4,,,,,,1,1,60
101721,1,32,1,1,36,3,,2,
101722,4,,,,,,7,1,384
101723,1,30,1,5,480,3,,2,
101724,1,55,,1,36,5,,3,264
101725,1,32,2,1,18,1,,1,360
101726,4,,,,,,3,1,324
101727,1,24,2,1,2,5,,1,24
101728,1,45,,5,72,5,,1,120
101729,4,,,,,,4,1,12
101730,1,7,2,1,480,1,,2,
101731,1,48,,1,3,1,,2,
101732,2,,1,3,216,1,,2,
101733,4,,,,,,1,1,24
101734,4,,,,,,2,1,5
101736,1,50,,1,1,3,,1,12
101737,4,,,,,,6,1,120
101740,1,40,,1,24,2,,2,
101742,1,65,,1,120,5,,2,
101743,4,,,,,,5,1,600
101744,1,50,,1,36,3,,2,
101745,3,,,,,,,1,7
101750,4,,,,,,4,1,600
101753,1,60,,1,240,5,,2,
101754,1,40,,1,24,2,,2,
101755,4,,,,,,3,1,120
101756,4,,,,,,4,1,120
101758,1,28,2,1,24,2,,7,
101760,3,,,,,,,1,48
101761,3,,,,,,,1,180
101762,1,5,2,4,108,1,,2,
101763,4,,,,,,7,1,216
101764,1,35,,1,252,1,,2,
101765,1,30,1,1,96,5,,1,120
101766,4,,,,,,1,1,204
101768,1,42,,1,2,5,,2,
101770,4,,,,,,1,1,96
101771,4,,,,,,3,1,24
101772,4,,,,,,3,1,600
101774,1,30,1,1,6,5,,1,96
101775,1,38,,6,5,1,,1,180
101777,1,15,2,1,300,1,,2,
101778,1,36,,2,456,1,,2,
101779,4,,,,,,1,1,204
101780,4,,,,,,3,1,372
101781,1,50,,1,168,3,,2,
101782,1,40,,1,2,2,,1,96
101783,4,,,,,,6,1,240
101784,1,50,,1,12,5,,2,
101785,4,,,,,,3,1,120
101786,1,35,,1,3,5,,2,
101787,1,30,1,1,60,2,,2,
101790,1,45,,1,30,5,,1,48
101793,1,60,,3,72,5,,1,180
101794,4,,,,,,6,1,120
101795,4,,,,,,1,1,72
101799,1,40,,1,12,5,,2,
101802,1,40,,1,12,1,,1,132
101805,4,,,,,,3,1,600
101806,4,,,,,,2,4,
101807,4,,,,,,3,4,
101809,1,40,,2,360,1,,2,
101811,4,,,,,,4,1,300
101814,1,40,,1,24,1,,1,5
101817,1,32,2,1,24,2,,1,420
101818,1,25,2,1,5,5,,2,
101821,1,40,,3,180,1,,2,
101822,1,38,,1,3,5,,2,
101823,1,35,,1,36,3,,2,
101824,4,,,,,,6,1,180
101825,1,27,2,4,2,5,,1,24
101828,4,,,,,,1,4,
101829,1,40,,4,288,5,,2,
101830,1,60,,1,228,2,,2,
101832,3,,,,,,,1,288
101834,4,,,,,,3,1,480
101837,4,,,,,,1,4,
101838,1,30,1,4,8,1,,2,
101839,4,,,,,,3,1,60
101840,4,,,,,,3,1,600
101841,1,80,,1,24,5,,2,
101842,4,,,,,,1,4,
101843,4,,,,,,3,1,336
101844,1,40,,1,48,2,,2,
101845,4,,,,,,6,1,24
101846,1,60,,1,42,5,,1,156
101847,4,,,,,,4,1,180
101848,1,45,,1,216,2,,2,
101850,1,60,,1,6,5,,2,
101851,1,40,,1,24,5,,2,
101852,1,50,,1,36,5,,2,
101853,1,40,,1,1,1,,1,60
101856,4,,,,,,1,1,480
101859,4,,,,,,3,1,84
101860,4,,,,,,1,4,
101861,1,44,,1,15,1,,2,
101862,1,60,,1,12,1,,2,
101864,4,,,,,,3,1,312
101865,3,,,,,,,1,156
101866,4,,,,,,6,1,48
101867,1,59,,1,36,5,,2,
101869,4,,,,,,2,4,
101870,4,,,,,,3,1,96
101871,4,,,,,,1,1,24
101874,1,5,2,3,6,5,,1,396
101875,4,,,,,,1,1,36
101876,4,,,,,,4,1,168
101878,4,,,,,,6,1,192
101879,1,40,,4,360,3,,2,
101880,1,80,,99,3,5,,1,12
101882,1,75,,1,60,3,,2,
101883,4,,,,,,3,1,420
101884,2,,1,5,84,5,,1,288
101885,4,,,,,,1,1,24
101886,1,40,,1,9,1,,2,
101888,1,40,,1,42,5,,1,420
101891,4,,,,,,4,1,396
101893,1,65,,1,36,1,,2,
101894,1,56,,1,10,1,,1,96
101895,4,,,,,,4,1,336
101896,4,,,,,,1,1,24
101899,3,,,,,,,1,6
101901,1,21,2,1,0,1,,1,36
101903,1,40,,99,168,1,,2,
101904,4,,,,,,7,1,60
101905,1,32,2,2,24,2,,1,108
101910,4,,,,,,3,1,276
101911,4,,,,,,1,1,12
101912,4,,,,,,1,4,
101915,4,,,,,,3,1,36
101917,1,40,,1,1,5,,1,276
101919,3,,,,,,,1,96
101920,1,40,,2,30,3,,1,132
101921,4,,,,,,4,1,600
101922,3,,,,,,,1,120
101924,4,,,,,,3,1,540
101928,1,40,,1,96,1,,2,
101934,4,,,,,,3,1,336
101935,4,,,,,,7,1,13
101936,4,,,,,,4,1,336
101937,1,45,,4,12,2,,2,
101938,4,,,,,,2,4,
101940,1,40,,1,96,1,,2,
101941,4,,,,,,2,1,216
101942,1,40,,1,1,5,,1,5
101945,4,,,,,,3,1,240
101947,1,25,2,1,24,1,,1,240
101949,4,,,,,,3,1,348
101950,4,,,,,,3,1,48
101951,1,56,,1,1,3,,1,24
101957,1,48,,1,96,3,,2,
101959,4,,,,,,3,1,312
101962,4,,,,,,3,1,600
101965,1,24,2,1,38,1,,2,
101966,1,40,,1,12,2,,2,
101971,1,40,,1,1,2,,2,
101973,4,,,,,,1,1,216
101975,1,30,2,1,12,5,,1,144
101976,1,72,,1,12,5,,2,
101977,1,24,1,4,240,1,,2,
101978,4,,,,,,4,1,8
101980,1,20,2,1,1,1,,2,
101981,1,50,,1,144,5,,2,
101982,4,,,,,,2,4,
101985,3,,,,,,,1,24
101986,1,28,2,1,9,2,,2,
101987,1,45,,1,108,1,,2,
101989,4,,,,,,3,1,600
101990,1,35,,3,24,1,,2,
101991,1,30,9,1,3,2,,1,36
101993,2,,2,5,120,5,,1,132
101995,4,,,,,,6,1,288
102000,1,12,2,5,216,5,,2,
102001,1,40,,1,72,1,,1,96
102002,4,,,,,,3,1,60
102003,1,50,,1,12,5,,2,
102005,1,24,2,4,12,5,,1,120
102007,1,40,,4,336,3,,2,
102008,1,36,,1,24,1,,1,300
102012,4,,,,,,6,1,5
102015,4,,,,,,1,1,7
102018,1,40,,1,180,1,,2,
102019,1,30,2,99,0,1,,2,
102020,1,50,,1,2,5,,2,
102021,1,8,2,1,10,5,,2,
102022,1,40,,1,156,1,,2,
102024,1,40,,1,228,1,,2,
102026,1,32,1,1,3,1,,2,
102027,4,,,,,,6,1,36
102028,1,7,2,1,36,2,,2,
102030,1,40,,1,36,3,,2,
102031,1,40,,1,24,5,,1,180
102032,4,,,,,,3,1,240
102035,4,,,,,,7,1,30
102037,1,38,,1,7,5,,1,24
102039,1,20,2,1,8,5,,2,
102041,1,45,,1,24,1,,1,96
102044,1,20,2,5,6,5,,1,60
102045,1,35,,1,5,5,,1,60
102046,4,,,,,,1,4,
102047,4,,,,,,3,1,312
102048,4,,,,,,3,1,480
102050,1,42,,1,3,5,,2,
102051,4,,,,,,2,4,
102052,4,,,,,,6,4,
102054,4,,,,,,3,1,300
102055,4,,,,,,3,1,24
102057,4,,,,,,3,1,492
102058,1,33,2,1,132,5,,1,240
102059,4,,,,,,3,1,120
102060,4,,,,,,3,1,12
102062,4,,,,,,2,1,5
102064,4,,,,,,1,1,24
102067,1,18,2,1,6,3,,1,360
102068,4,,,,,,4,1,264
102070,4,,,,,,3,4,
102071,4,,,,,,2,4,
102072,4,,,,,,7,1,108
102073,1,33,1,1,60,5,,2,
102074,3,,,,,,,1,14
102076,4,,,,,,3,4,
102077,4,,,,,,2,1,12
102078,1,40,,3,3,1,,1,84
102079,4,,,,,,3,1,192
102081,4,,,,,,4,1,180
102082,1,35,,1,60,5,,1,108
102085,1,45,,1,24,5,,2,
102086,1,27,2,1,3,5,,2,
102088,1,34,2,1,2,1,,1,24
102091,1,40,,1,72,5,,2,
102092,1,40,,1,24,3,,1,360
102093,1,40,,1,24,5,,1,36
102096,1,40,,1,6,5,,2,
102098,1,14,2,5,1,2,,2,
102099,3,,,,,,,1,48
102100,4,,,,,,6,1,540
102101,3,,,,,,,1,7
102102,4,,,,,,7,1,5
102103,1,50,,1,48,5,,2,
102104,4,,,,,,3,4,
102105,4,,,,,,1,1,24
102106,4,,,,,,3,1,324
102107,1,40,,5,48,5,,2,
102111,1,40,,1,240,1,,2,
102112,1,25,2,1,24,5,,2,
102113,1,43,,1,60,1,,2,
102116,4,,,,,,3,1,372
102117,4,,,,,,3,1,228
102121,4,,,,,,7,1,6
102122,4,,,,,,2,4,
102123,4,,,,,,7,1,5
102125,1,32,1,1,4,2,,1,36
102126,4,,,,,,7,1,5
102128,1,40,,1,1,1,,1,36
102129,1,40,,1,96,5,,2,
102130,3,,,,,,,1,384
102131,3,,,,,,,1,60
102132,4,,,,,,1,1,12
102133,1,26,2,1,12,5,,2,
102134,4,,,,,,1,1,24
102135,1,25,1,2,4,1,,1,12
102137,4,,,,,,3,1,420
102139,1,50,,1,24,1,,1,60
102141,1,10,1,1,3,2,,1,12
102147,1,36,,1,120,3,,2,
102148,4,,,,,,3,1,168
102149,1,40,,4,3,1,,2,
102151,1,46,,1,17,2,,2,
102152,1,40,,1,60,1,,2,
102153,4,,,,,,3,1,96
102154,1,75,,6,180,5,,2,
102155,1,18,1,1,36,5,,2,
102158,4,,,,,,3,1,600
102160,4,,,,,,1,1,12
102161,4,,,,,,2,4,
102162,4,,,,,,3,1,168
102163,1,50,,1,36,1,,2,
102167,4,,,,,,3,1,240
102168,1,61,,1,60,1,,1,300
102169,4,,,,,,3,1,300
102170,1,35,,1,96,1,,1,48
102171,4,,,,,,3,1,360
