"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
40348,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,,150,1,1,2,10
40349,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40350,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40351,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40352,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40353,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40354,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40355,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,2,2,2,2,2,1,1,1,3,1,15,,1,1,1,3
40356,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40357,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
40358,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40359,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40360,2,2,3,3,3,3,1,2,1,1,1,1,3,2,2,,2,2,4,4,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40361,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40362,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40363,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40364,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40365,2,2,3,3,3,3,1,3,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,5
40366,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40367,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40368,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,7,1,12,1,620,,2,,,
40369,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40370,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40371,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40372,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
40373,2,2,3,2,3,3,1,3,1,2,2,2,,2,2,,2,2,3,3,2,1,2,3,2,3,2,2,1,1,2,,,400,,2,,,
40374,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,,1,7,1,,,854,,1,1,,
40375,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40376,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,11
40377,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,2,,,,99999,9,,,
40378,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,11,1,416,,2,,,
40379,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40380,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,1,122,,,,,
40381,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40382,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40383,1,1,1,1,3,3,1,1,1,1,2,2,,2,2,,2,2,4,4,2,1,1,3,2,2,9,2,2,0,2,,,,,1,,,
40384,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40385,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40386,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40387,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,1,150,,,,,
40388,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40389,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40390,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40391,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40392,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40393,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,2,24
40394,1,2,2,1,2,3,2,,2,2,2,,,,,,,,3,3,3,2,2,3,2,3,,2,1,5,1,12,1,337,,2,,,
40395,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40396,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,3,2,3,2,2,2,0,2,,,,,2,,,
40397,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40398,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40399,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40400,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,1,40,,,,,
40401,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40402,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40403,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,2,,1,7,1,2,2,155,,1,,,
40404,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40405,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,400,,1,2,,
40406,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40407,2,2,1,1,2,2,1,2,1,1,2,2,,2,2,,2,2,4,4,3,2,3,3,3,3,,,2,0,2,,,,,1,1,2,11
40408,2,2,1,,,,2,,2,2,2,,,,,,,,3,3,,1,2,2,2,3,2,1,2,0,2,,,,,2,,,
40409,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40410,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40411,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40412,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,2,0,2,,,,,1,1,1,36
40413,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,1,2,,
40414,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40415,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,2,54
40416,2,2,3,2,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,1,3,3,3,3,2,,1,1,2,,,426,,1,,,
40417,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40418,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40419,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40420,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,71,,1,1,1,12
40421,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40422,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40423,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40424,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40425,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,,,,
40426,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,181,,1,1,1,1
40427,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,2,,2,0,2,,,,,1,,,
40428,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
40429,2,2,2,,,,2,,1,2,2,2,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40430,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40431,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40432,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40433,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40434,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40435,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40436,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40437,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,195,,2,,,
40438,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,2,24
40439,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40440,1,1,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,1,6,1,6,1,77777,,2,,,
40441,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40442,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40443,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40444,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,9
40445,2,3,1,,,,2,,1,2,1,2,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40446,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40447,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,2,9,9,9,9,2,0,2,,,,,2,,,
40448,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
40449,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,2,,,,191,1,1,1,16
40450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40451,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40452,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40453,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,394,1,,,
40454,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40455,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,300,,1,,,
40456,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,6,1,6,1,500,,2,,,
40457,3,3,3,2,2,3,2,,2,2,2,,,,,,,,2,1,3,2,3,3,3,3,,,1,1,2,,,324,,2,,,
40458,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40459,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40460,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40461,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40462,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40463,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40464,1,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40465,1,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,2,,2,0,2,,,,,1,1,1,12
40466,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,,,2,0,2,,,,,2,,,
40467,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,1,1,2,3,2,2,2,0,2,,,,,1,,,
40468,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40469,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40470,2,3,2,3,2,2,1,3,1,1,2,2,,2,1,3,2,2,4,3,3,2,3,3,3,3,,,1,4,1,12,1,500,,2,,,
40471,1,1,1,,,,1,2,1,1,1,1,1,,,,,,4,4,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40472,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40473,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40474,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,2,,2,0,2,,,,,2,,,
40475,1,1,2,,,,1,1,1,2,1,2,,,,,,,4,4,,2,1,3,1,3,1,2,1,1,1,12,1,197,,2,,,
40476,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,12,1,199,,1,1,1,9
40477,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,4,4,4,1,,,,,,,2,0,2,,,,,1,,,
40478,2,2,2,2,2,2,1,1,1,1,2,2,,1,2,,2,2,4,4,3,1,1,2,2,2,,2,1,1,2,,,,268,1,1,1,24
40479,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40480,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40481,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40482,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40483,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40484,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40485,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
40486,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,9,,,
40487,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40488,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40489,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,2,,,,25,2,,,
40490,3,3,3,1,3,3,2,,1,2,2,2,,2,2,,2,2,2,2,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40491,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,2,0,2,,,,,1,,,
40492,1,1,1,1,1,1,2,,1,1,1,2,,1,1,1,1,2,4,4,4,1,2,3,3,3,2,2,2,0,2,,,,,2,,,
40493,2,2,3,2,2,2,2,,1,2,2,2,,1,2,,1,2,4,3,4,2,3,3,2,3,,2,2,0,2,,,,,1,,,
40494,1,1,2,1,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,,,1,3,1,4,1,399,,2,1,,
40495,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40496,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40497,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,,,
40498,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,,,
40499,2,2,3,3,3,3,2,,1,2,2,1,2,2,2,,2,2,3,3,1,2,3,3,3,3,,,1,5,1,12,1,540,,2,,,
40500,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,1,3,1,630,,2,2,,
40501,1,1,1,,,,1,2,1,1,1,1,1,,,,,,4,4,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40502,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40503,3,3,3,3,2,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,,2,1,1,2,,,154,,2,,,
40504,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,2,2,,
40505,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,,,
40506,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40507,1,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,,,,,,,2,0,2,,,,,2,,,
40508,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40509,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40510,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,1,1
40511,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40512,3,3,3,3,2,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40513,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40514,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40515,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40516,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40517,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40518,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40519,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40520,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40521,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
40522,1,1,2,1,2,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,1,2,3,3,2,,1,2,0,2,,,,,2,,,
40523,1,1,1,,,,2,,2,2,2,,,,,,,,3,3,,2,1,1,1,1,7,2,2,0,2,,,,,,,,
40524,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40525,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,1,1,2,,,,273,2,,,
40526,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,6,1,6,1,500,,2,,,
40527,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40528,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40529,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40530,1,3,3,1,3,3,1,1,1,2,2,2,,2,2,,2,2,3,3,2,2,2,3,3,3,2,2,1,5,1,12,1,401,,1,1,1,84
40531,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40532,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40533,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40534,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40535,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40536,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,99999,,2,,,
40537,3,3,3,1,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,,,2,0,2,,,,,1,1,1,12
40538,2,2,3,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,,2,0,2,,,,,1,,,
40539,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40540,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40541,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40542,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40543,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40544,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40545,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40546,2,3,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,2,1,1,2,,,398,,2,,,
40547,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40548,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40549,2,2,2,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,4,1,2,3,3,2,3,1,1,1,1,2,,,400,,1,,,
40550,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40551,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40552,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
40553,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,2,3,,2,2,0,2,,,,,1,1,1,6
40554,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40555,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,2,2,0,2,,,,,1,,,
40556,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,3,1,12,1,399,,1,,,
40557,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40558,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60
40560,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40561,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,,,,
40562,2,2,2,2,3,3,1,2,1,1,2,2,,2,2,,2,2,4,4,2,1,3,3,3,3,,,1,1,2,,,399,,1,1,1,18
40563,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40564,3,3,2,,,,1,3,2,2,2,2,,,,,,,2,2,,2,2,3,2,3,2,2,2,0,2,,,,,2,,,
40565,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,163,,1,,,
40566,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40567,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,366,2,2,,
40568,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40569,1,3,1,,,,1,3,1,2,1,2,,,,,,,3,3,,2,2,2,3,3,2,1,1,1,2,,,10,,2,,,
40570,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40571,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40572,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40573,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40574,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40575,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40576,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40577,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40578,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40579,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40580,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40581,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40582,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40583,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,1,7,1,10,,,,,
