"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
36126,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36127,2,3,2,2,2,3,1,2,1,2,1,1,3,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,2,1,12,1,171,,1,1,1,12
36128,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36129,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36130,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36131,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36132,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36133,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36134,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36135,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,1,2,48
36136,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,2,2,0,2,,,,,1,,,
36137,1,1,2,1,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,3,3,2,3,,2,2,0,2,,,,,1,,,
36138,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36139,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,3
36140,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36141,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36142,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36143,1,1,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,1,3,2,3,3,2,2,1,1,1,12,1,214,,1,,,
36144,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,300,,9,,,
36145,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,300,1,1,1,9
36146,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,2
36147,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36148,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36149,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,6,1,12,1,712,,2,,,
36150,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36151,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,1,1,1
36152,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36153,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36154,2,2,3,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,2,2,0,2,,,,,1,,,
36155,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36156,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,12,,1,1,1,36
36157,2,2,2,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,4,1,2,3,3,3,3,,,1,1,2,,,400,,1,1,1,1
36158,2,3,2,2,3,3,1,2,1,1,1,1,2,2,2,,2,2,4,4,2,2,3,3,3,3,,,2,0,2,,,,,2,,,
36159,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36160,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36161,2,2,3,3,3,3,1,3,2,2,2,1,3,2,2,,2,2,3,3,1,2,,,,,,,1,1,1,12,1,150,,1,,,
36162,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36163,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36164,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36165,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36166,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36167,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36168,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36169,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36170,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
36171,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36172,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36173,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,,2,0,2,,,,,1,1,,
36174,2,3,2,,,,2,,1,2,2,2,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36175,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36176,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,3,1,12,1,300,,2,,,
36177,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,3,2,3,2,2,2,0,2,,,,,1,1,2,27
36178,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,2
36179,3,3,1,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36180,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
36181,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,11
36182,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36183,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36184,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36186,1,1,2,2,1,2,2,,2,1,2,1,2,2,2,,2,2,4,4,3,2,1,2,2,2,1,1,2,0,2,,,,,2,,,
36187,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36188,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36189,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36190,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36191,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36192,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36193,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36194,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36195,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36196,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36197,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,,,,
36198,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36199,1,1,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,3,2,2,2,2,1,5,1,12,1,417,,2,,,
36200,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36201,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36202,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36203,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36204,2,2,2,2,2,2,2,,2,2,9,2,,2,2,,2,2,3,3,3,2,2,3,2,2,,2,1,4,1,12,1,400,,2,,,
36205,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36206,2,3,3,3,3,2,2,,2,2,2,2,,2,2,,2,2,2,2,2,2,,,,,,,2,0,2,,,,,2,,,
36207,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36208,2,1,1,2,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,1,,,,,,,1,7,1,11,1,700,,1,1,1,12
36209,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36210,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,18
36211,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,1,25,,,,,
36212,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36213,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36214,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36215,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,12,1,476,,1,1,1,24
36216,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36217,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,4,4,4,1,,,,,,,2,0,2,,,,,1,,,
36218,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36219,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36220,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36221,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36222,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,,,1,1,2,,,130,,1,2,,
36223,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,70,,2,,,
36224,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36225,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36226,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,2,0,2,,,,,2,,,
36227,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36228,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,4,4,4,1,2,2,2,3,2,2,2,0,2,,,,,1,,,
36229,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36230,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36231,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36232,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36233,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36234,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,2,2,2,2,2,2,0,2,,,,,2,,,
36235,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,2,3,3,2,2,2,0,2,,,,,2,2,,
36236,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36237,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36238,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,,,,,,,2,0,2,,,,,,,,
36239,2,2,2,2,2,3,1,2,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,2,0,2,,,,,2,,,
36240,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36241,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36242,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36243,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
36244,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,12
36245,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,,,
36246,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36247,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36248,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36249,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36250,2,2,2,2,2,3,1,2,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,2,0,2,,,,,2,,,
36251,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36252,2,2,2,2,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,2,,,178,,2,,,
36253,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36254,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,,375,2,,,
36255,1,2,2,3,2,3,2,,2,2,2,,,,,,,,3,3,2,1,3,3,3,3,,,2,0,2,,,,,2,,,
36256,1,2,2,1,1,3,1,1,1,1,2,2,,2,2,,1,2,4,4,3,2,,,,,,,2,0,2,,,,,,,,
36257,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36258,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36259,2,2,2,1,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,,,2,0,2,,,,,2,1,1,24
36260,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,3,1,6,1,218,,1,1,1,12
36261,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,48
36262,1,2,3,2,3,2,2,,1,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,2,0,2,,,,,1,,,
36263,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,392,,1,,,
36264,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36265,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36266,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36267,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36268,3,2,3,,,,1,3,2,2,2,2,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36269,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36270,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36271,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36272,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,,
36273,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36274,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,,,2,0,2,,,,,2,2,,
36275,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36276,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36277,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36278,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36279,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36280,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,2,2,3,2,2,2,0,2,,,,,2,,,
36281,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,0,2,,,,,,,,
36282,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36283,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36284,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36285,1,2,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,1,2,2,2,3,2,1,1,7,1,12,1,1000,,1,1,1,2
36286,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36287,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,300,,2,,,
36288,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
36289,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,1
36290,3,3,1,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,2,,
36291,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36292,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,1,2,2,2,2,2,2,0,2,,,,,2,,,
36293,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36294,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36295,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36296,2,3,3,2,2,2,1,2,1,1,2,1,2,2,2,,2,2,4,4,3,2,2,2,2,2,9,1,2,0,2,,,,,2,,,
36297,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36298,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36299,1,1,1,1,1,3,1,2,1,1,2,1,2,2,2,,2,2,4,4,3,1,2,3,3,3,,2,1,5,1,4,1,289,,2,,,
36300,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36301,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36302,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,2,,2,0,2,,,,,2,2,,
36303,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,2,2,3,3,2,2,1,1,1,12,1,120,,1,1,1,7
36304,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36305,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,,2,2,0,2,,,,,2,,,
36306,3,2,3,2,2,3,2,,1,2,2,2,,2,2,,2,2,3,2,3,2,3,3,3,3,,2,1,6,1,12,1,414,,2,,,
36307,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,1,2,1,84,,2,,,
36308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
36309,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36310,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36311,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36312,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36313,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36314,2,2,2,2,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,2,2,3,2,3,2,2,1,1,1,3,1,178,,2,,,
36315,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,,1,2,4,4,4,1,3,3,3,3,,,2,0,2,,,,,1,1,1,24
36316,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,,,
36317,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,9,1,71,,1,1,1,9
36318,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36319,3,2,2,,,,2,,2,1,2,2,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,,,,
36320,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,601,,2,,,
36321,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36322,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36323,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36324,1,1,1,2,1,2,2,,1,2,2,2,,2,2,,2,2,3,3,3,1,3,3,3,3,,,1,3,1,12,1,291,,1,1,1,36
36325,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
36326,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,2,,,12,,2,,,
36327,1,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,1,1,1,1
36328,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36329,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36330,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,1,,,,99999,1,,,
36331,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36332,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36333,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36334,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36335,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36336,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36337,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36338,2,2,1,2,2,3,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,1,2,,,100,,1,1,1,12
36339,2,2,1,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,1,1,1,12,1,112,,,,,
36340,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36341,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,3,2,2,3,,2,2,0,2,,,,,1,,,
36342,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36343,2,2,3,,,,1,3,1,1,2,2,,,,,,,3,3,,2,2,2,3,3,2,2,2,0,2,,,,,,,,
36344,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36345,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,,,1,7,1,2,2,155,,1,1,2,48
36346,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36347,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36348,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36349,2,2,2,2,2,3,2,,1,1,2,2,,2,2,,2,2,3,3,3,2,3,3,2,3,,2,2,0,2,,,,,2,,,
36350,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,7
36351,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36352,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36353,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36354,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36355,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,,1,2,1,3,2,,193,1,1,2,12
36356,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36357,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36358,1,1,2,2,2,2,2,,2,1,2,2,,2,2,,2,2,3,3,3,2,1,2,2,3,2,2,2,0,2,,,,,2,,,
36359,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36360,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36361,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
