"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD421","FSD431","FSD411","FSD440","FSD451","FSQ165","FSQ171","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
57211,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57212,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,20,670,1,,,1,1,60,1,1,,,
57213,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57214,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57215,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57216,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,1,1,9
57217,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
57218,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57219,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57220,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57221,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57222,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57223,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57224,2,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,6,446,,,,,,,,,,,
57225,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57226,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,0,190,2,,,,,,,,,,
57227,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,,2,2,4,3,3,2,3,3,3,3,2,,1,1,2,400,1,,,,,,,,,,
57228,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,1,1,1,,2,2,,,,
57229,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57230,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57231,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57232,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57233,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,14,259,2,1,1,1,,6,1,2,,,
57234,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57235,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,,1,2,4,4,4,1,2,2,2,3,,2,1,1,66666,700,2,2,,1,1,48,1,1,,,
57236,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57237,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57238,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57239,3,3,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
57240,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
57241,2,2,2,2,,1,1,9,1,2,3,3,3,,,,,,3,4,1,1,3,3,3,3,,,1,1,3,200,1,1,1,1,,9,1,2,,,
57242,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57243,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,28,600,2,,,,,,,,,,
57244,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57245,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57246,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57247,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57248,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57249,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57250,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57251,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
57252,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,67,360,1,,,,,,,,,,
57253,2,2,2,1,2,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,1,8,200,1,1,1,1,1,18,1,1,,,
57254,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,12,668,1,,,,,,,,1,,
57255,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57256,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,1,1,1,,8,1,1,,,
57257,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,12,503,2,,,1,1,60,1,3,,,
57258,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,12,1,1,,,
57259,1,2,2,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57260,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,1,1,60,1,3,,,
57261,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
57262,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57263,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57265,1,1,3,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,1,3,3,3,3,,,1,1,2,500,2,,,,,,,,,,
57266,1,1,2,2,,2,1,2,2,,,,,,,,,,3,3,,2,3,3,3,3,2,,1,1,12,98,2,,,,,,,,,,
57267,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,29,300,2,,,,,,,,,,
57268,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,45,90,1,,,,,,,,,,
57269,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
57270,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,17,200,2,,,,,,,,,,
57271,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,2,,,,1,1,1,1,1,4,1,4,,,
57272,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57273,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57274,1,2,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,1,3,3,3,3,,,1,1,24,489,1,1,2,1,1,24,2,,,,
57275,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57276,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57277,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,1,,,,,,,,,,
57278,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57279,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,2,,
57280,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57281,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57282,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,2,3,3,3,2,2,1,1,28,220,1,,,,,,,,,,
57283,9,2,2,1,2,1,2,2,1,2,3,3,3,,,,,,3,4,1,2,2,3,3,3,,2,2,,,,1,1,1,1,,9,1,6,,,
57284,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57285,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,7,220,1,1,1,1,,4,1,2,,,
57286,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57287,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,1,1,52,630,2,,,,,,,,,,
57288,2,3,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57289,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57290,2,3,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57291,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57292,3,3,3,,,,,,,,1,3,3,2,2,,2,2,2,1,2,1,2,2,3,3,2,2,1,1,21,375,1,,,,,,,,,,
57293,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57294,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57295,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57296,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,55555,99999,,,,,,,,,,,
57297,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
57298,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,90,200,2,,,1,1,36,1,2,,,
57299,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,2,,1,1,1,25,684,1,,,,,,,,,,
57300,2,2,2,1,2,1,2,2,1,2,2,3,3,2,2,,2,2,4,4,2,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57301,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57302,1,2,2,1,2,1,1,1,2,,,,,,,,,,4,4,,2,3,2,2,3,2,2,2,,,,,,,,,,,,,,
57303,1,2,2,1,1,1,1,2,2,,2,3,2,2,2,,2,2,4,4,3,2,2,3,3,3,,2,1,1,4,356,2,,,,,,,,,,
57304,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57305,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57306,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,4,793,1,,,,,,,,,,
57307,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,3,3,3,3,2,,1,1,7,499,1,,,,,,,,,,
57308,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57309,1,2,2,1,2,1,1,1,2,,,,,,,,,,4,4,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57310,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57311,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57312,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,1,1,9,125,2,,,,,,,,,,
57313,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57314,2,3,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,2,,1,2,12,1,5,,,
57315,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,1,2,2,2,2,2,2,1,1,27,283,2,,,,,,,,,,
57316,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,55555,99999,2,,,,,,,,,,
57317,1,1,1,1,2,1,1,1,1,3,,,,,,,,,4,4,,2,2,2,2,2,2,2,2,,,,2,,,,,,,,,,
57318,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57319,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57320,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57321,2,2,2,1,2,1,2,1,1,2,3,3,3,,,,,,4,4,1,2,3,3,3,3,,,1,1,20,98,1,1,1,1,,5,1,4,,,
57322,1,1,2,2,,1,1,2,1,3,2,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,1,28,512,1,1,2,1,1,48,2,,,,
57323,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57324,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57325,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,31,230,2,,,1,1,12,1,2,,,
57326,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
57327,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57328,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57329,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,9,800,1,,,1,1,48,1,1,,,
57330,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57331,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57332,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57333,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,,,1,1,10,100,2,2,,1,1,3,2,,,,
57334,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
57335,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57336,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,2,300,2,,,,,,,,,,
57337,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57338,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57339,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,2,2,4,4,4,1,2,3,3,3,,2,1,2,,,2,,,,,,,,,,
57340,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,17,267,2,2,,1,2,1,1,5,,,
57341,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,2,1,1,36,1,8,,,
57342,3,2,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
57343,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57344,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
57345,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,13,592,1,,,,,,,,,,
57346,2,2,2,1,2,2,2,2,1,3,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
57347,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,1,4,,,
57348,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,79,330,2,,,,,,,,,,
57349,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,0,99,2,,,,,,,,,,
57350,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,23,200,2,,,,,,,,,,
57351,1,1,1,1,2,1,2,2,2,,2,2,2,2,2,,2,2,4,4,3,1,2,2,1,2,,2,1,1,6,442,2,,,,,,,,,,
57352,2,1,3,1,2,2,2,2,2,,2,3,2,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,29,77777,1,,,1,1,48,2,,,,
57353,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,8,100,,,,,,,,,,,
57354,1,1,2,1,1,1,2,2,1,2,3,3,3,,,,,,4,4,1,2,3,3,3,3,,,2,,,,1,1,1,1,,10,1,1,,,
57355,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57356,2,3,3,1,3,1,1,1,2,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,89,400,1,1,1,1,,6,1,2,,,
57357,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57358,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57359,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57361,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,1,1,12
57362,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57363,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57364,7,7,7,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,
57365,2,2,2,1,2,1,2,2,2,,2,3,3,1,2,,2,2,4,4,3,2,2,3,2,3,,2,2,,,,1,,,,,,,,,,
57366,2,3,3,2,,1,2,2,2,,,,,,,,,,2,2,,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,
57367,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57368,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,9,800,1,,,,,,,,,,
57369,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,3,2,3,2,2,1,1,14,200,1,,,,,,,,,,
57370,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,2,2,0,2,,,,
57371,2,2,2,1,1,1,2,2,2,,,,,,,,,,4,4,,1,2,3,3,3,2,2,1,2,,,,,,,,,,,,,
57372,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57373,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57374,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,55555,99999,,,,,,,,,,,
57375,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57376,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,2,2,0,2,,,,
57377,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57378,1,2,2,2,,1,2,2,2,,,,,,,,,,3,3,,1,3,3,3,3,2,,1,1,11,507,2,,,,,,,,,,
57379,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57380,2,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,,,,,,,2,,,,2,,,,,,,,,,
57381,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57382,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57383,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57384,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,,,,,,,,,,,,,,
57385,2,2,2,1,1,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,1,9,320,2,,,1,1,60,1,1,,,
57386,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,2,1,2,,,
57387,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,8,365,1,,,,,,,,1,1,17
57388,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57389,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,2,3,3,,2,1,1,52,630,2,,,,,,,,,,
57390,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57391,2,2,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,29,375,2,1,2,1,1,12,1,3,,,
57392,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57393,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57394,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,1,1,1,1,12,1,1,,,
57395,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57396,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,2,3,3,2,2,1,1,7,242,2,,,,,,,,,,
57397,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,1,1,60,1,4,,,
57398,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,22,328,1,1,1,1,,2,1,6,,,
57399,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,1,1,24,1,3,,,
57400,1,2,2,2,,1,1,2,2,,1,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,42,467,2,,,,,,,,,,
57401,2,2,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
57402,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57403,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57404,1,1,2,1,1,1,1,1,2,,2,2,3,2,2,,2,2,4,4,3,1,2,2,3,3,2,2,1,1,13,419,1,,,,,,,,1,,
57405,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57406,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57407,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57408,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57409,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57410,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57411,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,2,2,2,2,1,9,2,2,,,,,,,,,,,,,,
57412,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57413,3,3,2,1,3,2,2,2,2,,2,3,3,2,2,,2,2,3,2,2,2,2,3,3,3,2,2,1,1,25,186,2,,,,,,,,,,
57414,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
57415,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57416,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57417,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57418,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57419,3,3,3,,,,,,,,1,3,3,2,2,,2,2,2,1,2,2,3,3,3,3,2,,1,1,0,82,2,,,,,,,,,,
57420,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57421,2,2,2,2,,2,1,2,2,,3,3,3,,,,,,3,3,1,2,,,,,,,2,,,,1,,,,,,,,,,
57422,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57423,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,12,2,,,,
57424,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,,,,,,,1,1,14,250,1,,,,,,,,,,
57425,2,2,2,1,3,1,1,1,1,3,2,3,2,2,1,3,2,2,4,4,3,2,3,3,3,3,,,2,,,,2,,,1,1,36,1,4,,,
57426,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
57427,1,1,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,4,400,2,,,1,1,48,1,1,,,
57428,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,,,,,,,2,,,,2,,,,,,,,,,
57429,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
