"SEQN","FSD160","FSD170N","FSD180","FSD190","FSD200","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSD450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSD520","FSD655","FSD660C","FSD665","FSQ650","FSD660M","FSD670","HHFDSEC","ADFDSEC","CHFDSEC"
10328,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10329,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10330,2,,,,,2,,2,1,2,2,,,,,,,,,,,,,,2,2,
10331,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
10332,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10333,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10334,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
10335,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10336,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10337,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,3,3,3,1
10338,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10339,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
10340,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10341,1,,,,,,,,,,,,2,2,2,2,,2,1,1,6,,,,3,3,2
10342,2,7,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10343,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10344,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10345,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10346,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10347,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10348,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10349,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
10350,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10351,2,4,1,12,1,,,,,,,,,,,,,,1,,,,,,1,1,1
10352,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10353,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,3
10354,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10355,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10356,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10357,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10358,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10359,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10360,2,4,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10361,2,,,,,1,21,1,1,1,1,10,,,,,,,,,,,,,4,4,
10362,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10363,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10364,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10365,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10366,,,,,,2,,1,2,1,2,,,,,,,,,,,,,,4,4,
10367,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10368,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
10369,1,4,1,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,3,3
10370,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10371,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
10372,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10373,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
10374,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10375,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10376,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10377,,,,,,2,,1,2,1,1,1,,,,,,,,,,,,,4,4,
10378,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10379,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
10380,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10381,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10382,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10383,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10384,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10385,1,1,2,,,,,,,,,,1,1,2,2,,2,,,,,,,4,4,4
10386,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10387,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10388,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
10389,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10390,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10391,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10392,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10393,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10394,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10395,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10396,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10397,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
10398,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10399,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
10400,1,,,,,,,,,,,,2,1,2,2,,2,1,1,2,,,,3,3,1
10401,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10402,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,4,4,4
10403,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
10404,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10405,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10406,1,3,1,3,2,2,,2,2,2,2,,,,,,,,,,,1,1,1,2,2,1
10407,1,,,,,,,,,,,,,,,,,,1,2,2,,,,1,1,1
10408,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
10409,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10410,1,4,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
10411,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
10412,2,6,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10413,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10414,1,,,,,,,,,,,,2,2,2,2,,2,1,1,2,,,,2,2,1
10415,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10416,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10417,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10419,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10420,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10421,2,2,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
10422,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10423,1,,,,,,,,,,,,2,2,2,2,,2,1,1,4,,,,4,4,3
10424,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10425,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10426,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10427,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10428,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
10429,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10430,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10431,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10432,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10433,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10434,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10435,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10436,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10437,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10438,1,1,1,4,1,2,,2,2,2,2,,,,,,,,,,,1,1,3,4,4,4
10439,1,1,2,,,,,,,,,,,,,,,,1,2,,,,,1,1,1
10440,2,2,1,99,9,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
10441,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10442,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
10443,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10444,1,,,,,1,4,1,2,2,2,,,,,,,,,,,1,1,3,3,3,3
10445,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10446,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10447,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10448,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10449,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10450,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10451,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10452,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10453,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10454,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10455,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10456,1,,,,,,,,,,,,,,,,,,1,1,3,,,,1,1,1
10457,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10458,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,2,2
10459,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10460,1,1,1,,,,,,,,,,2,2,2,2,,2,1,2,6,,,,4,3,4
10461,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
10462,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10463,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
10464,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10465,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10466,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10467,1,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1
10468,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10469,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
10470,2,3,1,12,1,,,,,,,,2,2,2,2,,2,,,,,,,3,2,3
10471,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10472,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,4,4,2
10473,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
10474,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10475,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
10476,2,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10477,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10478,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
10479,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10480,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10481,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,2
10482,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10483,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
10484,2,6,1,12,1,,,,,,,,,,,,,,,,,,,,3,2,2
10485,2,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,1
10486,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10487,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
10488,2,1,1,6,2,,,,,,,,,,,,,,,,,,,,1,1,
10489,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10490,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10491,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10492,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10493,1,2,2,,,,,,,,,,,,,,,,1,1,2,,,,2,1,2
10494,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10495,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10496,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10497,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10499,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10500,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,2
10501,1,4,1,,,,,,,,,,,,,,,,1,1,2,,,,3,2,2
10502,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10503,1,,,,,,,,,,,,,,,,,,1,1,4,,,,4,4,3
10504,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,
10505,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10506,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
10507,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
10508,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
10509,1,,,,,1,30,2,2,2,2,,,,,,,,,,,,,,3,3,1
10510,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10511,1,,,,,,,,,,,,2,2,2,2,,2,1,1,6,,,,2,2,2
10512,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10513,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10514,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10515,2,1,2,,,,,,,,,,,,,,,,2,,,,,,4,4,3
10516,2,2,1,6,2,,,,,,,,,,,,,,,,,,,,2,2,
10517,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10518,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
10519,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10520,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10521,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
10522,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10523,1,4,1,12,1,,,,,,,,,,,,,,,,,2,,,1,1,1
10524,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10526,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,3,3
10527,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10528,2,2,1,6,2,1,1,1,1,1,1,1,,,,,,,,,,,,,4,4,
10529,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10530,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
10531,2,,,,,,,,,,,,,,,,,,1,1,1,,,,,,
10532,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
10533,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
10534,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10535,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,3,3
10536,1,2,1,8,1,,,,,,,,2,2,2,2,,2,1,1,2,,,,2,2,1
10537,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10538,1,4,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10539,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10540,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10541,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10542,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10544,1,2,1,5,1,,,,,,,,2,2,2,2,,2,1,1,3,,,,2,2,1
10545,,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,
10546,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,1,2
10547,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10548,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10549,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10550,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10551,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10552,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
10553,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
10554,1,1,2,,,,,,,,,,2,1,2,2,,2,,,,,,,4,3,4
10555,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,4,4,3
10556,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10557,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
10558,1,1,2,,,,,,,,,,2,2,2,2,,2,1,,,,,,2,2,1
10559,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10560,2,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
10561,2,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,4,
10562,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
10563,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
10564,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
10565,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10566,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10567,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10568,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
10569,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10570,1,,,,,,,,,,,,,,,,,,1,1,4,,,,1,1,1
10571,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10572,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10573,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10574,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10576,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10577,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10578,1,,,,,,,,,,,,,,,,,,1,1,1,,,,4,4,4
10579,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10580,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10581,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
10582,2,,,,,1,5,1,1,2,1,3,,,,,,,,,,,,,4,4,3
10583,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,3,1
10584,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10585,2,1,1,12,1,2,,2,2,2,2,,,,,,,,,,,,,,3,3,1
10586,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10587,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10588,2,,,,,,,,,,,,,,,,,,1,2,6,,,,1,1,1
10589,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10590,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10591,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
10592,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10593,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10594,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10596,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10597,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10598,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
10599,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10600,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10601,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10602,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10603,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
10604,2,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
10605,2,,,,,,,,,,,,1,2,2,2,,2,,,,,,,4,4,3
10606,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10607,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10608,1,2,1,,,,,,,,,,,,,,,,,,,2,,,3,4,
10609,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10610,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10611,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
10612,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,
10613,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10614,2,4,1,12,1,,,,,,,,,,,,,,,,,,,,3,2,3
10615,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10616,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
10617,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10618,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10619,1,,,,,1,30,1,1,2,2,,,,,,,,,,,,,,4,4,3
10620,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10621,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,
10622,1,5,1,12,1,,,,,,,,2,2,2,2,,2,1,1,6,,,,2,2,1
10623,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10624,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10625,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
10626,1,1,2,,,,,,,,,,,,,,,,,,,,,,3,3,2
10627,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10628,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10629,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10630,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,2
10631,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10632,,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,
10633,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10634,2,,,,,,,,,,,,,,,,,,1,2,5,,,,1,1,1
10635,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10636,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10638,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10639,1,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10640,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
10641,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10642,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10643,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
10644,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10645,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10646,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10647,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10648,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10649,2,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,1
10650,1,5,1,3,1,2,,2,2,2,2,,,,,,,,,,,,,,4,4,3
10651,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10652,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10653,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
10654,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10655,1,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,2
10656,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10657,2,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
10658,2,,,,,,,,,,,,1,1,2,2,,2,,,,,,,3,3,3
10659,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10660,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10661,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10662,1,,,,,,,,,,,,,,,,,,1,1,1,,,,3,3,1
10663,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10664,1,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
10665,1,,,,,,,,,,,,,,,,,,1,1,2,,,,3,2,2
10666,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10667,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
10668,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,
10669,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
10670,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10671,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10672,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10673,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10674,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10675,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10676,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10677,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
10678,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10679,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10680,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10681,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10682,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10683,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10684,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10685,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
10686,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
10687,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
10688,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,2,3
10689,2,2,1,12,1,,,,,,,,,,,,,,,,,,,,2,2,1
10690,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10691,1,4,1,12,1,,,,,,,,1,2,1,2,,2,,,,,,,3,2,3
10692,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
10693,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
10694,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10695,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10696,,,,,,,,,,,,,,,,,,,2,,,,,,4,4,
10697,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10698,1,5,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
10699,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10700,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
10702,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10703,1,,,,,1,4,1,1,2,2,,,,,,,,,,,,,,2,2,1
10704,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10705,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10706,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10707,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
10708,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
10709,1,,,,,,,,,,,,1,1,2,2,,2,,,,,,,4,3,3
10710,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10711,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10712,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10713,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10714,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10715,1,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,3
10716,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
10717,1,,,,,,,,,,,,,,,,,,1,1,3,,,,1,1,1
10718,,,,,,,,,,,,,,,,,,,,,,,,,,,
10719,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10720,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
10721,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
