"SEQN","FSD160","FSD170N","FSD180","FSD190","FSD200","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSD450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSD520","FSD655","FSD660C","FSD665","FSQ650","FSD660M","FSD670","HHFDSEC","ADFDSEC","CHFDSEC"
14950,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
14951,1,,,,,,,,,,,,2,2,2,2,,2,1,2,5,,,,2,1,2
14952,1,,,,,,,,,,,,2,2,2,2,,2,1,1,1,,,,3,4,1
14953,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,
14954,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14955,2,,,,,,,,,,,,2,2,2,2,,2,1,1,2,,,,3,3,2
14956,2,,,,,,,,,,,,,,,,,,,,,2,,,2,2,
14957,2,1,2,,,,,,,,,,1,1,2,2,,2,,,,,,,3,3,2
14958,,,,,,1,15,1,1,1,2,,,,,,,,,,,,,,4,4,1
14959,,,,,,,,,,,,,,,,,,,,,,,,,,,
14960,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14961,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14962,2,,,,,,,,,,,,,,,,,,,,,,,,,,
14963,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
14964,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14965,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14966,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14967,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14968,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14969,2,2,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
14970,2,,,,,,,,,,,,,,,,,,,,,,,,,,
14971,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14972,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14973,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14974,2,7,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
14975,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
14976,2,,,,,,,,,,,,,,,,,,,,,,,,,,
14977,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
14978,2,,,,,,,,,,,,,,,,,,,,,,,,,,
14979,1,,,,,,,,,,,,,,,,,,1,1,4,,,,1,1,1
14980,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14981,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14982,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
14983,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14984,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
14985,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14986,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14987,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
14988,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
14989,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14990,,1,1,12,1,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
14991,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
14992,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14993,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14994,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
14995,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14996,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14997,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14998,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
14999,,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,
15000,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15001,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15002,1,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1
15003,2,5,1,,,,,,,,,,,,,,,,,,,,,,4,4,3
15004,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,5,,,,3,3,3
15005,2,2,1,12,1,,,,,,,,,,,,,,,,,,,,4,4,
15006,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,4
15007,2,1,2,,,,,,,,,,1,2,2,2,,2,2,,,,,,4,4,3
15008,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15009,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15010,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15011,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15012,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15013,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
15014,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15015,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
15016,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
15017,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15018,,,,,,,,,,,,,,,,,,,,,,,,,,,
15019,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
15020,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15021,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15022,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15023,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15024,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15025,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15026,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15027,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15028,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15029,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15030,2,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
15031,2,4,1,3,1,,,,,,,,,,,,,,2,,,,,,2,2,1
15032,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
15033,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15034,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15035,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
15036,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15037,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
15038,2,1,1,8,1,,,,,,,,,,,,,,,,,,,,1,1,1
15039,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15040,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
15041,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,2
15042,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15043,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15044,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15045,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15046,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15047,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15048,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15049,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15050,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15051,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15052,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,2
15053,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
15054,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,3,3
15055,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
15056,,,,,,,,,,,,,,,,,,,,,,,,,,,
15057,2,,,,,,,,,,,,1,1,2,2,,2,2,,,,,,4,4,3
15058,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15059,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15060,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15061,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15062,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15063,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15064,1,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
15065,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
15066,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15067,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15068,,,,,,,,,,,,,,,,,,,,,,,,,,,
15069,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15070,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15071,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15072,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15073,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15074,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15075,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15076,,,,,,,,,,,,,,,,,,,,,,,,,,,
15077,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15078,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15079,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15080,1,5,1,2,1,,,,,,,,,,,,,,,,,,,,1,1,1
15081,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15082,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,1
15083,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15084,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
15085,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15086,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
15087,2,1,2,,,,,,,,,,1,2,1,2,,2,,,,,,,3,3,3
15088,2,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15089,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
15090,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15091,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,
15092,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15093,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,2,3
15094,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15095,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15096,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15097,,1,1,2,1,2,,2,2,2,2,,,,,,,,,,,,,,2,2,
15098,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
15099,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15100,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,
15101,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
15102,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15103,1,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
15104,,,,,,1,15,2,1,2,2,,,,,,,,,,,,,,3,3,3
15105,1,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,1
15106,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15107,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15108,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15109,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15110,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
15111,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15112,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15113,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15114,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15115,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15116,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15117,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15118,1,3,1,12,1,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
15119,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15120,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15121,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15122,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
15123,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15124,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,1,2
15125,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
15126,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15127,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15128,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
15129,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15130,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
15131,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15132,1,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
15133,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15134,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15135,,,,,,,,,,,,,,,,,,,,,,,,,,,
15136,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15137,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
15138,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15139,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
15140,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15141,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,3
15142,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
15143,1,2,1,12,1,2,,2,2,2,2,,,,,,,,,,,1,1,1,2,2,1
15144,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15145,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15146,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15147,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15148,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15149,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15150,2,3,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
15151,2,4,1,2,1,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
15152,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15153,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15154,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15155,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15156,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,
15157,2,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
15158,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15159,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15160,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15161,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15162,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15163,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
15164,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15165,1,,,,,,,,,,,,1,1,1,2,,2,,,,,,,3,3,3
15166,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15167,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15168,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
15169,1,1,2,,,,,,,,,,,,,,,,1,1,4,,,,1,1,1
15170,1,2,2,,,,,,,,,,,,,,,,,,,,,,2,1,2
15171,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15172,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15173,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15174,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15175,1,7,1,12,1,,,,,,,,2,2,2,2,,2,1,2,6,,,,4,4,1
15176,2,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
15177,2,,,,,,,,,,,,,,,,,,1,2,5,,,,1,1,1
15178,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15179,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15180,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15181,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15182,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15183,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
15184,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15185,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15186,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15187,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15188,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15189,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15190,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15191,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15192,2,1,1,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
15193,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15194,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15195,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15196,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15197,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15198,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15199,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15200,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
15201,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15202,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,4
15203,,,,,,,,,,,,,,,,,,,,,,,,,,,
15204,1,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
15205,2,5,1,12,1,,,,,,,,,,,,,,2,,,,,,3,2,2
15206,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15207,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15208,1,1,2,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15209,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15210,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,6,,,,3,2,3
15211,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15212,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15213,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15214,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15215,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15216,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
15217,2,4,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
15218,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15219,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,4,4,3
15220,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15221,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15222,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15223,1,4,1,4,1,,,,,,,,,,,,,,1,1,,,,,1,1,1
15224,1,7,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
15225,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15226,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15227,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,
15228,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15229,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15230,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15231,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
15232,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15233,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
15234,1,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,4
15235,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15236,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15237,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15238,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15239,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15240,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15241,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15242,1,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
15243,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15244,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15245,1,5,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
15246,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15247,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15248,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
15249,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,2,1
15250,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15251,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15252,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15253,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15254,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,2,3
15255,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15256,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15257,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15258,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15259,,1,1,1,2,,,,,,,,,,,,,,,,,,,,1,1,
15260,2,,,,,,,,,,,,,,,,,,,,,,,,,,
15261,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15262,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15263,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15264,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15265,1,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
15266,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15267,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15268,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15269,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,5,,,,4,4,3
15270,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
15271,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,6,,,,3,2,2
15272,2,,,,,1,5,1,2,1,2,,,,,,,,,,,,,,2,2,
15273,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15274,2,,,,,,,,,,,,,,,,,,2,,,,,,3,3,2
15275,9,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15276,2,3,1,9,1,,,,,,,,,,,,,,,,,,,,1,1,1
15277,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15278,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15279,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15280,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15281,,,,,,,,,,,,,,,,,,,,,,,,,,,
15282,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
15283,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15284,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15285,2,4,1,7,2,,,,,,,,,,,,,,,,,,,,3,3,3
15286,2,1,2,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15287,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15288,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15289,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15290,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,4
15291,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15292,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15293,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15294,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15295,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15296,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15297,1,2,1,12,1,,,,,,,,,,,,,,1,1,6,,,,1,1,1
15298,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15299,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
15300,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15301,1,,,,,1,1,2,1,1,2,,,,,,,,,,,,,,3,3,2
15302,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15303,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15304,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15305,1,4,1,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
15306,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15307,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
15308,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15309,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
15310,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15311,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15312,1,1,2,,,,,,,,,,,,,,,,2,,,,,,3,3,3
15313,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15314,1,7,1,,,,,,,,,,,,,,,,2,,,,,,1,1,1
15315,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15316,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15317,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15318,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
15319,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15320,1,3,1,,,,,,,,,,,,,,,,1,1,6,,,,4,3,3
15321,7,,,,,,,,,,,,,,,,,,,,,,,,,,
15322,,1,1,,,1,14,1,1,2,2,,,,,,,,,,,,,,4,4,
15323,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15324,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
15325,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15326,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15327,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15328,1,,,,,,,,,,,,,,,,,,1,1,5,,,,3,4,1
15329,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15330,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15331,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15332,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15333,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15334,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15335,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15336,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15337,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15338,1,1,2,,,,,,,,,,,,,,,,,,,,,,3,3,1
15339,1,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
15340,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
15341,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,3,3,3,3
15342,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
15343,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
15344,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15345,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,5,,,,4,4,4
